unit_id,RackInletTemp,JobThroughput,FanSpeed
0,47.02811449821783,7.400176918909884,69.13112331783682
1,50.44736901532999,16.813575913273283,74.01520074092618
2,54.32236088537111,24.564586430079068,55.14302757783772
3,48.33518134056914,9.331768233475415,66.89511009385014
4,72.81369141915293,20.25950286788223,61.81124117092163
5,74.8016295123794,-1.4934935436580636,55.42231764477752
6,56.401197878799046,36.04598612665915,64.18211828767102
7,54.42966429154237,28.545269640908447,65.76901095511809
8,58.58724716171811,26.92673373375097,43.66565921683057
9,43.734551303728,33.76029695955541,62.8099707805071
10,51.779077721968925,17.371367247622437,87.95628161241952
11,41.2660692837419,40.70624386574081,74.64450317108316
12,58.97541816939441,5.363687164060536,64.30633442737711
13,44.357976955168326,8.560528332184662,65.57821191127135
14,59.28409156190527,5.721231797743911,63.15835735071773
15,55.5233853566858,11.721546825953727,60.81202878630851
16,51.3667808095913,15.04929250075767,51.26297872401808
17,62.54128049416877,3.697574914083196,51.01479285644347
18,63.66267283610058,-0.9378866124484642,50.57856889283812
19,56.92043243898235,36.84197412038924,63.939657890042376
20,54.93563420125382,18.886584588830132,54.12553425888427
21,59.75334376094571,15.650184440833765,54.066583365821714
22,29.720556388313266,74.27909434472731,56.56515527026887
23,58.1987697110747,4.1409699104066,63.87449835481915
24,67.99492614967014,15.685052784190997,69.2223230618953
25,65.69259321427967,0.36477227820396174,59.69295382761369
26,67.19637048268105,-4.171807370910415,76.10532032098403
27,33.39697458844969,24.994960680039505,65.59807000431776
28,67.86689783566698,3.911135798634173,58.557118179355676
29,60.81993106083768,9.99997910900225,49.39249633959742
30,52.8152115550453,51.48884075493505,44.14654505385787
31,60.542658074211445,16.77603292299849,45.76896694657485
32,71.85974801776413,7.83728039023231,65.14417708706779
33,60.41920095185422,11.95757251779569,48.85418981352086
34,54.99864083223664,60.977295350197615,70.51372686461649
35,60.372971672948474,39.728234175914416,70.02532412101881
36,44.606686381969304,12.338758564453968,53.63263573645053
37,65.80507296224033,25.90573827886772,64.36760472403657
