unit_id,JobThroughput,RackInletTemp,FanSpeed,GpuTemp,do_cooling_setpoint_controller
0,3.761323568109995,53.30094639136921,67.3817212521483,50.8285130148602,40.0
1,6.757592913915638,68.2956946527429,51.72878815920559,70.02226286782569,40.0
2,11.514531340561923,61.86352120526235,59.755324616530416,35.636767145534485,40.0
3,11.603200407787863,52.929305199726095,52.6896044010061,71.67415103703958,40.0
4,4.78971157412782,60.47369920925272,41.76150636730852,34.514063164150414,40.0
5,10.187289364285181,67.98883792151193,66.38909807885939,51.70926404161067,40.0
6,-0.6205070039121747,61.62002851218983,69.93199362313888,48.395012753543604,40.0
7,-4.167797324629053,84.84051312747732,59.571888035990256,48.49335763919872,40.0
8,20.48010469601694,51.89755708258377,63.16701185931486,50.836204890522126,40.0
9,3.5890851784759707,54.77315762035271,53.548714526911944,45.243486181954985,40.0
10,0.7246948329015817,63.50073261425461,72.28820969072585,54.1996151937411,40.0
11,17.35749153451587,60.87891719469439,49.022341592159584,41.04078195074686,40.0
12,3.4989013919642344,59.82236204071723,63.76970826722927,73.18884444408616,40.0
13,40.470513361901695,54.00300958785653,72.36801346857112,53.956089234084594,40.0
14,2.617920437064404,54.72555673310744,72.84987046065477,57.78132919860146,40.0
15,16.13711852412062,50.679195216665605,42.722613508026356,69.19660650757923,40.0
16,5.78801617296136,56.53396925011056,63.315408597387155,42.62381897002186,40.0
17,20.67488870009253,35.25004596396163,55.527894770422094,55.14309807788105,40.0
18,9.068682034132618,62.67101807923134,63.642918576121914,49.190003604945254,40.0
19,14.050821489784177,38.727761780547716,66.8053158979217,49.10702590723738,40.0
20,6.895443992279516,50.57166464335942,73.25196816679022,38.50228360108536,40.0
21,6.264895836422576,60.07538324012623,82.95947198214026,53.22043896986727,40.0
22,18.66518007932692,43.30883971810809,56.55347426156111,66.07455410351828,40.0
23,16.464308438462194,57.618458439913326,67.35213625209025,44.23697219900971,40.0
24,10.918823009456759,49.8501724431145,61.856445285669835,61.608608824238665,40.0
25,2.389263759519861,69.06272693692071,60.73259132005294,61.80803582379703,40.0
26,10.971576250082636,40.18529597347931,66.0269434196672,49.01329747158518,40.0
27,-0.2815401489056939,79.20037941929765,60.76598285454255,46.91686636922392,40.0
28,8.405941628187787,57.50955855721051,60.61575549066855,57.1842978203736,40.0
29,3.9274368518841136,74.0119642336312,60.62629589957745,45.554591890129245,40.0
30,9.489066057070188,41.07713635592323,41.931873590799974,52.17215186470793,40.0
31,1.7666226540940517,55.998886960451294,64.71639812858956,51.237653364514586,40.0
32,4.830551825335528,57.499685148302916,54.72625826736378,43.71319469472916,40.0
33,3.870525211048431,47.243825754838525,79.5797253455828,44.24290269273662,40.0
34,0.7904853594466656,63.96978218996011,55.57432401700925,37.735594250075316,40.0
35,7.083736327861326,58.883672391490784,59.42855344280317,56.108212067635606,40.0
36,9.264549550116767,38.55497865746002,52.8872378904467,59.27093957627723,40.0
37,2.5184592194173474,55.74958707544744,68.0289624394461,69.79511319486734,40.0
38,17.239881860714387,59.97506205473512,62.03926722285813,25.15102398559038,40.0
39,12.292489269151979,38.86037342775261,75.55240166687145,42.50255913602274,40.0
40,0.5864659486053547,64.93319286917722,51.35054963102039,39.46399499410382,40.0
41,-6.641756767295153,63.87663357817454,64.38791603752325,39.2192480453539,40.0
42,20.7292086066384,36.53317520714721,62.87033395147928,30.12953623702721,40.0
43,21.403284907187764,31.233041760522774,49.03237178042522,51.61233708861626,40.0
44,17.519901148527488,58.79105008825518,63.73927222366152,52.45938566712836,40.0
45,24.398971648256154,48.4454944009054,59.76117780740816,50.506986266275675,40.0
46,2.1415161044384066,57.893575209419595,67.44277943014416,43.38992437021227,40.0
47,19.674365691290134,42.15729340952208,82.4261510599846,54.590833793063545,40.0
48,12.207516731163537,36.8804117199764,55.39477674813867,61.937450166397326,40.0
49,0.5853974760537142,63.4306849636608,67.02946278858886,49.241355211241306,40.0
50,20.204251544622682,47.08146888110006,57.197945285689336,58.7652502079947,40.0
51,18.298326318475947,38.34880733982792,50.885510840316414,62.04743321798566,40.0
52,5.802825608462257,49.88613811471675,60.41936640360389,29.24952322987086,40.0
53,8.847789598213243,51.01937831342061,69.42970508897544,59.58468977031314,40.0
54,19.079520321382127,39.337457264549435,63.61524934010879,50.21962629327539,40.0
55,10.083788550683662,44.901390831806495,63.484396636277026,49.336984528932035,40.0
56,0.13778006275419735,64.79869242646477,67.61825281300874,70.81512128007661,40.0
57,1.1187442971412307,59.39040382623249,58.84349687504515,50.089433039183426,40.0
58,11.38885661285196,58.30180762615135,60.391648844462175,46.81185309289446,40.0
59,10.034766723776185,38.890489980082535,56.587776664468265,44.920831226694546,40.0
60,7.814736116613794,60.761222288357416,53.738398270447085,46.13290163344162,40.0
61,6.801172369232605,48.956666661720966,62.417285208312194,61.847769023657875,40.0
62,-9.932775679240377,77.68523160375587,67.2254425471817,33.76549086753357,40.0
63,20.001230383601577,51.675955482025344,57.32819979916981,33.08091394318281,40.0
64,30.72542005740691,54.03677868220353,57.47202478306587,35.88441113011021,40.0
65,9.542362609852395,51.37588201833071,54.75457373233782,49.43738838825917,40.0
66,4.014710788931728,59.34701404969552,58.27761192354075,21.061110082043484,40.0
67,10.953312645741201,63.93015665331631,91.35207413413056,42.98759150927878,40.0
68,44.6959850938448,24.982482020652892,67.52171376800652,64.8065106603956,40.0
69,6.081119490609703,56.247219552318185,47.90916577757722,41.075630133083855,40.0
70,10.896861698971179,53.240750852172546,50.149143059549765,63.47252692303405,40.0
71,9.573506446224638,50.24744930202069,60.008103589038825,53.89462530978285,40.0
72,-1.6357703099375849,63.948445475250196,35.921897979916764,70.23311569107045,40.0
73,11.12928231854109,54.928842412388605,64.27312310023133,52.44899527811249,40.0
74,5.352472525290366,67.0724226444297,51.41345066449835,41.971878067369715,40.0
75,-9.806062665133986,77.551766445073,54.2093985034478,46.8145558309954,40.0
76,0.3572721902222529,58.89047327468824,63.512794775207226,44.38042448401911,40.0
77,11.294816884509977,47.98813928501267,42.01936601177319,51.297563847641015,40.0
78,9.314897131098393,42.603857353672716,64.30210054570792,36.33123846178367,40.0
79,13.994806775089465,42.0057533576139,56.30537759762037,52.163041321622885,40.0
80,20.221460726337842,45.133230693878374,70.70041380323372,47.331733080825266,40.0
81,8.511487058257261,41.206056176931654,59.99682854258626,49.04773042832414,40.0
82,9.134956954174031,43.09489299683456,52.64421179587412,55.76741268820557,40.0
83,-2.5633491946235822,72.78596188011667,54.42019226958823,31.077943667202113,40.0
84,4.39837876813772,73.10010996112946,57.61514929147533,45.587046449368714,40.0
85,16.760184766302082,38.40917081526642,68.60087911297146,63.51436549505232,40.0
86,12.50495263986524,52.82558854091531,77.80281577146953,48.02385272286487,40.0
87,17.381917841281076,53.24319393496494,84.12568837943832,42.07860130804204,40.0
88,0.6595350812541811,53.59838087491534,76.80822727396747,41.32830985703983,40.0
89,0.08341845646229329,62.28040971004055,58.30737347840994,27.314831020691038,40.0
