unit_id,JobThroughput,RackInletTemp,GpuTemp,do_cooling_setpoint_controller
0,27.25155300623217,46.68185841610231,67.9682864757864,75.0
1,10.57228458865797,65.92588234235066,56.20663732658399,75.0
2,26.968532719716098,39.01742191923568,33.57687402141216,75.0
3,46.38782328054026,57.976233898600505,46.64493164173665,75.0
4,0.9778363039060558,74.13342446469667,34.991071989447995,75.0
5,44.51752921550363,54.46663685465989,45.91520294533589,75.0
6,30.54559095330497,50.25074828454362,62.631611698936865,75.0
7,16.587296225537166,80.30846814557867,49.212759824226765,75.0
8,10.434809446473924,78.15425499702168,57.8739014657688,75.0
9,16.12905155487081,65.27170689847091,59.59584060265177,75.0
10,67.47689518277996,52.905478641645935,57.142608188208854,75.0
11,0.19439987344193144,70.23400072875741,48.512852365375636,75.0
12,48.104470633240425,23.073378608735187,46.34115236868841,75.0
13,36.99930645104575,56.929994866184984,45.50925406006232,75.0
14,23.58488476472119,51.212229042270415,41.01241755676327,75.0
15,56.13437844082163,44.53138245920305,56.43345370746674,75.0
16,18.759565239887824,47.19260752214854,43.80588900303607,75.0
17,14.620737547603852,59.34169325752955,48.35596893901754,75.0
18,30.87561923529584,43.84673230046014,59.57337637498802,75.0
19,23.546875410230683,67.83542108020748,56.10587246223922,75.0
20,47.47749686954073,52.53238998344677,43.88440407721945,75.0
21,16.229705230803084,68.44740063231055,63.288093112913046,75.0
22,11.520002238243418,51.2212299383225,39.42645013664773,75.0
23,25.99735092243484,43.37534088580483,47.48471582100906,75.0
24,31.234659950724804,55.75432721525101,61.70215242330413,75.0
25,21.434440507468192,54.596912709514186,65.18530341898673,75.0
26,11.211706854231004,61.67977666079591,37.9352752089288,75.0
27,29.554773265296785,50.9301475221379,44.987991979109516,75.0
28,13.9659415846799,45.853459417136634,65.36325163466512,75.0
29,22.001557953258274,53.07603065849135,83.98191670974674,75.0
30,20.681529622458683,73.05015137272068,39.974967960594746,75.0
31,17.459866522741848,67.87915719494585,25.032878001259775,75.0
32,21.654068849418667,49.247090673389586,53.34741386406515,75.0
33,36.48327844969898,44.48364960622367,57.283975285764484,75.0
34,43.48859641548613,23.104049318581886,58.45624837295176,75.0
35,20.25950579142475,49.15091088430121,52.65052404397376,75.0
36,29.969295912683176,45.16762535269684,48.953197681004426,75.0
37,32.7931556232509,63.484862330669614,36.72685021931037,75.0
38,20.0576537090313,45.30156287897255,57.20380037829574,75.0
39,11.863750113864857,72.85475217733644,44.98370313929829,75.0
40,21.950453474592095,59.1682066000659,49.56568361741508,75.0
41,57.5797332489194,67.87369909361124,64.09561289885669,75.0
42,21.614251826742407,63.32018185261397,64.77759514045685,75.0
43,43.45601877424336,80.08019559008939,46.938716678792744,75.0
44,32.39891178892751,49.89086526044667,34.071367274061664,75.0
45,17.91201210053,63.00784932657486,63.17563120428888,75.0
46,15.749126764533708,51.071858666810094,49.64785336217062,75.0
47,26.76541423855863,52.659628481002045,51.69129619715838,75.0
48,9.012966296654731,70.65978835695009,47.214673808570716,75.0
49,10.521127378432874,49.93397848121104,30.947931159315566,75.0
