unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,FanSpeed,PduLoad
0,30.79498209830694,42.89190960984439,55.20343700340337,58.94029770260531,47.76071002999478,43.65412399050388
1,28.292129548828008,52.45723361600512,50.18866726246215,39.96780789671793,62.250768115909665,52.656930117589795
2,29.757917304316326,36.8596240009832,56.16412248729431,37.505355470963636,42.537342004999665,24.676426578520232
3,22.726673946011072,44.26295138677018,35.378083650998185,55.612455325741585,51.71534724727342,57.1973709039797
4,34.783700180826,59.25981019674808,46.153207690301144,49.697749035092386,40.87680211298075,43.589678727887524
5,-0.8704892338087373,74.17760050659625,67.92613311295565,52.323653239029916,66.1937899696924,60.06610361352907
6,1.1715594570723173,75.89280267163367,34.91387232904214,56.84975380645367,45.91241644883935,42.01756361854026
7,9.141925846267936,60.24879491475403,49.25721310253404,34.701703658970914,65.31931171090255,26.15407018316358
8,3.9974611800992585,64.0634311060902,58.754835038153544,44.29600225367599,66.50307499988494,41.40735077135287
9,32.7228367994812,55.82678215193898,50.34936384833506,51.599292273724835,73.61396500034229,46.046434019378545
10,6.298962199717455,61.57088793249712,44.83792854975972,22.3037375975772,57.25825315907544,76.61060481758835
11,13.008330111384922,51.7997784315175,46.63122038149091,25.30975451999683,61.04406562382853,50.059477743744665
12,18.04533172975162,46.067814803454674,57.32923168876302,58.80342648522821,53.34464566593196,83.32234419353674
13,-3.142816298168473,67.93981797859338,49.915593505845806,29.34719978652078,60.78033172393535,50.18176701603014
14,10.517930472521122,60.82055706116904,62.256656369823034,51.03103117875101,72.10963196262607,47.0435930117649
15,30.12488189826909,26.40574592287972,47.896634338793795,24.816601977420902,69.62151173509203,36.152393931008646
16,21.116199057382914,45.64335406329148,48.98318552094125,68.88264123507508,62.03614304232034,52.63275845650191
17,10.034430382416424,59.940556676677545,52.76374178426059,42.355741974178656,61.04704745118561,66.85970966432672
18,18.894160062988394,49.99743992641649,41.075111022112466,45.548319945448796,62.139773400188645,53.91187431802136
19,21.400337156326042,40.22816011228882,44.68655706270153,56.52083615741692,57.19561041775831,67.4714528478486
20,21.280708092803216,39.46995515423126,46.52989065195964,57.59859482058012,67.65920156926025,18.473127399998294
21,26.549203986841988,57.54782681988455,53.895745360313875,50.741985385103035,67.03517031922021,34.434150153621
22,29.679794149214963,36.520978525630156,59.26321771890913,52.68271614749359,54.26255214079962,45.411755870103875
23,10.273688110471115,71.79499769673407,50.77056505413791,49.92778017172924,50.04211848684623,41.92623398017588
24,16.65995264618652,28.68120371748618,58.192325628358056,43.381903843482434,55.446804854692836,39.663238009554036
25,34.47813307084027,33.96442486513206,41.06716504494986,67.9082549904841,57.34592240099457,47.80119097563945
26,6.367203273575895,50.032674422049595,51.958988873077054,48.855093368432364,50.58177579977253,41.80485580931808
27,8.278595670544982,58.62352732222889,41.19563227723732,37.91856791972832,59.785832410429,57.827500920967225
28,11.382132773852328,56.00185595412659,47.24572496628852,51.1503338228947,61.54023638055039,62.36543925842314
29,4.627737243512077,57.59674698927199,62.67467042516453,53.85201056049414,71.6182401585686,82.378198396196
30,7.061283738419151,63.58640790797056,54.81852703625974,50.25875014489675,61.00508415136771,53.527157033507805
31,19.46641585284974,52.84021930644669,58.3380107242802,39.9666620331484,47.7936763363971,60.797150862815705
32,15.203322762922822,55.656126502619045,48.54547523441017,44.4196796196814,70.52132487639574,63.05508952670198
33,8.319699445839358,61.51206498130956,50.17228987205208,51.39395137029513,44.60449912274115,40.1797893807766
34,36.052408653281184,52.4704352172376,52.6043080628093,47.66114561942102,68.17616193173691,76.20137627138556
35,12.902144186978337,43.0685987288579,54.10073750740586,42.36358716233197,51.33534460293186,59.163714255209804
36,25.99266213542932,44.58537845805674,43.71862990033418,52.27557801469051,58.053285936104054,57.4224632891818
