unit_id,JobThroughput,RackInletTemp,CoolingSetpoint,do_cooling_setpoint_controller
0,9.157871883036693,48.837670562074706,41.61245372576308,40.0
1,22.078781397053884,49.890716610529196,40.56838201090871,40.0
2,15.269699085407625,47.45714489648596,38.812472096808186,40.0
3,16.34416977406067,56.89165358330702,39.572282730354914,40.0
4,8.66335478792342,60.88788485204402,42.39250736510456,40.0
5,22.022617067782214,50.994348441050455,40.255754303458595,40.0
6,10.977424412886194,52.70619269124994,41.44173290905605,40.0
7,-12.900190246779076,78.88977498639157,39.00948208997262,40.0
8,19.505935416683858,30.135831881831802,41.34774457601504,40.0
9,8.281113726936237,49.25595058074117,39.882201562573286,40.0
10,12.48330759011526,63.00883164267732,41.804352792717594,40.0
11,6.2614249793492505,44.770173529205316,40.11561476966598,40.0
12,7.107177999800691,44.999084381823145,39.67482596166845,40.0
13,11.406859160745048,31.746183094014143,42.16350144073783,40.0
14,29.370992851792153,35.582323754967,39.13120597015995,40.0
15,20.793956507758267,65.63092477215544,38.733658735445346,40.0
16,2.577308430821815,71.78953519531962,40.00452202018171,40.0
17,4.635144537841313,54.339335118326204,42.85426500728694,40.0
18,14.72282533372459,53.463592401318465,40.17943734467833,40.0
19,20.70115227714993,35.58225672521576,38.831880066889305,40.0
20,5.057546672588859,49.21464543598995,39.857210486128274,40.0
21,13.282564169267848,52.528996075304946,40.97224420581131,40.0
22,6.770105780840742,33.370878783741816,39.16760745345162,40.0
23,1.4734275651038158,62.31558759294843,40.43445639506718,40.0
24,12.57522178397085,52.16071413247715,40.037340491621514,40.0
25,-4.267731512383592,64.12562192454672,39.2197650446288,40.0
26,8.71824627408093,59.1234115294383,40.13952711588004,40.0
27,11.40880977503872,59.931221908767,40.062581588180436,40.0
28,6.166403422293623,48.13559072596199,43.01145386099355,40.0
29,5.370222859707871,46.07430265749506,42.03816541199666,40.0
30,6.446748453604781,36.94384521896207,40.475811216669186,40.0
31,-2.812759633186334,67.73636494224606,39.7153697044769,40.0
32,3.0059661461099507,61.52528623512002,41.108375975298834,40.0
33,6.956637030550693,68.33870340962315,40.738693469903794,40.0
34,2.770133971538277,54.20571359492323,40.226057254212655,40.0
35,3.8707982206910354,57.16576855607338,39.64626611133628,40.0
36,13.044129738941448,63.60487643968644,40.02473262033307,40.0
37,-5.146927884382632,70.50750586715336,41.577832045643845,40.0
38,-5.829423081989717,70.99417998141809,39.82406285309534,40.0
39,12.213452261497022,35.35554188156594,40.622031121176164,40.0
40,3.4308328262702967,51.62338351713449,40.47174292754583,40.0
41,32.44564101898138,39.23113487640762,37.6224359358635,40.0
42,5.182875899591164,53.15285311222942,41.211777284902105,40.0
43,10.882245824017375,62.85757423803681,40.95055800058372,40.0
44,13.620237863396326,52.18717631514704,39.94706345185023,40.0
45,12.943585638995401,47.5256921532541,41.81661261042053,40.0
46,5.634372373995889,61.94100988326499,39.38939177659406,40.0
47,55.44677656746443,68.64721672643284,40.58941854470941,40.0
48,3.3858833167491107,51.63288569120867,39.14185933853039,40.0
49,3.246891911662151,56.428421008211565,39.18843499489206,40.0
50,30.27978230476235,43.64165672167254,39.82773904701664,40.0
51,12.037605112533278,44.57822529841252,41.37155776237715,40.0
52,-1.99878982337413,67.30724810918355,40.27655800692818,40.0
53,2.044831219956208,63.14397134348615,40.28910092234672,40.0
54,6.404701009647617,46.43944253215965,38.32658301219309,40.0
55,2.2455019825234515,68.5853395146688,38.29399444949205,40.0
56,3.2715801061099405,51.524991020566674,41.03095005761337,40.0
57,2.524442551804823,45.19325657477173,39.722207270067926,40.0
58,-4.824466636700575,67.74365636680767,38.4748422773575,40.0
59,7.496573337668787,44.480100269108576,39.81597948723092,40.0
60,9.97401978749164,49.959343998655626,39.955674061806484,40.0
61,12.081584943027682,53.152380910607235,39.626927111495135,40.0
62,41.36680353758889,63.76400803530582,40.628221008562946,40.0
63,0.16961788754103457,59.34062154490548,40.025952314122996,40.0
64,4.851947572024359,60.58855413421858,39.77449600392264,40.0
65,4.304252006320185,56.70474878586303,38.27541384003224,40.0
66,1.9962581786435543,64.94172397704911,40.056345557964015,40.0
67,7.5424550949386004,49.4573181239886,39.89345649381397,40.0
68,9.286279712144596,50.36542484302502,39.24288262476154,40.0
69,12.60371123503166,51.031443817957964,40.764087631629444,40.0
70,9.795413853806528,66.10595684505122,38.827377133154926,40.0
71,11.299846691850867,41.01204305094113,40.92050458043714,40.0
72,-0.6138636696758821,51.603327467200096,41.21223077002981,40.0
73,2.7368688849514196,60.7857515375282,40.50704710664721,40.0
74,7.058292303814539,52.1563799908636,38.9138155048048,40.0
75,29.704301102340246,21.91804967524954,40.366498776651156,40.0
76,14.643788979714023,50.768298215326254,39.618154647003706,40.0
77,-3.1847899632750734,67.90575689768461,40.18484613904687,40.0
78,-3.3000493145407646,68.59802320933422,38.393722764181575,40.0
79,15.928553142929301,37.146670633491155,39.02771089534648,40.0
80,14.134700375026942,46.95505677480601,40.20795052143555,40.0
81,20.297549446785883,46.63504017685241,39.99041447800143,40.0
82,19.714452848022184,35.56755028542391,42.47172008332317,40.0
83,4.663993298118565,66.48948626450859,41.002676009104576,40.0
84,8.530421409607872,57.93192162217411,39.34761632202717,40.0
85,3.3317726467918507,59.76131053987026,38.1672179227342,40.0
86,32.639381536230324,54.7561173007085,39.37145704104981,40.0
87,8.614751612959617,51.596117609612165,40.48392646801791,40.0
88,13.616418508443656,47.50045430415388,38.74875982357153,40.0
89,13.927983455967942,56.624589381711,39.37489768951593,40.0
90,13.987824558619659,47.693212669687604,40.5735932786725,40.0
91,1.9779673565558875,60.740159113840825,39.88922918678275,40.0
92,13.376664639347489,36.395565802912586,40.86634850592797,40.0
93,36.42545785548476,44.052163622258504,40.394820237859754,40.0
94,2.217246054713375,61.49795633431697,40.1203769172457,40.0
95,18.207724501337825,44.47938082585326,39.85319312437712,40.0
96,1.60930833693326,62.3341349103953,39.301445411375845,40.0
97,-2.0394042984209015,53.70747431402128,40.87865305140348,40.0
98,-5.736889357858799,54.41743007952832,38.53378975532755,40.0
99,4.853462372179759,57.113857730700566,39.80753484182048,40.0
100,13.222627631935438,60.83658128057845,38.785195843542844,40.0
101,-3.284906002407258,68.49623177880511,39.52924102448128,40.0
102,1.1637969049791108,60.89784533263653,40.01544509484512,40.0
103,11.165732154116093,52.850484311593526,41.02078203088824,40.0
104,6.988794714699154,78.9416399421409,40.19166871003957,40.0
105,6.238812130167773,55.02887605702056,38.93273942326708,40.0
106,16.834585473004395,50.39582333160347,38.80018666326887,40.0
107,-0.020958111255017897,67.94316105601843,41.10989977119321,40.0
108,8.354096308110964,42.23880310497091,40.09588695909665,40.0
109,6.417761375009506,70.73596160125055,39.57443636824275,40.0
110,1.1650924306171482,63.00373231146813,38.48308359938296,40.0
111,0.603272752282641,57.392809240610305,38.75890162721021,40.0
112,20.176080752083834,45.68807192082969,39.653367853114844,40.0
113,9.831054774699814,52.325755639822226,40.17497627976972,40.0
114,18.010005545212415,49.80259361085083,38.52818477451731,40.0
115,1.3196929047244506,60.05738481254946,38.03740376599446,40.0
116,10.640346090895429,42.929541275463066,38.77274814925339,40.0
117,13.638229505044437,37.548871673431236,40.19472592784225,40.0
118,2.0977577813633554,74.43588641495258,39.80988014076972,40.0
119,7.464521284760332,57.362438903682445,38.90714295299325,40.0
120,18.756344635399437,31.112412394370338,39.40646591423598,40.0
121,4.7055266247418785,62.00160329681044,39.75341688261963,40.0
122,6.013361536185407,49.59310659588397,39.620164585493825,40.0
123,-3.040283404273645,68.45345256321576,37.7366484151764,40.0
124,11.76845055601029,44.288023245964595,40.198100975755096,40.0
125,2.4770829315876512,58.75132498414382,40.56592184367597,40.0
126,6.0256476372671735,61.27467126024576,41.510600960403416,40.0
127,4.916105030473092,56.34890689548444,40.574398684961174,40.0
128,10.718850871761298,39.61169733819721,42.062006602280135,40.0
129,-7.469757473747318,62.1776555264809,40.535519669412096,40.0
130,2.6656776287652404,50.061615977540455,41.59526032084146,40.0
131,5.868241507528251,59.181804424317264,38.52159261805328,40.0
132,-1.7077119035676391,57.499293886563386,40.45382364569913,40.0
133,5.081629815895301,66.49867434206065,40.21500082847472,40.0
134,3.257853955273684,74.441444604693,37.53229394144161,40.0
135,38.67896805978618,32.598300397036915,38.09039489030637,40.0
136,1.257062772574315,50.363750954345136,40.93503743597163,40.0
137,33.908604729203184,55.98597310733031,40.38756433090563,40.0
138,44.74146218579199,47.36557999437177,37.50375878398606,40.0
139,10.652272480003607,44.05985502972503,41.103955724716485,40.0
140,4.879217116238781,54.87930073201217,39.275313082127774,40.0
141,-2.514613467879502,66.26333408580655,38.62887475604151,40.0
142,21.125078024865356,47.17888293669747,41.834447033572694,40.0
143,15.973706189155324,42.036101473667706,39.74027378599432,40.0
144,2.9807073282594256,55.87655884909984,41.124915435021585,40.0
145,2.0692859045841567,59.04904498627834,40.58526568712687,40.0
146,12.46629928904166,43.03364842513999,40.57469457637565,40.0
147,2.8652701095277675,58.21573165982308,38.755176125896966,40.0
148,5.293728604172582,40.008891430951984,39.48366988518344,40.0
149,-0.16869271858437562,58.80951329265306,39.345253018632775,40.0
150,16.72086843150158,30.73900188200559,39.74029262538863,40.0
151,22.982075950006795,30.333995909921438,37.697232611311264,40.0
152,12.854643541495843,52.28406162880278,38.49484389077636,40.0
153,18.81289219711776,55.80684774493315,40.95923268512193,40.0
154,3.4315216744640806,54.64152116034167,39.27417709062339,40.0
