unit_id,JobThroughput,NetworkTopologyHops
0,34.080095408506274,69.81330265178407
1,23.05459805156664,64.13995876015869
2,-0.2923484505960854,57.716194552889874
3,11.072421435226506,53.25576407626664
4,48.274150378959135,51.38023780246999
5,20.56336111963515,31.873547388178842
6,9.905760341054494,62.4696494997296
7,23.60252235233533,33.16436507954337
8,33.420655264742585,56.13255921971741
9,5.106809008993805,33.90785030246702
10,-2.07327387174598,41.59017586398438
11,10.40077355254013,47.55281895857945
12,27.633574765774487,54.87567657064057
13,-1.3472677117174416,39.545663690794655
14,13.317161079450727,41.582262790754264
15,21.020914957213535,56.44426539864552
16,34.01746553194976,44.648964452889885
17,3.5157639464696673,51.24279362254744
18,1.7520931102180626,52.846822573851746
19,18.892720344836487,48.94067699181637
20,26.33452539613054,67.96337051388373
21,17.500041396177167,39.971372667543974
22,8.558889464418128,47.70924005976403
23,45.49930278875421,53.628569338621986
24,5.126309585870352,48.77010988703185
25,9.311892542155169,46.63677908477213
26,26.82570489463448,61.62521984039695
27,-0.9238562629153144,70.31887230590358
28,34.301245013999655,55.67143234713316
29,8.90084296806068,45.549569592367746
30,6.875750188981166,45.47363492889195
31,20.289228957349295,67.48636530255467
32,14.580970026217543,59.14454980714416
33,12.83204675517954,56.40558088252897
34,21.356747240497796,50.32742286429016
35,16.39997785799123,36.905664583490605
36,13.757374976590933,41.907316349545866
37,5.0808376052357005,65.18825840543431
38,20.640857492454455,50.601904964705284
39,20.99313530966205,39.718901090620385
40,5.618008435802069,54.596289138865714
41,7.4948295845289,45.31129211692012
42,2.048196147492163,45.40581190326639
43,23.911636642853455,48.62570439275062
44,7.894277873459067,69.55792806214528
45,9.591527031443697,93.83281076723912
46,3.84949295511401,67.21389553339684
47,17.498562746826597,42.06975705888487
48,1.5471770286309672,46.57028608791046
49,19.609740090452934,65.09967939373108
50,13.978241871481908,50.25606504379092
51,8.015893079461835,37.97952097850794
52,26.309636756375,60.14897655024993
53,20.675048924391316,53.30678496052876
54,18.30229724877499,31.5861173269861
55,20.409205438835862,46.158730067077464
56,16.215629504879473,47.71901276404897
57,32.759480538940345,56.353016979063575
58,10.936451235100053,79.41413662498618
59,10.760150423823356,50.94233703084838
60,3.2611341562716785,43.78374312032211
61,11.829826392014944,52.968894900654604
62,12.113331029063412,49.21202628257641
63,2.286989231728252,36.06678944136475
64,-0.5113879784938591,51.40817584727805
65,11.817520209838131,46.69214936098602
66,12.897416463715382,47.51510106717426
67,2.765295411148582,45.584986063353725
68,9.440493110450415,49.55693128175796
69,40.05296665987803,60.198091650329445
70,22.624037329613504,53.22305121206303
71,21.600193095512523,56.91570907924143
72,24.78909555191961,42.66597497297535
73,4.259626568755878,68.57637793598664
74,8.893970080772531,38.878832228490936
75,19.79886468436281,43.12881829931488
76,20.389324473792023,56.607154510718985
77,5.35964426506664,59.26705630213973
78,19.7761978200164,48.59153083264142
79,33.17338918419211,65.56438948295836
80,41.38261302789177,38.10632075919263
81,13.568441874740355,58.20908866779507
82,7.6645345032982375,40.9482672886221
83,9.259732458121837,57.70737641759895
84,12.361835170040314,53.082074921628944
85,28.832115392782047,39.04999686697314
86,8.89944845142626,47.17376404517052
87,25.801747258415705,61.48101036017396
88,51.39998669677464,69.61060096622474
89,9.623602941932269,56.311660195685135
90,23.98531505855905,53.25357998441103
91,8.354292120635968,41.48199292068734
92,34.84006497348959,55.6853673843649
