unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,23.375021877010603,53.86162195655431,51.80445011674282,55.81308062471457,66.25
1,19.270815931061925,45.48127836494067,61.436807553274015,49.61872197215077,66.25
2,13.934597190701318,80.57952900526621,42.88853182014906,54.354712000522966,66.25
3,-0.8401862694068778,69.3913597533373,53.0314308156495,48.00426578228827,66.25
4,22.029477217364928,29.83941281961117,40.41720628078525,44.196794044715276,66.25
5,3.4520536657376706,67.07233552090908,45.6159777403294,48.90535350106344,66.25
6,26.69644726307157,50.77197765328055,55.74080656630521,50.89917582188663,66.25
7,24.635237841933396,48.17746987247741,35.47498180835295,52.689271611680354,66.25
8,8.35080951092081,58.79132010016687,41.81090992394532,57.88992252449874,66.25
9,24.06018870120016,36.88517673433142,56.1226239954233,37.20388113467269,66.25
10,29.336573386329864,40.94309698177402,51.57986299208925,40.255841008208975,66.25
11,19.075317596865613,45.076833666555316,70.63572133668903,45.20767406066225,66.25
12,23.36857351833847,37.78021631360018,54.16059497576046,60.17991261061737,66.25
13,29.973302128760718,38.89797022920157,68.9222872092126,44.84466979858124,66.25
14,3.936099255122471,62.01516024239612,49.78245491858001,51.64596876513804,66.25
15,12.09147964633094,54.866993683528634,43.56072966137316,36.16632105783955,66.25
16,32.768365931839,56.65180494745275,39.60596040487425,53.32265292422443,66.25
17,7.34950972034893,70.2077240087328,39.00425735862374,53.22370876060798,66.25
18,20.83369123866026,57.42959584898719,61.10099399480623,47.57575466369303,66.25
19,22.98229775848941,40.784396221217754,49.55655334142801,45.924627492622044,66.25
20,12.531243488893445,49.90807955556955,63.189270158981145,61.33030699786205,66.25
21,13.164979177689757,69.1939507070923,44.68883538228625,52.15638015810944,66.25
22,10.781535717484088,51.343903236848945,58.45781851369366,44.88322943460787,66.25
23,20.595465554541533,41.303555724103404,39.11274676818958,39.98852533370226,66.25
24,15.815533232182048,41.83196642556794,60.70926044097968,41.8579256548295,66.25
25,15.726628700773292,41.01609404373716,48.369836311103995,51.2142515030671,66.25
26,13.704777157874712,54.92652139745501,44.7467413606163,56.25721015992397,66.25
27,18.62159384586933,35.35669397732774,39.18032811813904,38.874351352302654,66.25
28,39.37003033023873,52.09708634617177,54.316237805732364,51.26877910113785,66.25
29,22.59464619456535,43.41641424057269,55.81435579851041,45.45002888530872,66.25
30,3.726489223823804,61.35454883663171,66.2088957783305,67.62985167238122,66.25
31,29.7042684922941,35.18737667380299,40.66137483887559,36.99682439734639,66.25
32,10.286289119822923,69.87313666030465,27.12203673607291,54.55683486870116,66.25
33,31.977939099894332,36.47390293079918,77.59079828483935,40.81372331812293,66.25
34,9.77350535014451,72.77251373860197,41.79045216157253,47.6304269662894,66.25
35,19.036885670989385,51.872724225955665,66.7859054560456,51.16444989118222,66.25
36,34.22311177102074,63.90902545205398,43.83626341081574,48.96591411520195,66.25
37,35.50299794148109,39.772538384553606,49.317252785115436,64.6224812119901,66.25
38,23.13856003648368,47.1548808059545,48.21395286985374,47.778648965467475,66.25
39,28.4587961718171,46.64642593594303,59.20594647015596,38.41862744348706,66.25
40,24.128073797941116,63.04528759520589,22.272967654579354,49.64979809002115,66.25
41,1.8629986413420339,61.440335078467065,40.3848090090489,52.05134887625763,66.25
42,19.545162562951504,45.1083846389226,73.5151954467126,53.42644423669329,66.25
43,8.739319467050382,44.759845723241135,31.976020348709167,45.93913906128468,66.25
44,26.305862768652545,58.271728012204875,33.61276024014821,47.23702576145122,66.25
45,18.160768828006983,56.29646196702258,50.140426588179984,46.456568122854605,66.25
46,24.540278942830977,59.63986882457359,47.22881004214507,67.05858348749659,66.25
47,24.25444489145804,40.51851003927864,62.259246143589046,52.64525994547811,66.25
48,15.938534957391948,42.94128647147255,50.17568387574562,44.229775774765415,66.25
49,28.587784711888474,44.71032516722792,44.590639928111266,48.27708090590528,66.25
50,39.79178320217396,41.04754863361363,59.703590311064836,59.76053634072727,66.25
51,7.193516256287916,49.38970257745248,70.95143573544054,47.99371357478388,66.25
52,13.103862196711264,51.31433441847103,56.616914159775135,56.66597276159328,66.25
53,16.244589229778313,75.08601001067694,56.61957356716852,47.2437516625315,66.25
54,21.886660644809616,56.29032966535854,36.29181959448825,74.80567757430155,66.25
55,27.482156709855037,40.097271577641315,43.458244184628214,45.168245232819785,66.25
56,30.68591411935011,39.52520931505377,33.63049107120413,43.038418462355956,66.25
57,11.882896449273398,61.23957529283276,17.156226724205784,50.16491806985659,66.25
58,13.31876160998947,53.3388733883501,42.77303676551636,51.880742147892455,66.25
59,19.666367641109645,41.200414570337884,31.44266174395418,61.35777473515192,66.25
60,15.91907102535215,46.589545181369395,48.52180042432482,50.00835489551804,66.25
61,34.12196396383932,45.44717793270967,64.47645503072488,44.167277950432286,66.25
