unit_id,WaferYield,ChamberPressure,DepositionRate,do_DepositionRate
0,20.905928192330315,66.92003167302016,-2.794439164058093,1.0
1,22.919314008607774,64.66261190740543,1.2699336722971677,1.0
2,16.291932879948988,79.28787221313,0.4202293968338381,1.0
3,27.999012895641012,78.41552741996067,2.1343249272658533,1.0
4,35.43946393030271,103.89064402660689,3.647772555014242,1.0
5,24.954801910895675,71.92442581635434,4.048502296098957,1.0
6,25.8415099527921,74.88887451183685,3.0427180325992778,1.0
7,20.505939274862765,62.11075726516159,2.8083355552958333,1.0
8,27.717915577887027,89.53040639109072,4.885012747149974,1.0
9,18.99605408573374,58.95904129391936,-2.4838083115945535,1.0
10,26.898782222193265,77.031536798021,2.4761220238947157,1.0
11,20.303681401910847,51.414679094701434,4.528151381734453,1.0
12,23.648316151133653,54.46719108148552,0.5264799491369706,1.0
13,26.84181664099841,66.93276030239593,2.197788996969979,1.0
14,18.434237019494176,79.43227958326692,-3.740477358580838,1.0
15,23.178967522222827,66.58007966859564,5.832783576872158,1.0
16,16.63099256459889,53.77343723196864,-4.670388519812182,1.0
17,21.78369011651903,77.69568475466129,-0.18822935615470904,1.0
18,25.45930931148786,73.84447561442792,-3.591488083743326,1.0
19,20.878672137040393,77.88260400524915,1.7579887255158657,1.0
20,20.78605957090289,71.99198132969757,-2.946702761132588,1.0
21,17.21918277557313,74.918421768426,-0.372830928420397,1.0
22,24.61564538006961,55.315834284210425,2.131406799378704,1.0
23,21.473532633379865,81.37031943937968,-5.264064921704856,1.0
24,21.581167974375298,67.62945031201272,-2.2796797759094796,1.0
25,21.420224680098748,74.78149878468405,0.8897907458097417,1.0
26,26.042271211547973,50.575804691106164,-0.932462830883372,1.0
27,18.86987725538381,57.60845735032015,5.573961450360202,1.0
28,18.689325224810275,62.89870081470276,1.4078557343618108,1.0
29,20.400804000753013,61.8991832045224,-2.910065750459273,1.0
30,24.75680095187716,74.49551283324836,2.944740931136945,1.0
31,28.93982929260166,88.40555397649965,1.9990950732979016,1.0
32,25.152545104463968,90.47725288013274,-4.266758140528271,1.0
