unit_id,WaferYield,ChamberPressure,do_DepositionRate
0,24.497401951536627,95.70185057868707,0.8
1,31.948893128543432,83.65754007873458,0.8
2,15.279988126140585,64.26856136915771,0.8
3,24.70720753803154,83.54280912699552,0.8
4,28.834045527231574,90.15377260846617,0.8
5,15.036114335056872,57.09043715617078,0.8
6,18.699792271622606,71.58580986868957,0.8
7,34.10820128963316,87.9647709940541,0.8
8,30.96370262827425,93.74453787182046,0.8
9,15.812565533382754,58.35327407960198,0.8
10,17.84079282741309,63.93110375745631,0.8
11,25.262111342947158,72.88622314066475,0.8
12,26.05623403729952,81.44413629992424,0.8
13,19.151354426666916,62.021721818960586,0.8
14,25.222472083128515,87.66380472364347,0.8
15,22.819204920707485,79.93979753617728,0.8
16,23.99562814180438,79.48269187871205,0.8
17,20.64803798186573,69.96046375975126,0.8
18,19.85932169419165,73.53735572612858,0.8
19,22.030031933847248,74.48810685975518,0.8
20,32.6430589183942,93.6831029628632,0.8
21,23.322336813139266,77.13054424878891,0.8
22,26.299258854382504,89.40449998625392,0.8
23,30.670261933792865,79.23649514537985,0.8
24,27.56745709261509,86.06007012538244,0.8
25,24.48347866515903,66.62062509868036,0.8
26,29.63946699005804,95.89948572818173,0.8
27,22.090058581631308,70.43655078998314,0.8
28,24.03432395850646,91.23737196660406,0.8
29,24.99676199494035,69.25121336925926,0.8
30,22.85087545308877,60.00008844112514,0.8
31,31.93846655861453,94.5998733140128,0.8
32,27.6457916683657,72.06510108126301,0.8
33,18.445763618312853,85.91677751320937,0.8
34,24.7917882136143,94.44410186696692,0.8
35,25.902962418625247,68.83176282710988,0.8
36,31.709566186144215,93.47908075724071,0.8
37,20.29680089064596,73.86802533717949,0.8
38,25.80498803571339,82.01544873189012,0.8
39,31.57463501265829,80.84470488922744,0.8
40,21.234200410317705,68.75258727028977,0.8
41,28.34734068343088,81.24308091718126,0.8
42,23.17771608676557,79.0714647606036,0.8
43,24.116803618810124,77.53424586000838,0.8
44,22.155262995160058,68.99796032377353,0.8
45,27.152316754326545,81.62580476202825,0.8
46,27.182175171110202,71.24938291670797,0.8
47,22.48354410888149,71.25625040903616,0.8
48,24.087483564108464,64.72559599709412,0.8
49,22.202838303102933,67.71677230105674,0.8
50,27.866140963849674,80.02617045218095,0.8
51,24.622840174781786,57.3548215687729,0.8
52,28.42219816208321,83.88492187472467,0.8
53,24.15832444251182,83.74882490880638,0.8
54,23.863026790132533,78.82007137364607,0.8
55,29.92284352931179,89.24512186957813,0.8
56,19.526542542838673,76.00293010163833,0.8
57,23.042671132166443,75.60760383925827,0.8
58,17.424583024547978,75.5365378763177,0.8
59,24.311678605901186,70.72390642827655,0.8
60,26.380441736468065,65.07056264740865,0.8
61,29.445222224500718,92.4212548582841,0.8
62,32.29967239548498,84.46095486044528,0.8
63,19.59904130346236,54.550607340674446,0.8
64,18.386126628074734,57.223300485212576,0.8
65,24.462468534372935,81.141109986442,0.8
66,21.78838726377561,85.77725990159895,0.8
67,24.1435228200442,73.68048451134212,0.8
68,16.709547047164186,63.263125040830204,0.8
69,16.029787414530325,82.19325541003316,0.8
70,31.215479978766343,90.26030544011847,0.8
71,17.560845867437205,62.31479820057972,0.8
72,16.883784059010353,78.2569317554975,0.8
73,18.781260286890546,78.30881314964951,0.8
74,30.037066107634004,86.09511800372215,0.8
75,32.10271769495621,92.81813091558048,0.8
76,19.407803974523933,71.60782144198299,0.8
77,19.72590017451381,73.08613339032728,0.8
78,18.694615946540324,64.53322558590735,0.8
79,30.426641613735818,87.54401493145116,0.8
80,26.04393095520893,102.74273941872922,0.8
81,30.37555582404397,88.44566152336547,0.8
82,23.443617699047618,55.76207499313682,0.8
83,26.698579230428397,83.30140818345502,0.8
84,26.400171432089664,81.5254670580979,0.8
85,21.291783910687574,67.46861609163993,0.8
86,24.951735752604428,64.84981748246264,0.8
87,27.82442700338134,54.65852100660699,0.8
88,23.5240895792754,89.92499231920547,0.8
89,27.905456825140465,89.81976340856696,0.8
90,17.382610247653876,68.33151106865444,0.8
91,28.088659429980673,86.72050991543843,0.8
92,27.4075809454635,88.49376146184805,0.8
93,32.861867428933664,103.95924186850536,0.8
94,26.234938065427762,68.39798742928593,0.8
95,20.651774084613546,78.99226820568681,0.8
