unit_id,WaferYield,DepositionRate,ChamberPressure
0,15.594528672477436,40.43653684083373,57.454780586257435
1,22.825017274798483,39.748241710908786,88.95492351714276
2,20.756004971482675,23.771922078812377,60.15288631560401
3,16.123099945575138,30.882916925313133,60.317863085049716
4,25.836976805878155,20.13573005086672,77.8365148720648
5,17.75984603330408,47.80240422758981,89.36879095283045
6,26.74071587907916,40.48453537301686,82.70456359550654
7,21.070123553443572,32.54863367550958,89.51656820309769
8,19.128391798747234,28.707486177697323,74.48349578575046
9,17.144399681703373,39.17130534921577,79.00135766102368
10,16.608297831011193,49.931116230378926,64.5652837572919
11,7.620385552584072,44.10027630813195,66.98729243554054
12,26.749620201479498,34.36807705030492,81.55454431420391
13,19.98711915600655,12.83946408264021,76.13682607423004
14,-4.259056387896676,63.25764675966217,85.08280520627045
15,30.576890582108792,39.99918931354599,79.97903153847845
16,20.57600920520663,35.95836129145653,64.84687111098987
17,25.762628084256104,47.690127926866154,85.24145384966602
18,27.015241710822135,24.33683473302753,87.2083558585354
19,-18.314797715694173,71.87902977199771,80.06602244632164
20,21.36322958966208,48.317928567277505,85.23316609229813
21,22.246768673424924,42.322758596342275,67.5298208715249
22,19.848359479936537,38.58028014788786,77.71175376935592
23,31.11151821754692,41.07020133111962,95.740461736502
24,10.154752578220682,60.7808370191339,94.5021555679168
25,20.50652597482338,24.794897774298686,57.13176762484462
26,23.444489097762705,37.814112880437115,62.00979166681431
27,20.637684086258233,36.013060313233105,80.60861972502678
28,2.038707018555119,65.7695336829618,79.11559588510667
29,24.054900729338602,36.85509150861567,76.23852203085576
30,19.331952413256484,19.05827800849161,62.905475671129764
31,30.501998953274253,38.47814347682952,78.99463745653047
32,22.126901584222235,26.3349862505493,71.09083878905929
33,17.232404367167305,47.057542952324155,49.10908929647748
34,27.457115220302672,41.67333063423934,75.6543441296437
35,10.171315052113828,48.56052209276216,75.61904013303294
36,27.918074056887697,22.097460047442024,79.12051609762226
37,15.690598979945547,42.60159075472345,66.67081495018572
38,15.237569614562169,42.72588829807882,60.78074621767029
39,-1.7396720378504549,57.38763910119779,67.7676733096146
40,23.563788691376196,32.86939299061907,95.92725972752807
41,17.432423584018558,11.568071601037065,69.39874488072728
42,24.947796775452066,44.67954538347533,83.79173753690233
43,17.691995308041786,48.228997142333576,82.21113425669046
44,27.81144033925816,41.29719200757864,72.47503054901429
45,2.4673719899663293,57.429735568544885,81.69319631896504
46,21.541801980372277,35.40261631721854,92.71981537735458
47,18.676559241465526,48.65811438398845,89.71446962884487
48,21.536217434661875,22.13490642533832,71.34818253334929
49,25.119594032825507,20.095149527323226,71.70313672071718
50,18.200919458945975,29.76027364322774,49.569244884798515
51,11.436076235072438,44.22269558287739,56.69107832638652
52,19.5422937353351,29.33519219918758,64.7957640893277
53,-6.850472580698835,60.66695912095369,81.57917887619816
54,20.02905946780131,42.75663819295563,84.02365250640116
55,33.28583167946857,36.8720618088184,88.796286336664
56,-2.3542958607875315,51.84891175303398,53.200426150906445
57,24.551236996846466,54.231323297432056,92.99006816120655
58,23.681506435407375,22.94779167040385,84.30080024632728
59,2.0111415675467184,60.43724557140881,67.26634188455809
60,19.628444615660214,48.45446856185603,85.8668927657234
61,20.814950912441496,34.5421543748024,65.51957786982884
62,25.461831624673252,27.948892215382074,93.85770099607373
63,13.426904047961887,30.877139684091897,55.965549393786866
64,-6.4988749644511286,56.33637614066964,71.20092006565608
65,27.798651407088663,33.81329122872694,89.11241369123219
66,24.996581836840814,29.059431700836274,71.25673778077879
67,14.190236895754918,37.82403381850574,67.20071102972912
68,21.088905738479838,34.99985886614261,73.92716092096198
69,21.267010970680236,33.18440667269619,79.34257430811994
70,19.507425659826062,47.71168960875663,90.34040813255702
71,28.089241478121426,46.47433794376584,83.13900533854326
72,5.470034760551695,39.272660115019804,29.460642532075802
73,16.654108799085684,25.781833323620813,63.973892262318145
74,13.498713890985202,55.643513553108654,66.3720067342961
75,26.399881243021255,41.8543738202145,78.38496568277779
76,7.511824116108142,52.32025525383998,67.94550552318266
77,20.849667540523996,25.072487968724598,70.56410350747497
78,16.702750617560916,41.00973916349199,68.39637285489242
79,15.581832180507718,39.888328069129884,75.16466910099282
80,22.161902330687802,34.66738617540202,57.71624774779233
81,24.642445487664848,31.980786922648658,74.42309755140163
82,10.58224883520163,53.865762136798764,65.69267015077813
83,18.699479655883785,33.990306919815104,88.04870011882737
84,15.785123369969646,44.96350970308095,63.90266105844644
85,24.502934990487546,43.688312753179,85.9881184457754
86,22.371207814340206,36.05012214125116,92.19682540648895
87,18.653055305580292,38.25053238798372,72.24689320106044
88,12.399539651046359,38.72696086802582,78.45546559416665
89,22.722158943669214,36.012218055689885,73.36877610779128
90,13.566867952699495,34.12986377809564,72.35637329994991
91,26.5301440308109,42.87724584202621,87.91569690432006
92,26.727968656030853,39.091827711529874,70.83641092959535
93,23.194468863735523,35.823863187100955,83.36336998853177
94,25.6272142988692,32.1971595061426,83.20103331312872
95,15.569299244437673,49.69554863266142,84.30777000037598
96,15.312462112470534,43.2013195515706,59.201002787853405
97,16.001346157808854,42.47915846764102,80.98429316197962
98,0.9617238281662654,65.38690994951807,62.97808933154419
99,8.040620406834316,60.976347611176976,79.58798275595043
100,16.094318482235796,44.742013333447886,66.40574395749817
101,18.30746355741625,41.68963341286188,53.75901981591049
102,-4.052285678671062,79.03761091500924,90.1273014531486
103,24.67248000621371,29.590900670116227,75.79025444758452
104,21.48323943092601,45.72945396040885,83.40169025541931
105,27.594031976245105,29.482351150388165,83.47343165366095
106,20.896272383973436,52.503403367030614,71.18352856541328
107,20.883114883983264,31.2646952547993,88.75337727379488
108,17.3839374167898,53.52214404619589,70.35070644701015
109,22.2872267055834,39.59213650758037,68.30711569657797
110,-9.633873371427747,63.72830483861081,71.24270826446248
111,35.43094599404483,33.713097824157,97.61698307005084
112,25.063104288300085,44.29183532176067,68.58694391122641
113,4.070513429188232,54.79925861840754,61.21476650949028
114,22.394135744745572,18.55347251139383,78.81706649122378
115,25.351933467953874,19.138602018811582,87.32120141217634
116,24.024179858413916,28.031706100258766,70.20601699393734
117,22.89198556273027,46.25563993972901,77.9894542192634
118,0.7644741387682887,59.880546164583514,80.35253450193102
119,16.991323748932505,37.104163714507315,83.63597859655003
120,14.145777846850374,40.50946922919442,66.73232721763381
121,19.025487367954756,48.41808640325265,61.9592370459422
122,25.666580865065548,25.413045585831988,75.38573047382951
123,25.047208195439136,50.00547305108795,70.19905742984358
124,19.7070656333073,27.89047065996015,62.25094532279114
125,25.913794696553193,62.58257766252837,79.04241269651293
126,-14.399314396824241,70.83933462084363,64.05654231200955
127,30.064220416103634,18.188162825019518,72.3722920276748
128,18.705057712552723,6.492795512610546,64.83264341374324
129,26.62274714987052,30.352639541734664,88.48613408875961
130,11.785075053221483,52.84550628236962,59.05229110593217
131,19.845630444713105,38.2015272452084,73.75539503117348
132,12.003106477306499,52.18016831012028,75.69815903520822
133,24.6246089954229,39.79094584785006,74.873239273751
