unit_id,HumidityFab
0,32.80864750997684
1,48.5021097553015
2,52.20506949209032
3,63.81945190670954
4,36.01480087631557
5,53.554120957740594
6,44.927035492128304
7,50.68665863107953
8,57.41512526941323
9,48.51150441983392
10,53.667290967095184
11,47.29881529446193
12,29.530347718407057
13,48.157224541229965
14,64.46928449483362
15,62.33156727145142
16,39.51505982769081
17,40.529853226800135
18,44.31749134229892
19,34.53149144363522
20,51.01339137713948
21,67.8231333930414
22,66.9829379963079
23,57.08125302079201
24,62.74710440783697
25,54.9242141483712
26,58.75901737245027
27,41.05367536725316
28,42.774295421110885
29,80.52101260385294
30,53.65327828547529
31,46.34111912756004
32,52.01371253952373
33,27.398307733014185
34,51.55644302302322
35,42.52458222996094
36,45.26965977502768
37,47.120862690900076
38,54.397804086664266
39,47.734895520659165
40,49.455293859082374
41,33.799048780701725
42,38.77910624593392
43,30.51539375510365
44,47.00111313519081
45,52.533778759070664
46,39.13446145271528
47,41.73312630211237
48,62.00388994240357
49,53.22659242826501
50,52.26360200533666
51,57.42624788641353
52,65.92720107990952
53,56.590038245449726
54,36.728356780490934
55,37.16505528033768
56,67.83282025569807
57,36.40634534823511
58,55.0308488320137
59,49.61257681318524
60,55.82946300132687
61,58.97508404593352
62,64.71433415831589
63,59.48009151421334
64,37.50060820731473
65,55.47636896679635
66,42.892451409981526
67,36.09337061648307
68,37.7102828833737
69,43.16252117491966
70,44.40782808258741
71,60.53681055730691
72,31.452080580442086
73,48.00594546541835
74,18.547857331107913
75,42.65282214519147
76,43.52896341516246
77,39.67708297263628
78,46.85735518033594
79,35.86686460719449
80,28.365807465224645
81,38.11607116740877
82,29.44121432721157
83,52.633803488893854
84,69.21192118464626
85,42.17730042041953
86,46.39507822546924
87,58.75125288224044
88,51.78445211944389
89,41.17738438460647
90,34.1049129601411
91,34.01133188091015
92,42.78814182807131
93,48.39431253067277
94,65.11916644548832
95,58.63952842954092
96,35.34289869922817
97,33.93098811796995
98,43.888565977861326
99,52.63294993665793
100,52.66364459302011
101,54.50605265779484
102,56.84995728347572
103,46.66490139152124
104,37.778014264117246
105,49.275060122703714
106,38.94151273780278
107,57.51535401871233
108,50.16750218449461
109,55.615317527372426
110,56.060708576855056
111,40.488858404472985
112,52.067766369467535
113,62.79672032517307
114,38.46119028850679
115,56.7174500884133
116,46.998716058851414
117,53.20215293781642
118,77.87887766572166
119,32.188537895614296
120,47.423625023694534
121,58.6694896353505
122,58.64963149612387
123,57.23273072979361
124,43.298757240177466
125,52.04306766109676
126,57.71011716020418
127,72.70463873119952
128,34.63869998369958
129,34.634055338396706
130,53.80713303644904
131,48.58754146512329
132,35.79526522810968
133,47.18391181592153
134,66.27685781583838
135,73.00789432068868
136,66.57307384648792
137,69.97746230435223
138,68.146132539449
139,43.84793516495839
140,75.85134778195105
141,59.47114119092234
142,52.73744216803622
143,48.85832801930332
144,33.217773241434195
145,55.74446091009193
146,62.68451172644151
147,42.04823531342196
148,54.18787688866719
149,52.647299528833564
150,54.727094381286996
151,54.19111618781315
152,47.09848573295127
153,48.622513264350125
154,64.0195510049278
155,43.38437470630957
156,57.195198498596895
157,91.09820739532059
158,47.49465848802841
159,70.51073672276732
160,40.645635165194086
161,55.04292804583563
162,66.43429362728473
163,48.406627753956094
164,42.147816089186634
165,62.382101898784995
166,83.7615521141355
167,57.46340776535973
168,56.48720967204614
169,86.35363585453702
170,34.08190752783054
171,52.8749607808765
172,64.24073892344354
173,45.527704282115124
174,34.402010371195146
175,33.30101255487452
176,45.2931530219506
177,55.84070455807637
178,27.690789186052367
179,49.945363462165766
180,59.67300405594913
181,49.84228993189723
182,46.08311188416835
183,70.11906867320376
184,47.94125305413957
185,36.168768472802626
186,59.6440854992884
187,72.97464151370205
188,76.08844816370798
189,27.7404387014942
190,53.42565920915806
191,51.29096640866562
192,80.15097551858474
193,55.07923413667494
194,37.24022940612341
195,59.854210577943505
196,60.062077955528906
197,53.76947949687299
198,59.426066879290865
199,34.986066403314204
200,51.92470258855319
201,55.0822619499012
202,60.130373971050595
203,46.0882550250318
204,55.770752036458354
205,57.56454226079292
206,84.16262090826596
207,45.270102074283706
208,44.24297584648647
209,44.94467745526369
210,58.604868110634285
211,74.4335225696518
212,29.38125819548293
213,61.97950224563664
214,50.5748719582491
215,24.755556617031484
216,37.72385987190535
217,46.76316543767175
218,61.36744275376232
219,74.72211892288708
220,54.40283631214996
221,73.82134881387441
222,65.84587830578906
223,52.70122381895587
224,84.28822240690582
225,60.50115572716063
226,35.748031800944304
227,52.230483739155424
228,53.15673290802331
229,39.65263760277041
230,43.786036432689535
231,43.10357835794483
232,35.67636213842419
233,51.50110633172526
234,38.90228393849382
235,45.31874944089193
236,55.33719300652492
237,41.026125884984225
238,36.48762165723319
239,66.88487763014604
240,57.38885877063306
241,56.78484715002177
242,49.351303923363304
243,43.15740632398816
244,55.37925373631622
245,44.207618443461755
246,67.04612770809494
247,49.931785358140054
248,43.09417486766135
249,41.32581627489859
250,67.71802626469837
251,64.45490642137767
252,62.20396598602529
253,64.20936507197345
254,44.08016173012042
255,48.05730817457408
256,37.357734091044904
257,40.31515140201252
258,39.85038041240539
259,56.4929628077689
260,44.7570073294214
261,63.7026879734652
262,39.81553763855272
263,62.521037709026565
264,41.4473885965983
265,65.2407147177368
266,52.1698869937187
267,57.38066509987038
268,38.680400013637914
269,45.360452147911104
270,51.35520784202068
271,72.78788848898301
272,49.385093605771345
273,46.94795097355962
274,58.689386482715406
275,42.509432440177164
276,79.95651314935162
277,36.77193391001463
278,44.16747279635341
279,35.0727116813086
280,32.61326140378674
281,12.96246457087148
282,24.218659335862725
283,56.914122146882804
284,39.07465758954298
285,43.993388238267954
286,44.707190860173924
287,34.15440995662594
288,30.11144211577336
289,63.29067994230787
290,55.303616393587454
291,54.98767105731319
292,53.68710414948114
293,64.88087528415892
294,79.36267471887571
295,32.14314194836519
296,58.796491660350284
297,44.31569183993062
298,40.47651185908941
299,37.92949513263144
300,63.60176271243697
301,49.30829128360485
302,40.65559184822816
303,43.025751216429896
304,56.30878243399883
305,56.36786966500262
306,51.560276754981416
307,51.61069951790843
308,44.77694959312416
309,70.97051595727197
310,57.2009751312875
311,42.093200371903414
312,21.879492431019575
313,43.15749618386988
314,43.09847615813802
315,54.778705472216735
316,28.246463591414614
317,67.17034862130791
318,37.11102163167951
319,66.03314903648024
320,52.071666175179075
321,34.995371082438254
322,28.641873178930293
323,55.727837582314095
324,64.92762514134917
325,49.19987252396612
326,68.85178899286507
327,61.8078037801242
328,52.67083072993172
329,47.06229006622789
330,36.65250809224128
331,46.714282863517994
332,41.21467170760188
333,66.72748720215831
334,35.83489853485032
335,63.47728094394698
336,45.33044224127822
337,49.0881347869136
338,56.13458569595807
339,42.87604161678994
340,59.47789716022729
341,47.53121503350411
342,38.11874580349905
343,51.128286629329864
344,30.204154719682442
345,52.16676106634124
346,29.188857358840455
347,56.231074481246985
348,59.70409898197945
349,52.76223705412549
350,57.745411722802665
351,47.12752885893349
352,43.63425140928579
353,46.39060759073975
354,78.96399725173617
355,80.06483020185863
356,68.19752341118635
357,45.63715016734721
358,44.96783772922491
359,54.64902493987462
360,42.73908822226911
361,39.919020882708026
362,64.96013678468026
363,18.984699790789826
364,60.434742463405385
365,57.23203182246694
366,59.030930943530024
367,47.85075959417331
368,33.80517447831082
369,66.88981254061153
370,64.151727557696
371,60.939267049097495
372,32.810096594416734
373,54.084414863047364
374,59.398583219831785
375,56.55593044093943
376,37.853949253809375
377,35.44010642796174
378,55.08019189187638
379,46.749234108961076
380,56.28048393635136
381,64.3888542484728
382,63.50826380813556
383,41.38928196063739
384,55.104255185499284
385,41.95595121809825
386,57.974104641656
387,55.624259938967825
388,45.463869013568555
389,48.572552196321496
390,46.45269306402702
391,60.784371063618224
392,75.14550135335568
393,63.46417137644274
394,50.72733783728173
395,58.46097582773375
396,38.756229594487536
397,45.18194097386377
398,60.43536067583061
399,38.0425569166665
