unit_id,ConversionEfficiency
0,19.67422087998692
1,23.807668821764587
2,27.78265337401782
3,25.414225219581063
4,21.14168842134466
5,26.645265704895934
6,22.317431147359105
7,20.35854493170693
8,19.90199760315395
9,22.467681758739474
10,22.85185722141952
11,32.527742192157376
12,21.464193233180833
13,22.928280865118904
14,19.704148031036546
15,16.468607495025665
16,18.39474863893378
17,14.523675690131302
18,20.994012653843605
19,23.745651441756184
20,24.430981667725963
21,16.853398501530343
22,22.916928601138682
23,21.297455076716822
24,20.967118453697786
25,20.70502358048776
26,21.491102828321527
27,24.187871816655914
28,17.39594312002883
29,22.216891301374083
30,24.684815407484496
31,27.408360757721702
32,23.1004498226971
33,18.486012920640224
34,23.146913218572227
35,21.694480177168256
36,18.667190378250154
37,24.464290707451823
38,25.924674280699513
39,22.88132242810686
40,23.745082369563978
41,25.33678103612435
42,24.842565905858493
43,18.47646036556381
44,20.652230912641816
45,22.737605995883555
46,21.494832995463817
47,27.530101082535637
48,17.96223172248951
49,18.39126607796232
50,25.49257283823981
51,19.288532196746466
52,21.120528867061843
53,26.04058365083415
54,21.164729098705852
55,27.875269479392497
56,16.57705140977614
57,27.516509783527507
58,20.542302497499676
59,18.427759008536746
60,31.115031285646403
61,17.907835226830734
62,20.02707236016362
63,24.003818219700918
64,20.405968190312947
65,16.788025993917696
66,21.049829944825504
67,16.920979418451147
68,21.160937490926962
69,23.762447300011146
70,26.08457792749614
71,23.038960563747402
72,24.90011879068631
73,22.148163908034824
74,22.001659422520433
75,19.074304196842462
76,16.949713236194626
77,24.08886478914234
78,23.168745422257743
79,20.52912427506741
80,19.92747254529276
81,21.025342122401145
82,20.385765700882015
83,22.893006503419695
84,19.328461690711023
85,19.946230885135993
86,29.086698186153193
87,27.83804641305167
88,23.593285783785895
89,20.902810100505345
90,25.838682804301143
91,24.03729654605403
92,15.679221894037642
93,19.640603543659388
94,25.390345461752222
95,19.415358269003914
96,19.31259745986593
97,24.02324975502788
98,26.876647330837287
99,23.245354802679298
100,31.278693385052357
101,23.112706555761545
102,20.5856169487103
103,20.43689145888355
104,24.13295597329044
105,23.192129855042616
106,24.425738784933582
107,16.915705381726397
108,23.93799314353748
109,20.14693205065298
110,22.621151463796252
111,19.636041005927552
112,27.476270399698205
113,26.198819947798633
114,25.75095102745076
115,22.388610539667837
116,28.49971958772086
117,21.8685385345279
118,13.89014374867392
119,20.51904777982949
120,22.345427690738603
121,19.605358016074415
122,19.035944718415042
123,22.939474191896757
124,22.616387961306394
125,19.403535792543146
126,18.5233054075244
127,20.06808009535485
128,24.685636531108027
129,18.711498541343847
130,26.801450657611944
131,14.592663972740187
132,26.98785702500618
133,23.329514471428034
134,24.875359410405203
135,22.79381425980478
136,19.205575353267122
137,20.10290895678981
138,23.050023358437517
139,20.992622000955148
140,25.77508263739485
141,19.193069108431786
142,18.81664871274837
143,16.589586899272277
144,19.076705463182712
145,20.904754450272605
146,23.397193578420655
147,18.777262385211433
148,17.98705720486358
149,23.279400124987063
150,19.011846651473306
151,19.605060635090382
152,18.996042001929652
153,22.321770746870644
154,20.76152158054005
155,31.375086958302425
156,18.004336493068404
157,14.81339002881511
158,17.389158152468102
159,21.649188253347912
160,24.948071623048833
161,19.157136984181285
162,26.171281390827797
163,24.14039575783397
164,30.186276364134486
165,23.52330436977407
166,28.066047177401774
167,21.36918890090175
168,23.906571878606357
169,15.286249935058814
170,28.13457257610267
171,22.678725555485226
172,15.42702429676601
173,19.641051225092895
174,22.14691653345756
175,25.354555275980342
176,23.876655355325997
177,20.283236349009616
178,19.517158179922955
179,27.62840906061505
180,25.641515574252427
181,24.24524167915412
