unit_id,ConversionEfficiency,FeedFlowRate,ReactorPressure,PressureDropBed
0,22.099207522177217,37.573004847637954,64.47218829799777,37.79678843425224
1,20.39430401508883,28.19627478321214,63.0822918338374,72.86782293657004
2,27.499246082028947,26.571786791186184,73.3216316465103,67.74785065586137
3,16.358659627812976,24.36756122183738,72.62004228695393,66.47314071303902
4,19.039577314942274,37.671691446197975,56.01374466751733,27.610684041835285
5,21.04429754504037,31.854597323162167,77.22705097830962,26.511363781384997
6,25.71972902829024,30.41748582300244,69.38655650096571,55.70716579153614
7,24.467819812408685,36.76005113642547,73.52616575203966,67.97261417100765
8,27.383432020830107,18.745758503076196,69.55445871417925,15.22234490951113
9,20.03524597659697,45.72577963363222,84.68090694597828,40.969349585449905
10,20.385602029375363,34.54708662036744,73.39456726642595,23.95628673749444
11,24.750453644888992,36.915838148609424,98.96407418591788,59.87328972381604
12,20.130953423484673,34.62884190345588,73.48260089944439,90.35123512808593
13,18.192768418029406,38.35939094002586,79.26824816939867,22.269023379887173
14,21.89425791175702,22.2266137492425,68.6369810809194,0.9495191307017592
15,17.007920969600455,40.75951305371381,79.88501877476098,99.300903113879
16,26.412970635776883,47.51462097594078,97.52381230192383,15.527830815621684
17,21.847259748080592,39.49470763082792,84.10922596272673,61.96539025649069
18,24.548587552865726,28.75165526060162,89.15085693787638,73.42612882381005
19,20.365726008636546,28.74863037820807,83.68852883317206,88.23582421971653
20,24.64866972821433,51.91181439712687,80.59374859161274,36.9239910775602
21,18.033883332919743,30.56834895460447,82.00596774841762,34.66914174497117
22,24.39294548037338,36.54893784692467,79.35357083522827,64.03226487674765
23,21.631438422384665,8.808647313038088,73.95377201786508,52.360513793018896
24,23.270229988387328,42.82269042445014,69.80896107524858,27.491552392995573
25,23.60078163755849,50.89585173860873,83.63896824371704,63.057430889150794
26,19.235919893059368,31.673896047621078,66.03192553894387,49.68081731534098
27,24.90054426410007,21.433854617092617,87.5011474143265,31.77103385701673
28,23.926528452751736,36.5443672605898,85.97779957395451,89.88399661120654
29,24.34835296755415,44.66762308283106,99.16462250345289,58.39916881595946
30,21.727109395694,25.73622744750718,58.60285643312726,51.43390522821181
31,26.791251298788683,36.52134778622082,88.9851103627556,88.46182817376693
32,19.409210287048136,51.521759392855415,59.90664353415535,51.80414483036714
33,25.078635500339026,67.7273250868981,77.61779276795211,34.52309304852706
34,28.274935692976122,19.677423483635177,86.00770186415221,37.665639198053015
35,19.51799052889196,43.851545413093554,64.11949664064706,38.40880138285811
36,28.979954044190713,41.777958915967034,81.28389675784398,91.72365376494778
37,22.60364730230284,53.59406004297771,80.65958717643491,36.070939281939864
38,14.538684282634796,62.29218829407417,44.45534534104792,24.659494906222516
39,18.534766151408473,43.35707258595264,67.15452487713391,70.28513161835679
40,26.846130141520536,42.835842374164294,58.4839422869537,35.46778283272121
41,22.058368099133517,45.80262179928037,73.28846197002053,35.51235896002821
42,24.920993460067848,29.380936311538072,71.67706938122126,31.676908389159642
43,20.074878361944084,44.91938777819071,71.64135631045964,50.65758173250071
44,23.58912569192478,33.395293909528455,76.4414477989893,27.496068578194603
45,16.611651744991676,55.16039304948068,67.66819579506723,40.7724561889373
46,28.035801974895595,23.0000949282923,92.88400015246732,55.4165078972697
47,16.340440181013612,44.32363588485324,72.04107417982284,47.70463350913387
48,23.132380212918164,35.563873085552636,86.55441288159409,60.69378625094566
49,23.565841739662947,52.966809259393784,77.30456672444,63.635771506876786
50,20.060510577830705,20.815060752181356,72.89725718584552,86.57504755057397
51,20.648975454799498,42.738133374129646,86.4786944406541,29.26598848089455
52,20.950985242598726,43.07290121180943,74.52713615014659,17.289936702830417
53,22.412003022473762,17.160826090904795,93.01321153333006,90.22129438386703
54,29.012478525110808,53.16088789448882,61.532332168616186,34.43830331166958
55,16.671009638625872,41.347121552133686,57.18367789634706,51.29995360788534
56,24.900612164703514,57.816243490196385,78.13763294840125,29.051741588366465
57,19.329934138475032,46.05299142410833,73.88679315118172,59.433420758857366
58,21.594368338033398,48.634551037347805,68.02131122178672,13.964835233782452
59,20.36889460124788,55.19346449223525,64.61542846179249,66.66843061024997
60,20.636454523763202,50.67669736876994,70.46182367575538,26.377409303882285
61,23.937636998250227,38.76252592378537,82.89785206413688,20.605252730801993
62,25.759886697021507,27.333737316859725,75.22046080402968,28.45146163022127
63,23.446931394488114,38.08232482098245,72.90512639614656,52.36809766116665
64,17.741057859479547,22.441859229114357,82.39943689801724,40.36074157686703
65,17.26427173270148,39.063907089898414,72.71517680093082,31.03204278611787
66,21.82724677962853,46.60978957646818,71.79505553187659,30.493604468402417
67,20.50225338827089,46.723316284899994,56.16552759281824,47.88145002282874
68,16.524133650676536,6.375718220960344,59.32237516904441,68.29196301656438
69,23.319466135810575,45.99044681296609,78.10570372776529,18.789932102428036
70,22.829029778219795,23.917100635443376,69.61038165573174,50.46746571258238
71,18.24591290109889,36.29824639158232,73.27620828817757,45.093195919060946
72,18.85563378809027,21.731948904013503,52.41320457153355,49.24837753464146
73,17.37950478324185,46.170119144975615,85.36052266989053,55.626908170231296
74,19.394229156957902,16.392410007247882,66.04163999021327,50.67744837505261
75,24.436676385346722,44.41546263295179,53.53160168629264,73.07170228943322
76,24.16629956368606,31.009461739874958,92.93911644924762,56.02164116350962
77,22.693887694081045,25.11187376183737,90.21094185994627,76.36236068061673
