unit_id,ConversionEfficiency,do_FeedMoisture
0,20.155028247957894,0.0
1,20.715472655764373,0.0
2,23.054460313949416,0.0
3,21.378803624465387,0.0
4,24.33411047167839,0.0
5,21.733971500404472,0.0
6,22.386027004444784,0.0
7,19.493484270481368,0.0
8,18.844832337057376,0.0
9,19.29895691700418,0.0
10,18.81295108288962,0.0
11,20.52894838022839,0.0
12,20.82494176892693,0.0
13,18.3757693462812,0.0
14,17.78914853393725,0.0
15,25.8520442213689,0.0
16,22.822409332418992,0.0
17,27.069051616221543,0.0
18,20.73007407268347,0.0
19,22.20580672510079,0.0
20,20.745312710609873,0.0
21,26.007210421879595,0.0
22,17.52798779340284,0.0
23,24.895847495666064,0.0
24,27.001693870363944,0.0
25,23.427445824027863,0.0
26,23.17475877374396,0.0
27,20.243923902672066,0.0
28,20.077461351380613,0.0
29,24.46959620751047,0.0
30,25.99596449854181,0.0
31,26.31431468432715,0.0
32,24.30436107446349,0.0
33,19.954626632756252,0.0
34,24.002549805644442,0.0
35,21.025928877684578,0.0
36,25.811702242813514,0.0
37,21.261997726413878,0.0
38,17.230672322397364,0.0
39,24.538084877296356,0.0
40,18.876749351275926,0.0
41,18.509737248248275,0.0
42,23.03594730789541,0.0
43,22.186242871873088,0.0
44,26.223805724236513,0.0
45,19.67463968894807,0.0
46,16.837632719513373,0.0
47,20.10118658543359,0.0
48,24.23389642096476,0.0
49,26.074127255176972,0.0
50,23.82902043118395,0.0
51,17.71465898757431,0.0
52,22.40096233756025,0.0
53,17.749077425251514,0.0
54,17.55500969678682,0.0
55,29.259771702299112,0.0
56,24.681549955207288,0.0
57,20.67841556961759,0.0
58,20.6128706725442,0.0
59,15.931689344888516,0.0
60,19.746970917208472,0.0
61,22.459953651323417,0.0
62,20.579352106636286,0.0
63,18.709146867490592,0.0
64,21.367730353724433,0.0
65,24.38861626164417,0.0
66,23.606195623075852,0.0
67,19.119699837715846,0.0
68,20.10079624613897,0.0
69,18.782344669308735,0.0
70,16.51011509474493,0.0
71,23.878521895841743,0.0
72,17.163659709572507,0.0
73,20.46766128124903,0.0
74,20.08437034230763,0.0
75,25.72811418024863,0.0
76,26.889465880251162,0.0
77,21.25275153001706,0.0
78,15.428163833379491,0.0
79,16.786556036103526,0.0
80,27.284869439559742,0.0
81,23.792968806258752,0.0
82,24.019417955984718,0.0
83,17.266475745336358,0.0
84,19.202943350347404,0.0
85,23.397422478143955,0.0
86,18.005465605126673,0.0
87,18.08443438821344,0.0
88,17.90717588909964,0.0
89,23.9261870405107,0.0
90,16.22435845875718,0.0
91,23.733161546527985,0.0
92,27.392889125695863,0.0
93,18.603173942078513,0.0
94,22.287821381910103,0.0
95,25.0412093376256,0.0
96,20.721688016688226,0.0
97,18.910535100973057,0.0
98,18.961367653655667,0.0
99,21.566169144954195,0.0
100,21.8502315874856,0.0
101,23.752278445054714,0.0
102,19.748661073834754,0.0
103,25.44402341506368,0.0
104,22.301333028880514,0.0
105,23.23601929670338,0.0
106,18.59549082043183,0.0
107,17.569822994713324,0.0
108,18.553203571512437,0.0
109,27.16778734257009,0.0
110,19.660344875743995,0.0
111,28.936982193619762,0.0
112,24.627909928930492,0.0
113,19.963506470060363,0.0
114,24.82932603473829,0.0
115,21.71375202107163,0.0
116,27.053927789198358,0.0
117,24.669864661919654,0.0
118,18.201939627025602,0.0
119,16.750976440985244,0.0
120,17.49732316460603,0.0
121,19.92824906348577,0.0
122,22.723895433422157,0.0
123,26.86830574627034,0.0
124,19.692618145257057,0.0
125,24.00308369457445,0.0
126,23.97065590044416,0.0
127,29.608991478440643,0.0
128,21.576874134908905,0.0
129,22.670366252199585,0.0
130,19.718063639108536,0.0
131,20.60639604185986,0.0
132,18.980268511521793,0.0
133,27.65761636185727,0.0
134,14.596255831091579,0.0
135,21.1450608709256,0.0
136,24.4709162727875,0.0
137,29.310489691443472,0.0
138,24.99892118497095,0.0
139,20.81807148888739,0.0
140,21.817473352690165,0.0
141,27.248890380428886,0.0
142,20.476097898564817,0.0
143,27.034062021128303,0.0
144,21.653660771582533,0.0
145,22.717731145788683,0.0
146,24.741548002735783,0.0
147,15.479997184838918,0.0
148,13.968151473008605,0.0
149,21.42164874899066,0.0
150,21.604414262127975,0.0
151,17.90585754402053,0.0
152,16.882154716244354,0.0
153,25.00812027036476,0.0
154,22.318310128214076,0.0
155,19.38023017834019,0.0
156,26.01611871269449,0.0
157,24.814740369369947,0.0
158,17.761056838700878,0.0
159,23.831193085059557,0.0
160,20.713497140083803,0.0
161,18.290264445051356,0.0
162,22.18708033443114,0.0
163,19.95557405513547,0.0
164,23.96200694792949,0.0
165,25.589365985394352,0.0
166,21.279726607049707,0.0
167,20.71824575653986,0.0
168,16.15437975011733,0.0
169,22.85011238011744,0.0
170,20.52429799349471,0.0
171,23.64345172809031,0.0
172,19.742669435438486,0.0
173,22.91386346129189,0.0
174,22.019162526736476,0.0
175,19.900117334374816,0.0
176,25.474052585606614,0.0
177,17.834698087750628,0.0
178,17.371125939744157,0.0
179,22.34038353652689,0.0
180,26.152639456134807,0.0
181,19.425114446856973,0.0
182,18.1954333780712,0.0
183,21.147993636938452,0.0
184,22.36030649278338,0.0
185,23.070276433086153,0.0
186,17.824953788877785,0.0
187,21.9101736348029,0.0
188,22.81960046308215,0.0
189,18.476496036384866,0.0
190,17.143863532087586,0.0
191,24.846888481475474,0.0
192,22.690931750034743,0.0
193,21.494918832369724,0.0
194,19.88335592833588,0.0
195,21.560744641666552,0.0
196,18.072021005343085,0.0
197,22.92852943060087,0.0
198,21.624688392703582,0.0
199,25.029894208796293,0.0
200,19.594490294649244,0.0
201,22.004468350710006,0.0
202,25.874867495921645,0.0
203,22.95909119084092,0.0
204,21.487164730779096,0.0
205,24.72353902588704,0.0
206,19.71444283170322,0.0
207,15.493009342969007,0.0
208,25.50498812685708,0.0
209,17.644174106798502,0.0
210,17.080450807955025,0.0
211,24.5871169347745,0.0
212,19.39432438211754,0.0
213,14.879969149156489,0.0
214,18.545754539682854,0.0
215,26.1292718528694,0.0
216,26.779446024027493,0.0
