unit_id,ConversionEfficiency,do_FeedMoisture
0,17.081171172737925,0.0
1,19.62589002056225,0.0
2,22.018403627758943,0.0
3,23.970738670588677,0.0
4,22.576990095800518,0.0
5,24.88986914220209,0.0
6,19.490682436924587,0.0
7,24.611884132150596,0.0
8,18.830917125963186,0.0
9,18.578722604279093,0.0
10,21.06404705849329,0.0
11,26.969582731608575,0.0
12,29.541711338861163,0.0
13,24.260164108960716,0.0
14,27.517328913477233,0.0
15,23.606165278175794,0.0
16,24.501060195763323,0.0
17,22.613515308972826,0.0
18,25.049306481358055,0.0
19,17.770531069199045,0.0
20,20.224617227932853,0.0
21,21.443542499866126,0.0
22,20.346754405738736,0.0
23,25.390767297535323,0.0
24,20.578308877083067,0.0
25,20.236853955148685,0.0
26,26.652903385465734,0.0
27,18.719622067592887,0.0
28,25.340640761188844,0.0
29,23.81543379785449,0.0
30,14.16778693069017,0.0
31,25.85573818484126,0.0
32,25.414896601038528,0.0
33,22.279373251706723,0.0
34,23.572910055433425,0.0
35,20.64710271507489,0.0
36,19.323354954807076,0.0
37,20.346013256940367,0.0
38,25.41527864519258,0.0
39,19.194023519733722,0.0
40,25.761614078708376,0.0
41,13.954947984014854,0.0
42,20.529827482340053,0.0
43,19.924733805532433,0.0
44,22.24156367623889,0.0
45,19.323051539108295,0.0
46,24.87729671022403,0.0
47,25.61278647967935,0.0
48,21.129087439009435,0.0
49,16.07574834105487,0.0
50,23.424421890031788,0.0
51,23.939382733707113,0.0
52,22.514730785771643,0.0
53,20.400090379707137,0.0
54,21.8067173199687,0.0
55,22.94615377106271,0.0
56,19.7293464582376,0.0
57,22.588284523514595,0.0
58,25.350746247927205,0.0
59,20.224088122225876,0.0
60,17.187346608488426,0.0
61,22.196367445483173,0.0
62,27.402382153530137,0.0
63,19.728055917996116,0.0
64,19.276829445779835,0.0
65,15.111106064262943,0.0
66,23.442351864974164,0.0
67,24.4361961975151,0.0
68,23.862768193937438,0.0
69,16.310469871063674,0.0
70,21.107428539629908,0.0
71,25.618203118657664,0.0
72,21.282192368491927,0.0
73,20.52376854812485,0.0
74,18.230298160905782,0.0
75,18.14149719729566,0.0
76,26.465579303193667,0.0
77,22.62560174425367,0.0
78,16.640326370148657,0.0
79,22.449599764896067,0.0
80,23.564496432329783,0.0
81,16.474108726651526,0.0
82,21.803408573069625,0.0
83,20.800879411285567,0.0
84,24.1567052451407,0.0
85,20.579727537723045,0.0
86,17.921178969917243,0.0
87,22.048005987677783,0.0
88,24.55090593066623,0.0
89,21.43552041225039,0.0
90,22.76873324973315,0.0
91,23.86621530657782,0.0
92,22.770714456706827,0.0
93,20.34934137353875,0.0
94,21.213829919733627,0.0
95,25.19701961718328,0.0
96,20.609486666784242,0.0
97,22.94155887748579,0.0
98,17.663751849650446,0.0
99,18.602194295772986,0.0
100,16.619076060305904,0.0
101,23.99020043684938,0.0
102,20.356556419163127,0.0
103,24.645636164415215,0.0
104,17.820712400005682,0.0
105,18.081887145995847,0.0
106,25.312209415653413,0.0
107,23.388004349088224,0.0
108,24.705410533791785,0.0
109,22.923384490779974,0.0
110,19.85784372532599,0.0
111,22.287252578245432,0.0
112,23.728299419271515,0.0
113,25.79359762133603,0.0
114,20.316472329631445,0.0
115,24.071361053312117,0.0
116,18.754464578870518,0.0
117,21.561926567296478,0.0
118,21.936646255679296,0.0
119,23.42663857954266,0.0
120,20.742489560849517,0.0
121,21.17582097113776,0.0
122,22.808440104701436,0.0
123,25.741945985622458,0.0
124,18.252488551742303,0.0
125,21.424982487039674,0.0
126,22.63536178874755,0.0
127,25.527640472273564,0.0
128,23.834185731773946,0.0
129,25.53419992406306,0.0
130,23.033941241372553,0.0
131,21.177900690875255,0.0
132,19.488064351358187,0.0
133,20.97136168823101,0.0
134,23.53822646023108,0.0
135,25.886421454647092,0.0
136,21.668457134715513,0.0
137,24.05945506405307,0.0
138,25.847526521904193,0.0
139,24.369317176315914,0.0
140,17.84136733578539,0.0
141,24.188241276545668,0.0
142,25.846623257317642,0.0
143,26.273300649310283,0.0
144,18.572975624141744,0.0
145,21.924492756332462,0.0
146,20.1657427381744,0.0
147,18.617929634619585,0.0
148,17.79781697907296,0.0
149,21.165099495764547,0.0
150,23.348676907837778,0.0
151,20.757677969290572,0.0
152,15.203164516770144,0.0
153,21.75300918295969,0.0
154,20.338962491028912,0.0
155,23.22836608941287,0.0
156,23.7224318429713,0.0
157,22.640269227705783,0.0
158,23.761320618923392,0.0
159,20.03728278684594,0.0
160,21.086795410525138,0.0
161,28.28259901849178,0.0
162,23.078782260428024,0.0
163,23.71243735427271,0.0
164,20.539392634390403,0.0
165,16.9862320467116,0.0
166,17.97350014974717,0.0
167,28.72666095414883,0.0
168,22.56214363889413,0.0
169,17.93550230108098,0.0
170,22.69893539965276,0.0
171,22.227645562788513,0.0
172,24.983907833931344,0.0
173,23.390889848919045,0.0
174,18.681484718461295,0.0
175,20.461314755678313,0.0
176,25.7137842238387,0.0
177,21.514521997822822,0.0
178,19.8105336094223,0.0
179,19.556873977199086,0.0
180,20.476120455268816,0.0
181,19.875759974180422,0.0
182,22.475145083821793,0.0
183,26.929952664739886,0.0
184,23.75662946485675,0.0
185,24.42619151137587,0.0
186,25.66655463796695,0.0
187,25.044650688810183,0.0
188,19.64395715242626,0.0
189,17.991365848081752,0.0
190,23.404624984664252,0.0
191,18.67446264097422,0.0
192,15.037495988331004,0.0
193,23.427525480707132,0.0
194,22.960236878475747,0.0
195,23.502986367375694,0.0
196,20.345382346547314,0.0
197,19.530263186100854,0.0
198,17.729042976511785,0.0
199,22.51336276550143,0.0
200,26.70758643364951,0.0
201,20.399380684071943,0.0
202,18.955900991102283,0.0
203,25.16888518681179,0.0
204,19.956432674019492,0.0
205,20.46143794229161,0.0
206,20.146881790833554,0.0
207,19.426285690071694,0.0
208,17.901183926260067,0.0
209,24.91233407617921,0.0
210,26.402308295897818,0.0
211,23.244308099283284,0.0
212,25.568519203359916,0.0
213,17.487987687894194,0.0
214,21.155876363343502,0.0
215,22.31215501823213,0.0
216,19.184030560333724,0.0
217,21.50012519464426,0.0
218,25.608283693126364,0.0
219,25.22503037995013,0.0
220,23.74798599178094,0.0
221,21.235738817611484,0.0
222,22.713879711134798,0.0
223,22.12444538126196,0.0
224,26.97791225743864,0.0
225,21.153847295476876,0.0
226,16.03202812371224,0.0
227,29.74456312171357,0.0
228,22.93482832214396,0.0
229,24.631658996560155,0.0
230,21.67524088977826,0.0
231,23.759673091071463,0.0
232,19.971321767864247,0.0
233,20.039549875237388,0.0
234,22.308141921585793,0.0
235,23.643885338905434,0.0
236,18.252916854021354,0.0
237,21.993462525275124,0.0
238,26.521741327245977,0.0
239,16.913745725590285,0.0
240,26.519173926875098,0.0
241,25.751831415078655,0.0
242,15.09899354143025,0.0
243,21.117123364187393,0.0
244,22.955189287249777,0.0
245,25.122499229795633,0.0
246,27.819612331510385,0.0
247,25.40129266017844,0.0
248,15.940805545025558,0.0
249,19.73358474269833,0.0
250,20.131466605241176,0.0
251,21.46556410835017,0.0
252,21.92186710731502,0.0
253,18.005898787028244,0.0
254,28.710748519117914,0.0
255,18.17206585144382,0.0
256,24.92369667473088,0.0
257,19.71463667536093,0.0
258,19.832986394166845,0.0
259,25.720734748031973,0.0
260,24.4676588425721,0.0
261,29.324602649190382,0.0
262,26.162885556195846,0.0
263,25.40688764770907,0.0
264,14.949138389064936,0.0
265,23.9383179982832,0.0
266,24.568559734872213,0.0
267,19.478809373697732,0.0
268,16.869258105940943,0.0
269,28.898451230702015,0.0
270,24.059550417166506,0.0
271,21.7713478707285,0.0
272,23.28147956705368,0.0
273,24.877740814621333,0.0
274,23.99641400683108,0.0
275,22.79391942878044,0.0
276,19.227389629687764,0.0
277,26.88777674356618,0.0
278,22.722993295314094,0.0
279,19.7789856164902,0.0
280,18.94727004422622,0.0
281,25.941218328876154,0.0
282,23.999996908736335,0.0
283,27.956814088345357,0.0
284,24.172361619886107,0.0
285,21.40715489350343,0.0
286,18.184644128279498,0.0
287,28.20230407033536,0.0
288,24.585500453140266,0.0
289,21.506843908365266,0.0
290,20.118211113196615,0.0
291,22.69572701465894,0.0
292,21.834159710490074,0.0
293,23.323754091741172,0.0
294,22.973870608913877,0.0
295,19.621223266969412,0.0
296,18.441119641472064,0.0
297,23.933534637424238,0.0
298,18.30101384982437,0.0
299,25.27166057404382,0.0
300,20.94065460487882,0.0
301,27.49825156026839,0.0
302,21.30259139558889,0.0
303,22.49801783436547,0.0
304,22.13511248979231,0.0
305,20.966116304423892,0.0
306,20.946844888683763,0.0
307,15.716901014599564,0.0
308,27.811608144955276,0.0
309,20.11316692673441,0.0
310,25.660436394729473,0.0
311,21.33036097520003,0.0
312,20.39778112106637,0.0
313,23.518827865916926,0.0
314,26.431460466258848,0.0
315,23.947327205973064,0.0
316,18.052804494768953,0.0
317,24.750595342460933,0.0
318,30.135697936599655,0.0
319,22.23691656300155,0.0
320,22.09346004668094,0.0
321,17.99102168393542,0.0
322,24.05505247480826,0.0
323,21.35954832188384,0.0
324,25.260535376841915,0.0
325,21.255255369556494,0.0
326,19.063327418766914,0.0
327,25.416897398223007,0.0
328,22.074707549835352,0.0
329,20.970932650880172,0.0
330,22.992641798145925,0.0
331,20.940453047294834,0.0
332,25.039598208514946,0.0
333,18.79875669865241,0.0
334,22.57615017316422,0.0
335,23.367577340215536,0.0
336,22.425434114099446,0.0
337,25.94604986209295,0.0
338,23.171310848278523,0.0
339,21.76632389503223,0.0
340,18.52632314972436,0.0
341,26.29231850767317,0.0
342,18.76121993459501,0.0
343,14.560180390813173,0.0
344,24.356650376028824,0.0
345,22.09617196342128,0.0
346,20.322811184223326,0.0
347,27.23277953277127,0.0
348,24.814946524462425,0.0
349,25.16283568882535,0.0
350,24.445849778539255,0.0
351,29.993994224336834,0.0
352,19.99522996128023,0.0
353,21.18167395567789,0.0
354,18.649437934425663,0.0
355,15.647946952700558,0.0
356,17.154301169788077,0.0
357,22.536240169887197,0.0
358,24.29530406463175,0.0
359,24.299127761726616,0.0
360,22.417598507204232,0.0
361,16.01610173265115,0.0
362,16.184047647251756,0.0
363,24.167700387497383,0.0
364,23.250969984102067,0.0
365,18.900475736963482,0.0
366,28.30064285561955,0.0
367,25.14819585242701,0.0
368,29.652375198371875,0.0
369,16.604254928910855,0.0
370,18.70931210552622,0.0
371,24.208995031485607,0.0
372,17.86216535965056,0.0
373,20.507409654223103,0.0
374,21.12005776417577,0.0
375,16.439924322955996,0.0
376,18.57820967225145,0.0
377,20.205866709488667,0.0
378,19.227916410749128,0.0
379,22.24016784306397,0.0
380,21.660112597056905,0.0
381,26.91556087346283,0.0
382,25.675750823244716,0.0
383,22.399149069805304,0.0
384,21.204287995913454,0.0
385,19.22319030458046,0.0
386,21.72757928927847,0.0
387,26.14398217437595,0.0
388,19.130731675144613,0.0
389,25.43829497096895,0.0
390,22.784022135289458,0.0
391,18.830106521656802,0.0
392,19.53334557021109,0.0
393,22.912896359678932,0.0
394,20.767029297894524,0.0
395,23.884131843168397,0.0
396,21.65150040148085,0.0
397,19.789454140816332,0.0
398,21.248011754532822,0.0
399,23.591063154257938,0.0
