unit_id,ConversionEfficiency,do_FeedMoisture
0,27.8192348782667,50.0
1,26.552183199128766,50.0
2,21.685806964168293,50.0
3,18.84986675956314,50.0
4,34.24964309905256,50.0
5,31.157004643650858,50.0
6,23.357969990408723,50.0
7,29.348126283075434,50.0
8,26.569448368404906,50.0
9,20.764339316230984,50.0
10,41.30978737265663,50.0
11,33.93459161530948,50.0
12,23.47343207538811,50.0
13,29.366895147505524,50.0
14,25.508987525380164,50.0
15,18.13151527368884,50.0
16,46.95817198662968,50.0
17,19.929269856827805,50.0
18,21.685038193176876,50.0
19,22.960770955765863,50.0
20,32.81615247844505,50.0
21,25.451295516862753,50.0
22,20.881048617325607,50.0
23,23.00995725126672,50.0
24,23.993126490579073,50.0
25,28.26816706723188,50.0
26,19.083820998804125,50.0
27,32.39016862340961,50.0
28,26.017597773001853,50.0
29,22.44744965556086,50.0
30,28.898610003783514,50.0
31,26.63469000862277,50.0
32,26.162116983208296,50.0
33,21.86092164608667,50.0
34,18.107361256825044,50.0
35,32.10154629617021,50.0
36,29.815045093438847,50.0
37,39.60131734658172,50.0
38,20.64124463008882,50.0
39,26.974220978831543,50.0
40,26.678346300677564,50.0
41,32.370950660304636,50.0
42,24.87220033030282,50.0
43,23.50907757912269,50.0
44,29.862594235364313,50.0
45,34.01514250363233,50.0
46,14.752340482018388,50.0
47,27.157108123011213,50.0
48,24.885977406663837,50.0
49,21.506963385927616,50.0
50,32.49465216283482,50.0
51,15.790503614078968,50.0
52,24.901369002470677,50.0
53,29.610475748730238,50.0
54,40.26456403955185,50.0
55,49.89600309939774,50.0
56,43.50105418363536,50.0
57,20.994994638217236,50.0
58,25.55901579872594,50.0
59,35.54430040499401,50.0
60,22.345867608319015,50.0
61,25.473665433570535,50.0
62,23.8947281168414,50.0
63,30.69465088642597,50.0
64,26.9929504572064,50.0
65,29.89988568649069,50.0
66,43.923605114789055,50.0
67,28.04978963046295,50.0
68,27.681004782217077,50.0
69,26.040927663059517,50.0
70,30.804127902997273,50.0
71,23.090510037077102,50.0
72,24.46895706424535,50.0
73,20.3258757755532,50.0
74,24.024919133589222,50.0
75,29.8417988870534,50.0
76,28.13161701377374,50.0
77,20.840921323136037,50.0
78,35.980499449439705,50.0
79,17.88388561412186,50.0
80,22.218628713562655,50.0
81,40.97172405894119,50.0
82,18.346681027060843,50.0
83,26.620985716933543,50.0
84,24.69206048100449,50.0
85,23.45005263737801,50.0
