unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,PduLoad,JobQueueDepth
0,-0.08943054304162246,67.87168808333934,45.929419594010774,61.6919299696095,43.639634068216424,52.16397302624317
1,11.30981078272583,60.24379389296641,58.352409999892515,44.95588663896483,39.788889859901765,53.14794940414216
2,5.674771527257477,41.56512244216587,53.01266639654162,41.33234237157089,36.46019783957224,40.06886566094983
3,-3.0707776173586474,69.68758846169999,37.41690227638322,61.84468037306055,54.35198059391355,60.06601014926332
4,21.20112864790051,47.964846749837925,52.890781171567426,44.458655193811765,70.9933353179949,59.745351851080315
5,13.86409943367216,51.967155471152736,46.86002737934734,31.159315984535436,45.02335113576664,45.619545027600196
6,12.322333879464168,55.84392265050256,54.81921918001523,53.733354208764375,37.09809366406104,25.854332078898032
7,21.134000119450686,54.34329225963259,51.18266877161492,37.92988423064529,53.63267430804102,36.52373789397326
8,8.374350714179167,51.28471087754955,47.20232789247196,37.407417620104255,23.58703686161083,60.52362076635134
9,5.071148052886435,66.69862033941119,57.02077958301654,56.55449169335151,29.387355675370006,54.6419951091149
10,11.40597721486196,49.905461993512546,35.11851775415651,40.2881500215798,53.67320165174416,72.7309335664509
11,16.38740057841781,77.02999509578255,60.239034976032244,41.125756615837474,36.163482702640025,68.35241980044208
12,17.31704658655638,55.524262003546625,67.00924048678995,46.31655067873445,58.83499266447318,46.25885453451215
13,18.790900670216686,48.61633868164845,47.895893913728834,56.11925162425882,53.218584052403834,42.86444267388007
14,3.2597674403783534,61.91687686409966,69.87566849069827,59.221982394841376,39.5975093040414,72.91556642750044
15,16.800103928777318,65.54221236205692,53.62519860633441,53.2004162966599,38.95373972864238,50.55958653923568
16,20.77106654453189,73.69207582225206,43.90799801472503,37.06497040763338,39.333476945546344,69.14262091845396
17,12.734461135706232,49.42682679756145,41.69708407624096,51.320896291759865,44.0019208265996,53.58914726128866
18,39.38715872050041,67.64739285555076,55.20374330115787,31.80163596488239,55.804017642268164,57.49944921818123
19,9.280086768078235,47.29698572412395,57.54762146170246,52.162556425715835,34.30294650934875,53.457490154488
20,13.537703948958868,50.64149507309586,63.66076758515952,36.97205489701602,32.984283448174246,42.18704255374928
21,11.108671484824729,53.25539205142135,29.170079328776456,42.18071025999626,53.40302587322086,56.0318064482997
22,52.08232448939477,55.446286020440695,52.03177126314987,51.19020618003878,34.43601332624125,28.903854845280705
23,17.43266478159548,70.0106527553718,55.34934740662622,41.85976274698591,51.82900905377401,24.902821650802732
24,6.843039000400901,50.7557007068435,44.29856805716242,62.91147521837113,38.31218096405853,60.68596361770447
25,-1.6029059214169186,53.11022370080929,38.99559128744605,49.82381560588255,55.92802933371429,43.48477673635264
26,40.7896535572966,64.1428228824254,44.41829047800853,44.20663207894908,11.047483213032649,24.38839253738076
27,17.934215282356988,50.014769916986445,38.50006733009286,50.19761677759917,51.554365910821424,35.90330118009082
28,1.8243441423685396,62.61795791336178,60.36709827911548,62.95722187215375,31.225080837320498,49.08773684552008
29,21.354150862951577,34.88376221473046,38.068787492005875,51.95714968467951,62.315088146947794,66.11336892035806
30,21.670694751282536,57.57175971393616,40.49547609886929,43.533383573802766,44.83879946955483,30.316883974041577
31,41.43794592830267,49.190672841001714,48.887352911946195,40.90320674805117,44.501104575378555,34.37009989063915
32,8.615024386567399,50.70657315057915,59.20331561975302,74.7857363067883,50.3464954037116,52.429696814259664
33,52.37375113425444,47.901083842328575,70.16367283210273,50.839287688499326,49.2393648911892,40.52146615033121
34,39.318703555850696,50.631677141974805,37.66834351825649,41.51972841521608,56.573581378746354,33.22482244492178
35,18.01123357003163,35.46099450598155,58.27201478136558,56.11978563393186,51.74014475922116,56.152884897445595
36,32.75708917548209,44.176779423144374,54.69319448932141,65.87313945141534,34.68829872368119,31.339079151417387
37,36.41202655858245,61.29925692069754,55.54567292400307,60.890439683664916,45.2420805179817,51.540235618283866
38,1.6541157703511815,60.755742501940574,43.50369665048558,44.35693922198666,50.35160912164397,44.96727112798154
39,1.293634896284357,76.64453815281769,45.86592112933494,59.590123203980305,43.956086380683544,75.27276086398535
40,-3.0079290732227904,61.30239638573383,45.09547165571163,53.08237972204968,38.2496075083844,36.566606073084515
41,6.894243703526391,73.7745946028264,45.79144530055233,41.09288737826809,39.486685955559345,45.20251490778396
42,41.457153815880766,45.92680108299487,51.796177671781,56.27599688375347,25.995478494608108,50.56829381420268
43,18.33356800701068,49.418643600543525,41.75659749547688,33.953114936732106,53.05056354488311,60.26132716107616
44,26.95259644438326,60.131498093995596,48.9172592797785,34.810323850016665,50.81595634911194,79.17636639852114
45,11.655639887529103,65.80469333579771,64.33518828984025,59.71074119354101,41.70561981926278,62.524029099226446
46,35.442578196466684,59.06780663574812,60.11197692529216,44.90104604802997,40.617599935154914,48.93577165369402
