unit_id,JobThroughput,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,25.014621255164734,40.34670665062898,50.827256027787016,75.0
1,34.130918972396934,62.06257503367235,45.00202727057968,75.0
2,35.904106856932756,52.70785169509275,47.6565160093199,75.0
3,55.36467474826362,41.45798145377945,57.684098781957246,75.0
4,25.354291777519325,69.2123531005121,46.80494735199796,75.0
5,42.1677980602328,41.244371797304794,48.777955190772644,75.0
6,30.532430668854833,52.78168889521987,43.76179754740572,75.0
7,25.494239836495247,69.34023248744927,58.89071480964191,75.0
8,37.86274296363376,47.46338825005006,41.16132504429735,75.0
9,48.50654068280501,59.9285018069536,48.02202527982535,75.0
10,37.294160703684,52.3633520664782,49.39502827946235,75.0
11,42.659003199817384,35.71997716692658,60.278177387188734,75.0
12,27.62726510556795,61.41105398803117,71.7120080582865,75.0
13,38.35180477114495,29.036755916885973,53.17229273502855,75.0
14,37.84005196231661,53.6238279267717,56.9302545438668,75.0
15,35.27610931639073,70.74638695901297,52.69490759750115,75.0
16,20.80883683067167,59.47007121997433,71.41249867743336,75.0
17,28.498394397900807,65.29107751678382,47.14896408945888,75.0
18,45.1719110881704,80.30056513109089,43.15421090035756,75.0
19,21.901910933191434,47.3287707426549,56.82944488200989,75.0
20,11.672634599153513,70.89017834863209,71.09409057275596,75.0
21,40.43401774252411,62.88067315531333,58.060550189545445,75.0
22,37.92357949642832,27.522655995684893,49.22258720689154,75.0
23,40.809905804711995,50.879577970993566,56.151468661698566,75.0
24,39.90200489544366,49.50313666546564,43.82258861759698,75.0
25,33.31251454064219,47.40302067976426,62.1616139124533,75.0
26,32.06621644651729,59.187112079152264,39.38491823718481,75.0
27,31.585440624613,49.42953086159793,51.60673260822901,75.0
28,37.706545827674105,48.70966374009403,47.24947487397528,75.0
29,15.110290060785005,57.371371709047295,53.20769887814918,75.0
30,27.94148032284972,62.8599855078774,39.69171271016308,75.0
31,55.11393215778594,36.062365879728105,60.22423237503841,75.0
32,27.09469043696612,61.94568934523608,34.034795973775324,75.0
33,34.2666375410204,67.45881292255406,37.54927512645571,75.0
34,26.954151783870888,45.530161975548666,60.370439224965835,75.0
35,29.276584200867376,54.81757923043029,59.040837318042755,75.0
36,39.38364755876715,74.37335934762993,53.78027859485258,75.0
37,25.558092992672055,50.32001365417273,55.28524532562428,75.0
38,31.713094741283847,59.707533167446286,36.75580962694096,75.0
39,39.77929361845171,51.07919977836671,50.19280745277791,75.0
40,36.33918750658974,47.26061053014258,52.65922924871685,75.0
41,18.905447661142748,64.61941990881954,43.83375178915494,75.0
42,28.36298942625202,37.214106490715274,56.67771537116543,75.0
43,15.550452221233156,53.231698400779074,35.26693715288082,75.0
44,49.93118275618335,63.34638789456315,41.2710338292233,75.0
45,17.40401202221014,60.49727785625303,52.97003280690385,75.0
46,23.144229403361376,52.77685509196989,69.27429766721677,75.0
47,22.91086584407603,43.85230121584466,50.34911584975045,75.0
48,30.110378538247478,73.02066863532038,41.52761676645069,75.0
49,61.69925091988589,40.85600558554796,46.53762258992654,75.0
50,33.04339173851169,47.67335182920694,46.594850186954275,75.0
51,45.40359299750073,55.83041648503697,53.129705932257416,75.0
52,41.49121979052669,60.626352474719134,52.79116845280824,75.0
53,27.18406861257043,53.106183101901706,48.478526977105204,75.0
54,42.288739452674974,39.974886073665076,48.879818021419034,75.0
55,25.30348600553361,57.84709340334224,49.64779619958384,75.0
56,41.163671597043816,45.04035926139423,34.662593077903615,75.0
57,46.303372698712984,49.924244957728234,38.32554946639719,75.0
58,38.876700045976904,33.125261008558,35.45763997571903,75.0
59,33.62219943944902,45.36040204204296,42.58046068692425,75.0
60,31.470296972224276,51.36796446878189,52.34439954202318,75.0
61,40.37739008225825,51.97546910342565,47.7943640868053,75.0
62,31.76470964472573,50.30338915887802,50.35258642261711,75.0
63,33.80758567796041,49.45915679066666,45.409656003504466,75.0
64,32.2673067019085,44.03618780216516,53.32210616103631,75.0
65,36.23345954191818,70.30876233522729,51.92525494459437,75.0
66,32.64123993824584,55.37244575322052,40.57436002253765,75.0
67,29.47795902874727,68.30094736413939,49.91569596606582,75.0
68,30.769444293069704,62.16224138941763,49.4402838379097,75.0
69,43.95151914917098,58.14817032042317,54.95558679631349,75.0
70,34.541796174357536,40.667545203609954,58.562394740015925,75.0
71,19.884227259160507,66.67403877407766,60.468632048315996,75.0
72,27.478250646843428,66.5081642009332,46.514197254205996,75.0
73,29.111827582275197,62.12555515963827,53.705102095370016,75.0
74,48.764925869566845,36.97418940113586,43.821395920779125,75.0
75,28.639797715375966,70.06043494556036,43.32951271639422,75.0
76,27.0453158186659,63.9676932782683,49.59316275252691,75.0
77,54.74403673076867,60.61965144204733,54.531584691152055,75.0
78,47.299198311771235,33.098526587886845,46.977232933789836,75.0
79,39.78251724960044,34.72778607803026,54.395871292444006,75.0
80,51.88566356135433,51.91219484131058,46.81222839912788,75.0
81,32.56107599417177,58.10911243017799,60.98449693849715,75.0
82,24.02040800618049,67.02668567545555,42.75789171842176,75.0
83,38.40100946100346,58.1327193614507,53.44496007811815,75.0
84,60.944839997225365,51.74696024977911,50.68569765261754,75.0
85,37.96458886360197,66.98673350463413,60.135610502272975,75.0
86,25.077623165151934,49.82861148216192,57.39492877993451,75.0
87,57.848377664898564,46.48535257284773,35.05102671050605,75.0
88,19.137051693552422,67.05019217552581,74.5193917463585,75.0
89,26.899011529217702,62.115071904464,47.692451254314285,75.0
90,37.572960967518156,55.262087914925225,50.255606643687365,75.0
91,37.04261474300722,45.684363730679415,47.594002295365684,75.0
92,40.89229588584741,54.1132373405374,47.36269444235923,75.0
93,30.869703895712128,57.089192509051074,50.84273333694981,75.0
94,33.01726674498777,53.76547986231185,42.67321758784164,75.0
95,31.881725500523498,54.07858734879772,40.49750676700115,75.0
96,32.40267221205667,51.664078516964324,35.43537007720562,75.0
97,49.22495668190551,52.926850811387276,33.04054302904348,75.0
98,31.459504369896834,56.637803271491535,52.47647033041628,75.0
99,41.081545020556206,56.34840528426804,38.03020704678698,75.0
100,26.42182269990687,68.71811811047695,37.15853771501037,75.0
101,30.35894737211806,55.5198790348187,51.07460156663215,75.0
102,21.097023833485697,74.79037753645196,46.678869554388044,75.0
103,36.81408234317779,60.162895751982255,44.74661108867851,75.0
104,17.843767434660336,57.168007842337154,54.34355347360886,75.0
105,30.162748822993624,62.521923150755505,60.66418817517112,75.0
106,35.02571863549449,58.8115279266444,55.319745164657185,75.0
107,60.1306188021233,34.21631065638997,55.024453557215196,75.0
108,9.016393727710451,72.69230680779779,55.05256166687076,75.0
109,60.93490098406327,43.191692805500274,53.209065297421226,75.0
110,25.892982620837387,55.80071606654917,51.68473693770969,75.0
111,19.76590059037057,51.02774175907401,33.073586982931815,75.0
112,42.93079406693429,45.84190874785953,57.46148292718293,75.0
113,26.067975271869134,61.2062640110123,56.813881811806034,75.0
114,24.082122768954676,54.22962475356207,49.867392598556954,75.0
115,66.39993034398262,29.862329296773595,56.06000611445785,75.0
116,19.190629264513085,67.69757811386351,50.29242477225267,75.0
117,23.594757862831216,52.21134473405365,56.06599146707101,75.0
118,16.37775718978086,69.5879977129021,52.06870412072561,75.0
119,23.613158204578763,55.61612989635533,49.324248529156044,75.0
120,39.03728775622392,59.37830258642692,44.0644682718897,75.0
121,40.271233885297015,53.413972900329625,56.54311407970378,75.0
122,32.25885912555459,48.483992027188656,59.982481014934656,75.0
123,32.175150919285976,55.393826116887766,50.6400729652034,75.0
124,18.08341655458955,55.11148867839968,45.53992647917945,75.0
125,44.57516154666822,50.62422451356384,35.43317506312253,75.0
126,44.290890892511946,41.18574008653673,46.9237274607115,75.0
127,36.13432603864142,45.6096570531503,51.31449015269242,75.0
128,37.73244712435943,46.79272887069572,38.92097832529502,75.0
129,27.560511067734378,58.672955443716035,39.23151227937354,75.0
130,34.314194163568374,54.47379268851,40.59174488654586,75.0
131,51.06590691015171,38.529480518833054,44.83338390678805,75.0
132,32.23119203022522,74.31292826955392,50.18037382415097,75.0
133,62.75460707620747,32.654374038866884,44.649268927587464,75.0
134,51.82524388743321,47.09357356945931,53.062323527911474,75.0
135,36.09807951126267,44.08212135612774,52.99013179428124,75.0
136,14.973353983143312,79.8670803277509,54.581133226553135,75.0
137,48.502561747054095,40.43151942332127,51.117368699724175,75.0
138,25.683779756380925,50.68851192735997,55.75430090867359,75.0
139,46.70719789799633,67.72014612190527,59.64864690483482,75.0
140,24.055716043966413,64.48484491578449,47.413548319077144,75.0
141,17.159004732312056,80.85604874749932,52.93541099721437,75.0
142,12.433002569365108,58.91496987289947,59.02368083333171,75.0
143,31.008195947231115,76.51701165588211,40.85940567248006,75.0
144,36.58483646825054,59.899036893840076,46.056095073930024,75.0
145,25.941537067211204,66.45889165835406,45.24515932094447,75.0
146,48.20424401934673,42.25407435902828,59.84657271272265,75.0
147,16.993216072662026,58.53334369710897,43.19652664578919,75.0
148,43.576234013088,55.21423790891545,42.932492355627026,75.0
149,18.940384259449107,58.917763933859604,49.00180458540009,75.0
150,40.37038378406352,68.21606235088665,54.040973932568356,75.0
151,27.15460396796174,53.504080073616706,45.23740329264634,75.0
152,28.213751422624686,60.26855578100444,60.476932500133984,75.0
153,39.98229444817355,35.150147502439516,48.194871597248856,75.0
154,25.085841778379898,54.275451357301655,45.838853023996855,75.0
155,5.889656505056896,84.8779349119343,50.41554648462791,75.0
156,63.976112534593724,33.97563575025819,53.898715713985446,75.0
157,24.28069269942372,55.17524540208978,34.28068966662412,75.0
158,38.36453732898169,51.041550815860234,43.174250816315514,75.0
159,29.227190743353173,58.577344309673,51.77657587618146,75.0
160,28.288989626900882,66.7588070189302,47.803967245197356,75.0
161,43.395870395578676,35.14348465784548,44.60537443881807,75.0
162,18.354944263671257,47.41979222131163,51.20840268686781,75.0
163,27.623487742902462,53.90429226375483,45.71157785382818,75.0
164,8.857854715602969,71.30981095755178,44.567178961389594,75.0
165,51.64906093265268,52.96278291204514,49.59019111584694,75.0
166,24.504136333082446,51.72911308474205,49.528983738237585,75.0
167,34.50815178487316,66.85020014776512,33.40109621560187,75.0
168,16.808513509668934,62.124442784213805,43.13895173565562,75.0
169,45.3456900252275,40.57421750907268,51.71193143163574,75.0
170,14.351684131058947,78.00541876388364,40.371578486535476,75.0
171,25.977830582766636,62.73228117121911,69.6227610956865,75.0
172,14.05623099132432,70.56546491729183,61.78211190067922,75.0
173,39.444577461927665,67.66156279098496,41.59004587708894,75.0
174,5.454249164710036,69.00715207202963,54.309051658952015,75.0
175,30.373819282287574,60.48872321172196,54.129180000300494,75.0
176,49.50787246683756,29.126511727025967,52.045435172936095,75.0
177,27.63741935376022,72.08548336994066,48.71772312887756,75.0
178,17.166813396161473,49.863381660302394,46.35067094030082,75.0
179,25.42311289002232,54.855780899031274,30.384708278404005,75.0
180,36.969041822272935,46.46697323783073,49.77347191676924,75.0
181,31.016244216005372,41.67848696644608,47.3743908850566,75.0
182,22.80576606473544,45.784581989570476,47.68090292798831,75.0
183,39.072618568531624,73.49871040403555,42.80022709129692,75.0
184,23.033667864129765,60.41621026007598,45.97716358122662,75.0
185,17.66043631656696,59.72933393246021,37.22604000796744,75.0
186,47.383433553061636,59.71307157731817,49.55683179446079,75.0
187,20.45380051794427,50.38646636412153,39.75919308150485,75.0
188,23.90364777287156,56.92920650951975,36.947617296994984,75.0
189,47.08930483876088,27.99031086345976,43.944074119850484,75.0
190,56.55724131330597,54.784677882610715,50.063979029561814,75.0
191,39.5050320527515,53.322234487970334,54.24227915736562,75.0
192,35.63245573479583,59.51371562434723,55.18144497226912,75.0
193,8.39290528296504,67.13927518354429,43.51243081495988,75.0
194,36.55404298117603,48.37872217524115,23.14346000489807,75.0
195,58.78622963962812,37.257064645731106,41.285188805944536,75.0
196,31.374671962064237,52.27020280786107,51.434813139564746,75.0
197,43.15433930038872,40.95117354280672,46.79032745715955,75.0
198,33.28493614900682,49.59328953812242,43.33975183842428,75.0
199,2.993614918983736,74.12957048632019,49.76083805008684,75.0
200,51.31121745646237,28.931799626099068,54.82704255455401,75.0
201,32.219346549247895,53.154236026888086,54.486516164723206,75.0
202,23.60925840746948,59.50046227251075,45.058674905901924,75.0
203,11.43132613838358,73.27912035776667,65.15440009304008,75.0
204,47.56135036520772,48.703316740528464,53.99611764976484,75.0
205,28.919096148798626,44.20305135988578,51.70468145211862,75.0
206,25.063990176514352,54.845660041614224,49.97827772032959,75.0
207,30.531328533021156,45.634819063589596,38.02713411595122,75.0
208,21.70677219321248,58.28048164517176,48.8003209075406,75.0
209,13.708521658572316,57.238038405798775,63.10959443293778,75.0
210,31.35818814289679,81.30903960507344,51.2526922550003,75.0
211,25.025043613693406,53.29874749537849,47.45378524915545,75.0
212,44.46742192793315,48.82598724183382,58.10150789897286,75.0
213,35.313861896084234,47.925393564817995,47.68026612251672,75.0
214,61.46360503442564,49.52485852838344,49.005208615343065,75.0
215,18.686431423420895,69.79242320958267,46.14028870384262,75.0
216,32.314445831050804,46.03715124825401,61.675828158706,75.0
217,37.75695506160494,32.04613143372329,55.83187952257745,75.0
218,34.724647914348225,46.95124024682467,49.30120238619708,75.0
219,44.36741422491038,51.99823195734979,65.09816871135314,75.0
220,26.12583957634168,43.690463536814214,43.94375943379869,75.0
221,60.63346933879143,50.586507158455724,58.95177121961931,75.0
222,6.45736480280484,77.43235552012995,52.48907428894372,75.0
223,66.55322193204894,45.406999102296446,54.26426057329181,75.0
224,26.83540455431389,59.496218183102016,66.70899911156239,75.0
225,45.22312259146534,57.732042082469256,53.2498268450605,75.0
226,23.561652796546653,59.882405143031065,35.59514013225431,75.0
227,23.661125818510072,60.354237970458605,60.46839350256438,75.0
