unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing
0,34.864198430281334,93.61831346741737,66.0
1,31.036389414077917,73.27191051309008,66.0
2,35.31166283630635,76.325964772695,66.0
3,29.380576966665807,62.330186837686895,66.0
4,30.513898821723252,85.34322273755505,66.0
5,35.76626425316696,79.45848820768981,66.0
6,30.2373760966706,66.99979707379165,66.0
7,27.685719599324674,72.34423889522881,66.0
8,27.93103431348483,78.02001289642556,66.0
9,25.105455440517417,64.29944837261748,66.0
10,30.294576856141273,72.36228374985667,66.0
11,43.109660393506324,80.10959029303515,66.0
12,30.77252306374847,81.50593287534987,66.0
13,33.270484424610444,71.0183445484036,66.0
14,24.856663269674183,63.78565639658004,66.0
15,18.86248883084185,58.85295588897257,66.0
16,27.815192705902675,73.7156380012654,66.0
17,19.81315519089404,68.0201379406945,66.0
18,21.59054419649789,64.2032156456114,66.0
19,38.458719129011946,85.6434474062604,66.0
20,36.94124975461768,84.36906313967737,66.0
21,19.994935272969318,65.7870039719062,66.0
22,34.672723244753776,81.49916339486612,66.0
23,27.179501884075634,68.11378385857688,66.0
24,28.383117031983655,77.42923137367342,66.0
25,29.05257128376745,73.49544560040832,66.0
26,29.44253668164622,76.2228918845941,66.0
27,35.417498712175146,83.36088298007077,66.0
28,24.03057042104799,73.35199160173268,66.0
29,37.49680856086532,92.95212858065884,66.0
30,34.661054382691574,81.14295189506505,66.0
31,33.707136602290994,71.11290222421916,66.0
32,32.82684517403916,80.19055918718526,66.0
33,23.235946485825995,69.21426162518377,66.0
34,36.26859804106927,84.54867183890445,66.0
35,29.055311283873724,63.35424701151083,66.0
36,20.24722780874183,60.61674899203321,66.0
37,36.664037172768325,79.07449680672605,66.0
38,35.25138519895047,82.72717619652818,66.0
39,30.323725662119948,75.54497449492702,66.0
40,32.39742806277521,73.39085122856501,66.0
41,39.47775944764501,93.34664813198184,66.0
42,37.70359042507062,82.89573009071312,66.0
43,31.510968001316428,80.03855383027239,66.0
44,21.083561467968106,56.66408328990581,66.0
45,35.131909266578255,79.75205201222138,66.0
46,36.348881281205216,97.79765169482754,66.0
47,47.10253794487079,106.42629692855132,66.0
48,22.11337404453192,67.32946192310071,66.0
49,19.404620819403817,60.404305650971,66.0
50,36.13670359696219,78.7311905091861,66.0
51,22.356904836476215,67.46195345155708,66.0
52,25.846238472171997,70.38836386802055,66.0
53,38.20707997890129,81.66099794160056,66.0
54,27.878048800769132,67.31077363560809,66.0
55,41.569547153812344,89.6818756960107,66.0
56,22.86429784879065,74.56272826942038,66.0
57,33.52364398577923,72.61269405811687,66.0
58,29.790079270518483,72.96224580115468,66.0
59,26.86613886655881,74.0786260145058,66.0
60,43.518316789731486,86.67660776239444,66.0
61,22.767020795733835,66.28732736181915,66.0
62,26.564363133751314,65.72852550404964,66.0
63,32.41100976861318,69.68571254487685,66.0
64,30.53200344572536,78.8161081205898,66.0
65,19.78083972425382,67.17405653688074,66.0
66,28.19077904837873,69.47997132637262,66.0
67,23.00519083976642,75.70690128576383,66.0
68,27.35881589354117,64.51750545397373,66.0
69,27.82162616489094,62.99972429302772,66.0
70,35.8534405392889,70.11234664456241,66.0
71,33.16975987947011,74.75523339884388,66.0
72,33.86905035419818,77.4742610759407,66.0
73,29.369578611950125,67.84814634773987,66.0
74,26.962934052311084,60.445855780619226,66.0
75,26.35625985489442,81.63343510122955,66.0
76,23.189571878639768,67.84055171374386,66.0
77,24.449608687327114,53.66687252264243,66.0
78,30.047642633988346,66.00355182299634,66.0
79,27.051534026621155,56.91589463552446,66.0
80,22.016209183323603,63.14909466850768,66.0
81,27.92658890198049,69.03795575619256,66.0
82,29.75911826067701,82.21889562729086,66.0
83,28.646050612331003,67.37670022410856,66.0
84,18.91541062359223,58.95994249502281,66.0
85,23.896311796699145,66.43194549138084,66.0
86,46.51540165948958,98.57765643532959,66.0
87,30.498161369484365,57.20761559723952,66.0
88,34.891699604228826,85.23077299646613,66.0
89,30.458244241341223,82.54391872471402,66.0
90,33.42410636829597,78.00761753326411,66.0
91,29.178045208805166,72.54070555961125,66.0
92,19.93586224600804,68.81754847401001,66.0
93,27.75723253793192,78.3953351655322,66.0
94,34.77927115771238,76.34961987036858,66.0
95,26.575459987400357,69.40265706760667,66.0
96,27.567042325950784,75.4958733263643,66.0
97,27.474782197983547,61.89208989906594,66.0
98,35.56376897315502,70.52339714998979,66.0
99,27.558361500005017,59.57608101096416,66.0
100,44.8717497232072,96.1059425539401,66.0
101,33.255696140373296,81.90190243318031,66.0
102,28.489263672950422,75.09750713196706,66.0
103,25.38394700268387,69.03463609576235,66.0
104,38.09654074124873,84.43820589013463,66.0
105,31.004630524180527,72.45575037288287,66.0
106,32.04706214542038,73.7641965675075,66.0
107,17.788265412075567,52.516983684897774,66.0
108,39.59096711205792,93.70142351154682,66.0
109,20.109368534597483,50.03462378483298,66.0
110,32.703317751688104,75.12760654982989,66.0
111,31.427145699143175,75.58615526260088,66.0
112,34.446916944947105,69.35298500260704,66.0
113,36.03958513102351,72.84106383519278,66.0
114,39.2531196480193,86.06498274951728,66.0
115,23.77180565898494,58.318979627704735,66.0
116,42.18335399319949,86.97501541783822,66.0
117,34.0257186377123,81.80570096699313,66.0
118,23.047794479279418,82.30526531337692,66.0
119,31.3545740307307,80.29942077271431,66.0
120,29.183405289562042,78.89517123367558,66.0
121,25.058461676183914,70.49976780273445,66.0
122,25.908402581369707,72.61894224758933,66.0
123,30.000818120008056,64.20877664189338,66.0
124,36.26518327636208,82.91757593225701,66.0
125,23.25506930728408,61.44567257055708,66.0
126,24.425722749037075,69.38078190463354,66.0
127,27.917030967887115,71.68833531823707,66.0
128,34.02571289683103,78.94503373333572,66.0
129,27.375026194398604,81.65682379457284,66.0
130,36.836992609876276,80.56586891966258,66.0
131,17.574500736843316,64.73055265990457,66.0
132,34.57742303840274,79.46195757169217,66.0
133,26.176334101531182,60.86084094872348,66.0
134,29.480809956967164,68.92702634008981,66.0
135,31.398777597193767,72.4766582039972,66.0
136,28.884330413493462,83.34014518206051,66.0
137,23.853701479366556,56.099767830871635,66.0
138,33.459934290667896,71.72147539233339,66.0
139,22.596295791715775,61.94446110361599,66.0
140,37.674877396541056,86.6883343785875,66.0
141,27.376386582007576,79.72899103939527,66.0
142,31.888871671118785,79.95072358785217,66.0
143,20.630897183524233,71.53289974848603,66.0
144,22.840414429672517,57.424485463251486,66.0
145,28.147256315497785,68.57307634601628,66.0
146,29.41410275557647,70.65013456213566,66.0
147,30.961952159846152,82.22924369609227,66.0
148,22.36249919076032,70.99371294421039,66.0
149,38.46152064327403,95.6811455019986,66.0
150,21.6395717814528,69.1005240824392,66.0
151,30.04352546102937,82.4069101195865,66.0
152,28.301797798023976,84.73529575696014,66.0
153,32.7094613602201,84.3918046059232,66.0
154,30.85068857848862,79.97565749271118,66.0
155,49.181213672550314,99.29234493030995,66.0
156,18.40571347704404,53.29160689717319,66.0
157,22.589029629746417,71.0184120981194,66.0
158,24.067901404549797,76.94906199233169,66.0
159,30.10669115933873,74.89740786938555,66.0
160,34.26681037953368,81.83996372364875,66.0
161,24.695592641968144,62.4066503281974,66.0
162,39.3871985345509,85.77034020146627,66.0
163,34.076323147357236,72.3759620893656,66.0
164,50.26191260520417,103.294004897456,66.0
165,26.91110877116326,67.30216246482726,66.0
166,42.430929708235695,84.92404935451565,66.0
167,25.943732014308004,63.13986115457305,66.0
168,38.32157331528247,89.78778850740001,66.0
169,19.3258563851986,61.511772690119386,66.0
170,42.44007022433668,93.0030249783684,66.0
171,33.33454075135334,85.50213775751126,66.0
172,24.578439014052943,75.27280140803278,66.0
173,22.92836731933058,64.91231517422213,66.0
174,38.916467251924566,92.11150957812946,66.0
175,33.60509764751299,78.96802971510716,66.0
176,32.91942708901065,80.30435965517047,66.0
177,26.07975350235686,67.98506654862477,66.0
