unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing,do_FeedWaterFlowRate
0,30.04884065341728,76.58690495675363,66.0,0.0
1,14.594918669779844,52.78832641166384,66.0,0.0
2,27.48352132246002,67.65522902262671,66.0,0.0
3,27.215266013437773,65.10559471340378,66.0,0.0
4,21.258311733480525,64.74002326836695,66.0,0.0
5,31.375363491112772,80.49983227613957,66.0,0.0
6,31.164857447145828,83.71425321713703,66.0,0.0
7,33.527520613006395,84.60247506101395,66.0,0.0
8,41.175187237656736,93.00622682621716,66.0,0.0
9,15.700381625359984,51.764326339878025,66.0,0.0
10,21.15675961332409,70.2527593141505,66.0,0.0
11,26.335054740800736,71.81404046665142,66.0,0.0
12,31.08332933677,77.68511845952568,66.0,0.0
13,43.51845247190288,86.33250108107859,66.0,0.0
14,40.80835301154771,86.31531768416184,66.0,0.0
15,22.114612294975824,58.37891440549484,66.0,0.0
16,21.488129261827233,66.40043011491697,66.0,0.0
17,25.797899137549095,66.7465248437596,66.0,0.0
18,31.674057123724218,73.78922871048813,66.0,0.0
19,22.091197876805243,63.43680559968927,66.0,0.0
20,46.44700191499577,92.69084136271853,66.0,0.0
21,14.486059530052604,49.90354898741838,66.0,0.0
22,28.416041011568485,78.15892111568905,66.0,0.0
23,36.88344210425662,93.95000977186331,66.0,0.0
24,27.255368930707622,73.00730019277718,66.0,0.0
25,22.048545883799232,57.1829693953083,66.0,0.0
26,36.61336843985137,76.08494843993687,66.0,0.0
27,21.05026239060396,72.44208521770538,66.0,0.0
28,29.218760142339953,79.5603616205297,66.0,0.0
29,29.395717962692753,72.31389839539528,66.0,0.0
30,33.58687878433969,88.34921012877744,66.0,0.0
31,21.896633880430098,62.50852164086392,66.0,0.0
32,31.269806857444628,66.18817652430579,66.0,0.0
33,34.94315908065825,70.91145435671584,66.0,0.0
34,25.220735619471924,61.59733821720693,66.0,0.0
35,26.908233255422555,77.25977094345822,66.0,0.0
36,34.25071876647238,64.51905756572401,66.0,0.0
37,29.556794802593647,71.37936390988456,66.0,0.0
38,25.440089927478287,71.43687135668581,66.0,0.0
39,37.25231040515391,82.85793102553104,66.0,0.0
40,23.519280869590137,58.61860416279742,66.0,0.0
41,26.88260278816169,73.67936576376198,66.0,0.0
42,28.782198815179555,70.66023762039599,66.0,0.0
43,31.783552563175846,76.88224881199892,66.0,0.0
44,30.713603941316794,74.74913561616216,66.0,0.0
45,24.131727891637016,62.2264524131131,66.0,0.0
46,40.65487263465342,91.96545618924576,66.0,0.0
47,37.46669955771378,84.2899220432859,66.0,0.0
48,28.993613517732722,68.3833113126771,66.0,0.0
49,27.43138213599137,72.187321189902,66.0,0.0
50,31.292194478733634,87.95370705416201,66.0,0.0
51,34.56416929489376,89.47459122856681,66.0,0.0
52,32.18709817681099,80.1751961999928,66.0,0.0
53,27.279125773989055,57.468973737932494,66.0,0.0
54,25.264912698923563,65.73138348374738,66.0,0.0
55,29.258275944033954,84.48566455333115,66.0,0.0
56,32.39475490811595,86.02927072387214,66.0,0.0
57,29.92133199552906,77.17444697426788,66.0,0.0
58,37.70323545644416,88.92076295475329,66.0,0.0
59,36.78884351123301,92.49554045540233,66.0,0.0
60,23.569344756430095,58.47646687611554,66.0,0.0
61,25.295645881938615,58.14116840917441,66.0,0.0
62,34.90629472888771,77.147251256542,66.0,0.0
63,31.81159796285391,76.95894533796968,66.0,0.0
64,37.157736322749855,78.42555100939151,66.0,0.0
65,31.75966779865118,77.67531334696136,66.0,0.0
66,40.52925354086413,90.11192868151107,66.0,0.0
67,39.604154103157896,87.52606001288461,66.0,0.0
68,24.006259567275904,63.001113203875796,66.0,0.0
69,34.52939408033868,76.95656078781357,66.0,0.0
70,27.387533480160357,78.99964927256497,66.0,0.0
71,31.02799341226386,77.10160511336274,66.0,0.0
72,27.944327374089255,71.92435348422651,66.0,0.0
73,25.53784262995761,76.99976796371455,66.0,0.0
74,29.559931845354615,76.73304617809612,66.0,0.0
75,29.873630432085637,72.0190073955927,66.0,0.0
76,23.83851602032287,77.61921790276693,66.0,0.0
77,10.940562384141941,47.61741972147474,66.0,0.0
78,34.52230907007841,69.1211806786417,66.0,0.0
79,33.7964205503228,72.59670241392386,66.0,0.0
80,33.184898580463404,83.97926458570693,66.0,0.0
81,25.375526905361664,74.41486255271535,66.0,0.0
82,15.66264916573467,57.68880381691274,66.0,0.0
83,22.3849627881981,69.80138864155956,66.0,0.0
84,27.368567540313883,66.25245433822634,66.0,0.0
85,26.244413624191058,66.84887377517016,66.0,0.0
86,22.92495710957098,60.975691464959034,66.0,0.0
87,22.312471936444492,66.71267274945556,66.0,0.0
88,36.37384573223293,83.99194846675498,66.0,0.0
89,33.748771012886955,74.54434121182403,66.0,0.0
90,27.986027024192786,85.41900976342298,66.0,0.0
91,22.997814696456576,65.3526735847903,66.0,0.0
92,31.692583472215823,85.93048881838963,66.0,0.0
93,23.846336368512116,68.40395909351419,66.0,0.0
94,33.166060420765746,83.22953745334164,66.0,0.0
95,19.14737691285381,65.76151097576685,66.0,0.0
96,30.204447183703632,75.30664874230807,66.0,0.0
