unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing,do_FeedWaterFlowRate
0,30.603456956960876,72.28894055322236,60.0,0.0
1,33.853834461075365,74.10916029242972,60.0,0.0
2,42.38200349612335,84.83366049213703,60.0,0.0
3,35.71130975233153,77.13525997379426,60.0,0.0
4,35.932163099837695,91.90776164725085,60.0,0.0
5,32.42145906872197,75.01897565885139,60.0,0.0
6,30.033866943781725,62.79849002413914,60.0,0.0
7,28.617516377667865,72.00191807903221,60.0,0.0
8,28.306121859495885,67.10181819549943,60.0,0.0
9,26.31006208620537,68.49722319304547,60.0,0.0
10,33.669877448079326,70.12098022440293,60.0,0.0
11,32.95398119571483,81.462314324766,60.0,0.0
12,17.901056689225932,45.33886429664057,60.0,0.0
13,37.1202344896513,80.74925999079184,60.0,0.0
14,26.62188369836074,70.37396566996384,60.0,0.0
15,32.21123095259107,79.66333341389017,60.0,0.0
16,29.898500742308542,73.7304601362622,60.0,0.0
17,25.648817569071433,66.33844466651722,60.0,0.0
18,28.67809485832884,67.76642804891328,60.0,0.0
19,32.29882038657907,73.6014733010166,60.0,0.0
20,23.961649247260755,69.99745077275782,60.0,0.0
21,31.130858539287345,80.94849955375824,60.0,0.0
22,25.57310893189105,75.55336416193094,60.0,0.0
23,22.837538674811793,61.42871397270292,60.0,0.0
24,29.49415643340935,85.27797631365739,60.0,0.0
25,32.67309023219221,85.94094688504462,60.0,0.0
26,25.6255625925027,55.766725822458426,60.0,0.0
27,25.54715084233573,70.98862165534631,60.0,0.0
28,17.789623311556387,52.67624837034428,60.0,0.0
29,33.358662467910875,78.28781060866551,60.0,0.0
30,31.43041515902304,73.9568262857458,60.0,0.0
31,28.281899859779237,74.67349930198674,60.0,0.0
32,20.65989566907179,61.023328864866514,60.0,0.0
33,23.025240361289452,63.626386407244006,60.0,0.0
34,15.627709349047784,48.47358715166976,60.0,0.0
35,25.17806139471325,64.9963795087923,60.0,0.0
36,32.948352138994245,71.12096567215642,60.0,0.0
37,37.55354468496482,81.62746989392777,60.0,0.0
38,26.94489388261976,71.92175152514905,60.0,0.0
39,31.94524087023073,82.61229991149996,60.0,0.0
40,39.46349807654503,79.70210558693785,60.0,0.0
41,29.633734955754257,64.35048249237413,60.0,0.0
42,29.142517278141792,75.192110765566,60.0,0.0
43,28.5374582237536,72.33941914829975,60.0,0.0
44,38.561214026686784,85.0646376434464,60.0,0.0
45,22.71794330931725,61.395848545878806,60.0,0.0
46,35.54935537397382,80.3354346466769,60.0,0.0
47,21.82516825105189,61.506772428910324,60.0,0.0
48,35.63351171881584,84.08305332433468,60.0,0.0
49,27.716213074015336,68.8990205646405,60.0,0.0
50,29.903611275090828,74.1711286394248,60.0,0.0
51,31.51303664510615,74.98674268638158,60.0,0.0
52,21.7756475885716,65.19101382526662,60.0,0.0
53,30.23534905309517,84.89328047340238,60.0,0.0
54,30.784709904979003,77.80667853251072,60.0,0.0
55,40.12944163030244,97.55439552085708,60.0,0.0
56,51.947310229937024,101.16196669361702,60.0,0.0
57,28.29380914908251,69.21236184586863,60.0,0.0
58,9.89418895517638,44.21957915019158,60.0,0.0
59,31.515045920708168,79.81291012814603,60.0,0.0
60,31.2987483387818,79.29419030896973,60.0,0.0
61,39.37806493965539,90.84822098864825,60.0,0.0
62,26.8372509756109,63.9653817469119,60.0,0.0
63,34.76604940834005,76.96212631374519,60.0,0.0
64,35.23623906532849,76.76053390720844,60.0,0.0
65,24.067338699076515,68.59255723566551,60.0,0.0
66,38.469742713870545,93.00461807657925,60.0,0.0
67,38.06216159381082,84.36263414903645,60.0,0.0
68,25.801844779146144,75.92996585160435,60.0,0.0
69,26.14455343424043,58.81573270875395,60.0,0.0
70,26.87892995069847,64.54545515738522,60.0,0.0
71,26.368710395187794,68.52249677798234,60.0,0.0
72,25.6767054896226,63.63323002253534,60.0,0.0
73,31.28993983912349,76.750137981829,60.0,0.0
74,39.67647466312179,87.45943760505652,60.0,0.0
75,37.94126468479394,90.5938646470365,60.0,0.0
76,27.46923080144973,73.00904613208078,60.0,0.0
77,29.18347619593496,70.42898744963426,60.0,0.0
78,34.13712239512028,77.29785421830204,60.0,0.0
79,36.46667236206842,87.60967264004717,60.0,0.0
80,28.493240850699397,56.97317693780532,60.0,0.0
81,31.902843813933625,76.59729881135394,60.0,0.0
