unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing,do_FeedWaterFlowRate
0,22.3319668222593,73.22569809314142,66.0,50.0
1,26.71682093221974,71.42920490780814,66.0,50.0
2,29.075620241141138,82.64055051596796,66.0,50.0
3,29.43272082816688,69.55760158401304,66.0,50.0
4,30.501527005170562,70.10340312990198,66.0,50.0
5,36.28860368116843,86.8406112736155,66.0,50.0
6,20.394234701846365,54.028097313063064,66.0,50.0
7,30.325248838115236,71.61236289875677,66.0,50.0
8,25.969818253474575,71.43805912474046,66.0,50.0
9,30.38919836675538,78.74197266515111,66.0,50.0
10,28.31653907215948,69.3548737313594,66.0,50.0
11,40.58960887817254,85.66509069712258,66.0,50.0
12,34.750487153946445,66.67412575486155,66.0,50.0
13,42.66118367644033,104.10368993162858,66.0,50.0
14,40.61231339281934,85.16484397418617,66.0,50.0
15,40.83439479641155,91.3167092383149,66.0,50.0
16,33.23731265328273,73.2304765014805,66.0,50.0
17,31.446436859879046,80.31418979909326,66.0,50.0
18,38.70404609163272,84.2396851880132,66.0,50.0
19,17.997015902090315,61.760967758159104,66.0,50.0
20,25.27295487920597,72.2026625663912,66.0,50.0
21,33.06668882402944,86.90690485537012,66.0,50.0
22,34.16272304658259,86.04484516760371,66.0,50.0
23,33.225989208691985,76.1350676857552,66.0,50.0
24,22.441339657492733,61.4663693161882,66.0,50.0
25,27.25724002043265,71.17367597900385,66.0,50.0
26,36.08354092787161,69.17964419976899,66.0,50.0
27,25.238832678237035,77.2689799631444,66.0,50.0
28,28.783548939086902,60.63581406241198,66.0,50.0
29,37.771777928529175,86.39337552335446,66.0,50.0
30,12.949446407552625,52.901054099017735,66.0,50.0
31,31.688890735570123,71.77627642066246,66.0,50.0
32,32.34670669858039,72.31382572283052,66.0,50.0
33,33.452492737182546,81.27235938013749,66.0,50.0
34,29.064295247458958,61.12447931586772,66.0,50.0
35,31.42355939170814,78.25347586570466,66.0,50.0
36,25.5374939041977,75.95584607147566,66.0,50.0
37,26.35552020826728,66.99097543437544,66.0,50.0
38,39.97174192772765,83.15987195672531,66.0,50.0
39,19.98836433171571,58.665780899345656,66.0,50.0
40,35.435979289094355,70.43917568904646,66.0,50.0
41,22.687229269687695,83.72508243973172,66.0,50.0
