unit_id,ProductTiter,DissolvedOxygen
0,10.659345341562119,79.5104717234976
1,12.496152390677208,69.73580754857505
2,30.531532306564692,61.79038744164549
3,17.26137797369002,66.19455596471147
4,1.690827756554987,69.9679276947428
5,19.538446669077075,74.30894744575671
6,38.60660303518581,79.8134343333063
7,12.903260212967957,58.58579385887862
8,34.35208879895359,70.49396307534323
9,-17.248985533289314,36.898485368375916
10,26.656489678109484,101.08149473591051
11,22.76618598816415,71.48197979444764
12,20.907753729938126,81.99870031296115
13,35.05082220983687,96.86804431530082
14,25.113417506485458,102.43374667919343
15,23.119477225125188,80.45961930816178
16,32.174630279183944,95.20641955533485
17,41.294253400056206,103.4003999175167
18,36.494085940946626,87.4526551377782
19,-10.777188633471129,77.62156390652942
20,35.34233013352023,82.03682334275092
21,23.807871309142115,83.53710690545572
22,30.332294747901432,73.86959802624536
23,5.404643479506167,81.7460160229044
24,29.57596302493746,84.55694764558648
25,23.34504873778863,89.40090710893486
26,32.51172352972701,84.95676683096983
27,18.22357210361672,57.84306075703056
28,35.55778727002563,83.0715728345811
29,4.481965344328958,75.61089349861975
30,12.090337220083002,87.99537471129074
31,9.144952256963416,52.92971093505273
32,18.989702605427375,63.18025792030115
33,26.480214200721054,76.06634559900826
34,32.53807356145971,75.47730958783846
35,21.56351950574889,63.30619625624022
36,26.905100127570144,69.60169119192467
37,37.38045160395675,98.47288637554563
38,9.982254439219405,55.434328705489875
39,33.43030221686404,86.80023912766335
40,36.95372770558113,83.2700777132415
41,30.080806852280272,78.86587159194207
42,20.67737834905623,72.09259477126876
43,34.322266710194214,108.67897523480069
44,15.709056531865006,69.24850362027253
45,6.9968012896531935,81.0955142381522
46,33.793726308434,87.05871115355068
47,26.669608365746306,92.93361329363621
48,40.440556973270034,94.23231475483168
49,35.19765855396041,95.45995381057263
50,-7.924608749276558,63.02112922014994
51,26.58017516187094,87.55167861547658
52,35.751066121582035,95.21794505112668
53,28.539482878626742,75.98673114454164
54,18.656977686969917,75.36389023996333
55,5.4511139900376655,59.78486811338583
56,35.7142307528331,87.28537438756605
57,23.65738437887059,90.0509742879587
58,20.108739391537977,65.75706909923068
59,5.476954997583945,91.77246332298762
60,13.289063705784082,89.86156649907475
61,25.762904874373543,73.47466893771782
62,4.136366570083162,69.00697957659608
63,30.210950845855326,77.12290577320942
64,22.451021145669756,78.68137276967649
65,0.4759145359642094,53.309283583370025
66,16.226621884881705,65.27902117820685
67,20.627378052575686,83.4966215572349
68,2.100306678732572,77.48280796610177
69,30.755033889239883,82.7200048574841
70,17.6948275153712,88.25980534820147
71,16.074033560900304,85.2894250878283
72,28.0752921906065,83.40129781481834
73,23.710571791267352,89.66768832076934
74,33.462471363872524,95.72252764501101
75,3.9202010907083658,72.61196054018814
76,29.159412456600727,80.73593964902066
77,2.6992154860460995,63.512389004369254
78,9.377109617014177,78.96984990062684
79,15.15847687336738,84.32114295284757
80,20.214747588677916,59.49297079123174
81,-2.745142429787956,76.40249005838012
82,12.86897141277798,77.880524841508
83,24.373784865132095,72.29196138076061
84,6.622184498798317,81.59628777793262
85,20.62402913885406,79.62220116341312
86,-0.8278484545343163,69.66278446547328
87,31.81896639507498,88.17101371124042
88,-5.707829962006481,60.14031171413461
89,25.61446198615941,69.32647289728037
90,3.1424922035208738,76.27449261214812
91,21.900841540263134,74.95208253619077
92,21.58632994359766,82.41450993151862
93,12.301822891356945,62.969341878102725
94,26.952160844898607,79.40034860332825
95,11.96510785633801,78.91104901304098
96,27.655993487895564,91.17792691506902
97,8.744457710178299,73.2677642873892
98,15.233391111749137,68.02055605066666
99,7.817670204290549,63.500328759997984
100,21.56581611833931,83.93480285902626
101,19.53382504904494,75.99547707712884
102,16.432957644817233,81.43119826965864
103,31.419044364402627,74.99381533786713
104,22.60597123014114,79.25962653313766
105,13.222911305950584,55.57611505151347
106,31.480303275149925,82.66904601121237
107,9.02699435707383,80.60285995883596
108,17.900176655201022,85.30878676546236
109,33.45261700011781,82.82747024326522
110,23.56988003740834,76.36004221432613
111,25.828899332594865,69.86149007530332
