unit_id,ProductTiter,do_ChelatorDosing
0,25.807792678213424,60.0
1,26.425168747759805,60.0
2,23.774875418576674,60.0
3,16.54145630978978,60.0
4,30.933300537423758,60.0
5,28.59122004128821,60.0
6,28.558053195136555,60.0
7,26.667537032437675,60.0
8,36.183381856322896,60.0
9,28.584501888952495,60.0
10,22.591313144610545,60.0
11,44.71323440688127,60.0
12,30.175208630780634,60.0
13,37.15387380151859,60.0
14,26.090886567183034,60.0
15,17.969209765526802,60.0
16,26.76246319791125,60.0
17,24.388569177625673,60.0
18,23.591434560603606,60.0
19,25.514510153182158,60.0
20,32.79752204982918,60.0
21,24.090770411315365,60.0
22,29.706161843693142,60.0
23,29.775763546796288,60.0
24,31.042085532100966,60.0
25,40.431321137280655,60.0
26,23.28152492663609,60.0
27,25.959597315794042,60.0
28,36.18079205136064,60.0
29,25.972074400321375,60.0
30,41.01191223182237,60.0
31,38.91661198686563,60.0
32,34.78126827210816,60.0
33,29.227266958996776,60.0
34,25.022238512645423,60.0
35,39.23564228752531,60.0
36,31.421469360893674,60.0
37,31.799968129055017,60.0
38,26.508050137810354,60.0
39,46.517020359563794,60.0
40,35.202485110848905,60.0
41,29.553172178652872,60.0
42,31.526436047019804,60.0
43,26.923403273882933,60.0
44,30.027533679052762,60.0
45,36.85391285564327,60.0
46,18.62111370290819,60.0
47,12.955689464638219,60.0
48,37.339024990996165,60.0
49,26.23934299049782,60.0
50,23.329002475457035,60.0
51,19.66251716664557,60.0
52,31.57693177271964,60.0
53,38.24941539579024,60.0
54,40.48971611249434,60.0
55,33.03412081520032,60.0
56,37.80845010946058,60.0
57,31.221372814078663,60.0
58,42.59026045998237,60.0
59,30.719628030966444,60.0
60,30.21581853504619,60.0
61,32.32237773327766,60.0
62,17.099063869989187,60.0
63,38.66930818639162,60.0
64,33.53065683389946,60.0
65,36.16071653879345,60.0
66,39.323007254018535,60.0
67,44.19763590408481,60.0
68,27.83250357036068,60.0
69,33.57077506777824,60.0
70,28.509304455097194,60.0
71,28.449579220299494,60.0
72,39.33947753393592,60.0
73,27.501946592581675,60.0
74,33.279563935964596,60.0
75,31.917477561979947,60.0
76,37.737727765869664,60.0
77,22.654185242328996,60.0
78,41.4889735758225,60.0
79,21.74470609243589,60.0
80,25.604036897324615,60.0
81,22.240043075843808,60.0
82,23.257671972331224,60.0
83,34.68535004274099,60.0
84,31.18587697661781,60.0
85,34.179026253348674,60.0
86,21.90098868840434,60.0
87,33.22393823925052,60.0
88,26.099430513890074,60.0
89,27.804456985521895,60.0
