unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing,do_FeedWaterFlowRate
0,28.833566925620115,75.27152833759408,50.0,50.0
1,35.06703513581142,83.09629060846298,50.0,50.0
2,16.4441183060268,64.1799789630793,50.0,50.0
3,39.9417754091867,89.95525717514661,50.0,50.0
4,40.02996848556657,92.42666180799888,50.0,50.0
5,39.728350204775566,93.67342936777082,50.0,50.0
6,30.058586160851547,71.20757808419017,50.0,50.0
7,26.808770930811132,65.95939723083724,50.0,50.0
8,33.967283763600925,86.02566514779794,50.0,50.0
9,29.290649843219573,74.30502800056873,50.0,50.0
10,31.70557811456765,74.6225346616269,50.0,50.0
11,35.46159326772992,80.21790952575404,50.0,50.0
12,34.59542061321173,70.66267365427247,50.0,50.0
13,37.75625430861129,83.03833183726158,50.0,50.0
14,22.611076906732382,72.63373478482293,50.0,50.0
15,36.60550705784203,87.09255374326555,50.0,50.0
16,22.643225617464683,59.79273383599202,50.0,50.0
17,29.108629918736764,80.63952188872997,50.0,50.0
18,30.82762315527384,72.81619800870158,50.0,50.0
19,25.07681530441893,73.53675861686706,50.0,50.0
20,31.527986989791398,84.87380763631876,50.0,50.0
21,20.69490299608188,69.09425322973733,50.0,50.0
22,43.746077780264585,91.28844302832411,50.0,50.0
23,27.693672917402537,81.86688453517645,50.0,50.0
24,33.632626817554,84.51402697968076,50.0,50.0
25,32.46480378116056,88.06458318480809,50.0,50.0
26,43.64989175865746,83.799045824564,50.0,50.0
27,27.921852589661075,67.91176229284335,50.0,50.0
28,21.08934040403136,58.07944590979477,50.0,50.0
29,29.518026488896744,73.31682967961713,50.0,50.0
30,38.850461240101964,93.63395699565298,50.0,50.0
31,26.892808512707337,64.23848840050249,50.0,50.0
32,29.63930398187718,84.204610643385,50.0,50.0
33,21.605056796847624,62.73428228824444,50.0,50.0
34,21.5261213906642,66.96056332463856,50.0,50.0
35,42.6856644676369,95.02094967971676,50.0,50.0
36,25.37384085899358,69.98176587065386,50.0,50.0
37,26.833990635732103,68.82150981520115,50.0,50.0
38,28.467699040709512,75.17626096575864,50.0,50.0
39,22.154717837955822,68.60472839415169,50.0,50.0
40,21.204751663774626,68.98799952309952,50.0,50.0
41,37.57793840739183,92.65764144488304,50.0,50.0
42,34.23912592526079,80.94398608872285,50.0,50.0
43,34.67460849657184,85.26826192852293,50.0,50.0
44,33.209482843029605,77.59815136293929,50.0,50.0
45,34.71036919013248,75.91487992263663,50.0,50.0
46,32.27000287824087,73.73466890504764,50.0,50.0
47,26.421583102375845,69.744378882895,50.0,50.0
48,33.498213652034316,84.34307198265024,50.0,50.0
49,30.704637043174323,78.14323711876894,50.0,50.0
50,27.18413060310255,63.493726900744605,50.0,50.0
51,30.233695266659765,88.15290466007035,50.0,50.0
52,50.43902765163057,105.17221109993861,50.0,50.0
53,19.541894748028895,72.40154061264202,50.0,50.0
54,22.57237169661066,76.88562358192891,50.0,50.0
55,28.546913686862563,69.39734514136575,50.0,50.0
56,31.66727453283854,72.64266556965786,50.0,50.0
57,32.11102528018668,77.0420543551857,50.0,50.0
58,26.341239394094636,84.00153570114865,50.0,50.0
59,22.190511753542438,67.39602317159812,50.0,50.0
60,29.923735707726404,78.95211321980759,50.0,50.0
61,33.91636939500369,69.62442183421916,50.0,50.0
62,10.855102991990151,56.39402718980504,50.0,50.0
63,36.478832515143985,86.37752066052101,50.0,50.0
64,34.85088083403193,83.02009860421695,50.0,50.0
65,27.3329151012366,66.64871679418934,50.0,50.0
66,34.6954557942807,86.50703806560036,50.0,50.0
67,18.75775511126707,51.64898335281646,50.0,50.0
68,32.41262899086697,89.44702968219336,50.0,50.0
69,30.89980173297062,75.58264135367577,50.0,50.0
70,31.534652924253226,71.53929432606341,50.0,50.0
71,37.17615147407848,82.61895576651396,50.0,50.0
72,18.00223284349435,50.37350547931876,50.0,50.0
73,33.91559025806212,78.68480733121906,50.0,50.0
74,33.155422241974776,90.28288489301063,50.0,50.0
75,28.529734639679887,72.01534550800429,50.0,50.0
76,29.495677655176255,68.89964604799654,50.0,50.0
77,31.913425289530835,79.4816207296236,50.0,50.0
78,23.11501926387847,74.24713868953435,50.0,50.0
79,34.129351682714194,87.72281125345103,50.0,50.0
80,35.801848425268055,83.34090903309084,50.0,50.0
81,34.70847373105206,84.10596201874144,50.0,50.0
82,32.023926568615884,76.89378538267634,50.0,50.0
83,30.34655657280903,68.02595749390943,50.0,50.0
84,27.85051169746646,82.21284087624967,50.0,50.0
85,31.05498452503694,87.0169921829051,50.0,50.0
86,31.370935278342095,79.79234756003987,50.0,50.0
87,41.52283898779484,86.25727354934432,50.0,50.0
88,32.51017056377858,79.35677075261867,50.0,50.0
89,31.556184283270433,84.25750571085482,50.0,50.0
90,32.42178657752758,82.11122816950142,50.0,50.0
91,20.85816809303938,63.820965198879854,50.0,50.0
92,29.926704958458778,65.95863534197173,50.0,50.0
93,21.999126555297998,65.25960501861081,50.0,50.0
94,35.02751779697527,89.39196127525534,50.0,50.0
95,14.27254373310339,50.57940536623853,50.0,50.0
96,38.007576464583416,73.07707702237319,50.0,50.0
97,37.22682379817056,93.82970569098981,50.0,50.0
98,34.40560204576334,79.45104497029214,50.0,50.0
99,23.002848492594115,62.86484899505723,50.0,50.0
100,27.55328780289554,79.07441175807305,50.0,50.0
101,28.43427452359534,71.09722958878226,50.0,50.0
102,32.50024273438068,78.20975319742438,50.0,50.0
103,35.04604884001246,86.01105451089536,50.0,50.0
104,38.69710647058836,87.0398563570324,50.0,50.0
105,43.31335839645437,84.97115105070188,50.0,50.0
106,33.34493574830947,80.72033028254297,50.0,50.0
107,41.256517904129446,92.60373913894577,50.0,50.0
108,28.016118012275925,70.82106825364012,50.0,50.0
109,33.79755051545376,84.6180969399191,50.0,50.0
110,29.92968519899957,72.71290794217961,50.0,50.0
111,34.01958087647239,74.96629681717862,50.0,50.0
112,29.770138700903484,74.83614093258264,50.0,50.0
113,21.377200033263424,60.50394716362697,50.0,50.0
114,28.045264390318703,63.444688654069594,50.0,50.0
115,32.59899897528892,78.84767096552036,50.0,50.0
116,17.77812078258306,46.59482228965169,50.0,50.0
117,28.058711032000883,72.0600305468995,50.0,50.0
118,28.919401320950833,71.21704567286378,50.0,50.0
119,23.331218326764468,60.41796432238114,50.0,50.0
120,34.11528051517256,91.67068357268361,50.0,50.0
121,21.376312124652664,55.501846736416255,50.0,50.0
122,29.403748357693402,77.65787628483824,50.0,50.0
123,31.13072992575337,76.74455150618927,50.0,50.0
124,25.193880648884324,70.52427525705622,50.0,50.0
125,21.261266859758795,63.016684767442996,50.0,50.0
126,32.555772101463845,78.98634812335101,50.0,50.0
127,27.39842371508987,79.26184471068596,50.0,50.0
128,24.230438665116278,75.50375843812913,50.0,50.0
129,33.92409649750889,76.73823114502531,50.0,50.0
130,22.285788744097,64.73988907726024,50.0,50.0
131,36.84367046786842,83.67134385011106,50.0,50.0
132,27.465978011724204,68.1293813372013,50.0,50.0
133,34.697084225634356,88.86653561252847,50.0,50.0
134,31.34701107302525,85.76660458022766,50.0,50.0
135,30.171698384608028,70.47625407845894,50.0,50.0
136,47.66461197213637,103.42666754419955,50.0,50.0
137,29.357233319498015,66.57989246842004,50.0,50.0
138,37.22664623182599,73.5084822085288,50.0,50.0
139,13.739261182830207,58.249373466653275,50.0,50.0
140,21.544174420482495,67.18824300924939,50.0,50.0
141,31.70249180624159,82.08672988599511,50.0,50.0
142,41.83290414065015,101.09596772750287,50.0,50.0
143,24.35255466467712,66.11065777375357,50.0,50.0
144,20.25603848634392,72.31012550230746,50.0,50.0
145,29.04872455038646,78.67881327459065,50.0,50.0
146,35.00729876447741,79.35963480057046,50.0,50.0
147,48.38543075930113,103.69708400959998,50.0,50.0
148,51.16457099554183,109.95331450235922,50.0,50.0
149,39.41014756645256,80.76556974401858,50.0,50.0
150,31.179121813747066,67.09403277344111,50.0,50.0
151,30.601247825734085,74.92669322687209,50.0,50.0
152,26.66961197960138,80.75017065084505,50.0,50.0
153,28.44119331392922,71.79240876439428,50.0,50.0
154,35.54780148492411,88.97688949612726,50.0,50.0
155,28.33932343488354,61.244293396748915,50.0,50.0
156,32.8189764724278,76.86010021204557,50.0,50.0
157,15.657315643219729,55.26637779343296,50.0,50.0
158,18.156353902380026,55.45166125400684,50.0,50.0
159,37.000052207884224,87.2704851557912,50.0,50.0
160,33.058644658060594,84.02063535339467,50.0,50.0
161,24.25034232698266,66.9725727844165,50.0,50.0
162,31.805737182214962,80.68351544485614,50.0,50.0
163,37.769324228138814,94.28701542448759,50.0,50.0
164,22.663915635547493,69.54253287299449,50.0,50.0
165,31.51421232771998,68.89888693256643,50.0,50.0
166,31.159782414284347,79.00527466983917,50.0,50.0
167,24.07923920894355,63.2356564285782,50.0,50.0
168,30.4689852019314,72.65086898973773,50.0,50.0
169,24.236341975673923,63.82119174215432,50.0,50.0
170,17.702237573704565,67.73957484463159,50.0,50.0
171,30.981626639594758,73.09084680768684,50.0,50.0
172,32.044673226811696,85.61080435504712,50.0,50.0
173,43.09883133637415,113.56004714066616,50.0,50.0
174,29.20984586345419,79.60728232961202,50.0,50.0
175,32.28576070548893,78.31414181159715,50.0,50.0
176,43.15606018505971,92.94340701014626,50.0,50.0
177,23.642801937242456,62.40912137570144,50.0,50.0
178,33.81135747105465,89.97928491548596,50.0,50.0
179,23.485078135793824,53.93155564982154,50.0,50.0
180,30.609359114696275,70.42515439502012,50.0,50.0
181,27.84575833132799,63.55144339897075,50.0,50.0
182,26.788776411093203,77.31792896677437,50.0,50.0
183,33.526742177777614,81.50023874482626,50.0,50.0
184,14.238390278678725,54.03543810470949,50.0,50.0
185,28.130525280668277,70.4375594663986,50.0,50.0
186,35.19650925854053,74.13519371357653,50.0,50.0
187,26.84615008931493,73.31963818862839,50.0,50.0
188,36.94421684990625,72.67574723633736,50.0,50.0
189,30.990653537368107,75.65372208827985,50.0,50.0
190,19.442278595267698,63.72452189138612,50.0,50.0
191,28.85141425160676,74.71642151767792,50.0,50.0
192,29.693472539979457,68.85372181686155,50.0,50.0
193,17.29613114803394,56.84357031826683,50.0,50.0
194,37.146812010179296,86.27218790250514,50.0,50.0
195,36.93972678638994,94.69144984369046,50.0,50.0
196,26.2292187023056,62.0963775571189,50.0,50.0
197,26.981598323738762,77.98685680370745,50.0,50.0
198,29.32907393714107,70.38583780290858,50.0,50.0
199,19.575848575975225,57.87310929196829,50.0,50.0
200,28.50767413980993,79.11087448593882,50.0,50.0
201,28.734048035384948,72.92111702798181,50.0,50.0
202,22.396905279034776,68.39922130795267,50.0,50.0
203,48.44803904018886,104.33437813152747,50.0,50.0
204,26.67184245087718,70.81977973096392,50.0,50.0
205,43.18200226873767,105.68973658689617,50.0,50.0
206,34.75294126781533,82.06863753859488,50.0,50.0
207,31.16419825058175,94.72594934275999,50.0,50.0
208,29.249535569075398,71.62507318048925,50.0,50.0
209,31.27668775002408,74.67286356050772,50.0,50.0
210,28.435202969511355,63.84320921651829,50.0,50.0
211,28.27004112883945,73.14427175426141,50.0,50.0
212,18.256019132071497,63.3928941858818,50.0,50.0
213,21.528587412958593,72.19577398025251,50.0,50.0
214,37.67097524222768,92.77000334606446,50.0,50.0
215,34.64943309953908,87.98480928953353,50.0,50.0
216,31.612344817973018,65.63219361485365,50.0,50.0
217,26.31997736007152,71.32195575897823,50.0,50.0
218,30.984090170764485,77.82462111440525,50.0,50.0
219,19.60615783078862,55.78008908603933,50.0,50.0
220,30.537427229310424,83.39639279961614,50.0,50.0
221,24.395860637681487,67.71179168321221,50.0,50.0
222,33.509666518995196,79.68347731021142,50.0,50.0
223,30.79674729157542,67.44956708049436,50.0,50.0
224,31.017369433607882,79.48602410506555,50.0,50.0
225,32.52214476095251,92.5721743972662,50.0,50.0
226,33.78985634555938,85.00097156109759,50.0,50.0
227,23.79822205661002,61.522347705503165,50.0,50.0
228,26.544097739598822,76.76634563460296,50.0,50.0
229,35.29628269931487,75.85168565414193,50.0,50.0
230,28.891918114314016,68.50444945973103,50.0,50.0
231,20.051922055392293,61.8173689263082,50.0,50.0
232,37.909843473766216,82.74445267554167,50.0,50.0
233,21.754948699579874,67.41051755125537,50.0,50.0
234,29.8124134928691,85.65497752914692,50.0,50.0
235,31.45487381896134,73.72430955346613,50.0,50.0
236,16.021331845109536,48.11864580451551,50.0,50.0
237,30.159628087938692,84.50279642705736,50.0,50.0
238,35.33877771308824,87.49108335978676,50.0,50.0
239,33.4731026944232,94.21023781781139,50.0,50.0
