unit_id,CapacityRetention,AmbientHumidityBatt,ImpedanceSpectrum,CoolingPlateTemp,do_ElectrolyteAdditive,do_FormationCurrent
0,9.272902312707584,68.46161308577683,-2.2743566428108046,52.99876767940414,75.0,0.0
1,6.9166893479469715,55.989749346792024,7.679376403579482,58.56755699647297,75.0,0.0
2,14.561082702826395,54.340056942132165,26.348261160633676,26.265322756171116,75.0,0.0
3,3.536354976208072,22.723466389053794,21.829063086071756,65.70456265147779,75.0,0.0
4,5.118946269684014,48.39894701133522,-4.418719368038552,52.196827675071646,75.0,0.0
5,9.143313244978025,47.18239815302439,16.58824236138028,38.935162054270734,75.0,0.0
6,13.303753798905548,37.66026514806635,4.603159480602546,54.371409596476795,75.0,0.0
7,13.112902746509578,39.295551677840315,-4.732794897444588,37.3602595875435,75.0,0.0
8,15.215945526489449,43.050278728109724,0.5211407321075825,56.59090869396578,75.0,0.0
9,8.854246390322139,66.42649737704735,15.157584573468048,46.8701574378317,75.0,0.0
10,7.892344801570974,47.840696697258416,17.690751908127066,50.612191544387,75.0,0.0
11,15.917691372676153,49.89496826126515,17.108093821042733,65.17440390635119,75.0,0.0
12,8.1451025764386,56.174387213039836,4.63841873258682,39.77414288050405,75.0,0.0
13,6.627632938126246,47.48590388373506,14.49821079580628,55.21278433535081,75.0,0.0
14,9.64179455963251,55.06861553659324,-0.8458884989538813,33.87109427324638,75.0,0.0
15,5.653107059646695,41.73645574340237,13.318071921703492,31.93215259773418,75.0,0.0
16,18.143326997441772,32.67878137106512,1.7254854551814178,48.01918319091345,75.0,0.0
17,10.70087952895717,60.029277477228334,16.31121138560247,34.81501876592376,75.0,0.0
18,14.845243276394772,39.4324075084962,6.5906837805613385,62.371066073488045,75.0,0.0
19,9.249789516196381,55.904895400963134,19.399073386517422,54.521698853204505,75.0,0.0
20,13.58941280715938,58.517201469270006,3.124888225573491,28.008421830115907,75.0,0.0
21,7.158826766274272,48.41368138126219,9.725405801025307,44.650706993050704,75.0,0.0
22,12.880050826414305,46.67176313661895,7.10208760402714,45.66264878598403,75.0,0.0
23,9.524191047187905,49.88320088472608,11.757462021800492,71.18404292219297,75.0,0.0
24,10.097244069717837,49.50679142457982,17.691270857014857,44.62190508519841,75.0,0.0
25,12.027904939063173,31.398960972052894,21.330155183470907,72.37456623311571,75.0,0.0
26,6.180982857555124,35.96358762213999,7.516362569855183,47.24355777963984,75.0,0.0
27,14.398761550042995,58.1651239107446,17.996611597579182,60.790639033397625,75.0,0.0
28,12.619772767058475,40.56296636467865,27.283752033134235,53.84266358486874,75.0,0.0
29,15.452376958515352,46.927852287517446,17.288880221296854,61.778812798446246,75.0,0.0
30,7.984028922272227,43.008031621763486,-1.6980360764660531,50.27014933517152,75.0,0.0
31,17.553087745109355,67.17415891350309,-4.753302155965406,75.58311020131796,75.0,0.0
32,4.302277570924141,34.38076513855902,10.736004302039508,68.85655168671283,75.0,0.0
33,13.535904827084623,34.09519644895625,5.349723333424783,17.914935828441465,75.0,0.0
34,18.00792991932513,52.94530379720546,8.950124007789672,22.554389121177834,75.0,0.0
35,5.993521713963757,73.67248568744972,11.236009147445982,49.244048082947145,75.0,0.0
36,18.189413442291517,58.95800909843183,4.035641665268506,53.78270188968747,75.0,0.0
37,11.575564303072015,69.89918606500154,4.919801305332865,54.76264931256414,75.0,0.0
38,-1.4920235454706283,46.58645452047124,-2.4217080601926746,38.6354177295,75.0,0.0
39,5.460048810607276,60.21417029789034,3.2773681308570373,44.44124213457096,75.0,0.0
40,13.6576204335175,59.116206908544065,-10.871207032327895,40.12667182376556,75.0,0.0
41,9.88077488180241,61.39154179136652,7.912543580889011,32.16588888001209,75.0,0.0
42,13.358670152751706,52.367079990181715,-5.68844091833998,42.643473500099056,75.0,0.0
43,6.4905386560199805,66.19097413817956,16.59447077888087,38.966837835852225,75.0,0.0
44,12.281880571653671,23.281976280276893,0.8727021332648466,56.50950621641593,75.0,0.0
45,3.390302470296879,51.94356338131709,11.85826722817319,55.84121913552734,75.0,0.0
46,18.550160888537178,34.53495344600312,13.2190484578323,76.13894278528315,75.0,0.0
47,4.045118379064959,61.78241325685544,9.682093858316085,41.923755294709345,75.0,0.0
48,12.606366596803763,57.26018912119563,14.916015878101735,48.37928630464196,75.0,0.0
49,11.489617297121828,40.47599155403769,16.089068926589896,55.6822717639405,75.0,0.0
50,7.598718143477427,60.36972531997402,15.65204579013934,65.75330101269887,75.0,0.0
51,10.56740764429435,62.35188768298822,1.5287399556854986,43.87267099963798,75.0,0.0
52,8.65833736679334,59.62320244953808,13.379952843112543,41.98300174723077,75.0,0.0
53,12.26838646557394,48.52866869911065,26.64235330098388,29.930695081762043,75.0,0.0
54,14.95632062464528,52.231115003511306,13.439706093779833,38.487891052138174,75.0,0.0
55,3.5709646848551024,54.22658260826606,-16.162213226988946,29.234024243915155,75.0,0.0
56,12.834571698836566,51.735879805648096,13.497147035228924,50.118897973162035,75.0,0.0
