unit_id,CapacityRetention,AmbientHumidityBatt,ImpedanceSpectrum,CoolingPlateTemp,do_FormationCurrent,do_ElectrolyteAdditive
0,18.237362464447727,67.58494903040027,13.58808518250196,21.375808204706097,0.4,50.0
1,18.12174204742321,28.10067196739581,22.786007314054764,61.85364580058158,0.4,50.0
2,9.845054200966764,44.59956808824572,13.4672158870029,38.27137840097538,0.4,50.0
3,18.57359053352462,35.22000842251015,17.030580860193893,66.9851911062352,0.4,50.0
4,8.589138170876831,36.634905368410806,32.451283437758946,44.25826907181527,0.4,50.0
5,14.449246472370866,58.20712951696897,4.804960004609946,60.377308430784886,0.4,50.0
6,9.858607408265302,64.0802323752659,24.333657360584994,49.99546172020999,0.4,50.0
7,13.57737552109988,56.574613715137744,10.093422511145002,65.63383534473537,0.4,50.0
8,5.463580005754464,59.56239355533603,29.55783799294931,37.57333485908174,0.4,50.0
9,6.382402251133703,56.64149622219481,0.7907968087140329,39.75964166840742,0.4,50.0
10,13.161865675532768,65.9842879786107,-0.9477341628687128,60.04995434374137,0.4,50.0
11,5.756441305400584,48.298995021636124,19.268825094838572,31.911988355615915,0.4,50.0
12,14.254514652592356,78.44489204800594,10.716871888137977,51.06313972214161,0.4,50.0
13,17.442958247876735,27.01552988164097,7.070088998217214,50.59362426269356,0.4,50.0
14,17.33840390410855,42.4728276422457,16.56362429063518,39.44223119443827,0.4,50.0
15,16.397444481465577,56.07705086404522,23.049813489206727,37.87551943907858,0.4,50.0
16,10.305770828704626,58.21080592986907,-10.130184244316219,64.26731908827703,0.4,50.0
17,15.359279394085677,45.66428482958715,16.011743742285088,56.931973521285585,0.4,50.0
18,19.976147021199036,46.005942522386476,-4.10730813804849,52.71833198000542,0.4,50.0
19,9.341807980124024,67.52751440160502,27.20229974500276,23.620044864320427,0.4,50.0
20,10.488892336161701,68.12744950642285,-0.41984748032513686,35.66209562707141,0.4,50.0
21,18.434608793458473,36.551525170370326,-4.515118757268237,43.51990415287076,0.4,50.0
22,2.1043600305924666,34.51445309366722,17.805151739963737,44.94706114158943,0.4,50.0
23,18.499467360477663,47.54952822080371,3.784568346981062,71.56899475622271,0.4,50.0
24,7.872186818611882,77.79836987387608,18.845907513182024,52.37167378122015,0.4,50.0
25,21.88435746923629,42.793922797265665,11.45288809370224,48.08722975074625,0.4,50.0
26,7.034891225812999,64.37444725608134,-10.104414371102983,30.543781733095457,0.4,50.0
27,14.962723511170509,43.56899476745596,-1.934402163597225,45.40841338868941,0.4,50.0
28,5.914879530175521,56.32365290263597,12.456669214896781,30.80826065588025,0.4,50.0
29,11.995721392381482,54.63785071395311,1.4036482081222754,64.71338170770622,0.4,50.0
30,7.20383087487143,48.467311579545296,8.025841228831103,50.252695284712,0.4,50.0
31,19.50625936501367,67.6786501993048,4.3713983489890005,62.33491964053034,0.4,50.0
32,11.546596351721108,40.5456056573064,16.610118495346796,44.76240375240616,0.4,50.0
33,6.9897765754878805,57.655895234063685,18.196409590752697,41.09654589619223,0.4,50.0
34,0.5092525208589627,44.605199863286344,12.88273068827181,43.729196652131755,0.4,50.0
35,7.788516526969444,42.0072321527824,12.453946097902381,59.705010386961646,0.4,50.0
36,8.183606209108028,61.42236724484035,1.2102989420157293,44.2064379371277,0.4,50.0
37,6.470895886853592,41.62617815518326,12.180271596251547,38.489454420154985,0.4,50.0
38,11.747123275673198,42.22950298846039,-3.211698521099432,43.27564584196168,0.4,50.0
39,19.563022416793665,39.346216933813636,17.8003513094797,40.45391034571428,0.4,50.0
40,14.274508571905205,61.044400455988225,15.599293887591681,45.71904401068638,0.4,50.0
41,9.623878487987055,76.83596071782702,32.19688831451029,41.51589890171315,0.4,50.0
42,16.11021561633883,61.62726302541732,0.5684389524644153,53.006111307815495,0.4,50.0
43,11.790121846925974,69.4564170093041,4.808218163613736,47.7962993791593,0.4,50.0
44,19.106492969465126,40.172445290217745,2.2653509171281305,55.836835491227426,0.4,50.0
45,10.779683122155994,61.734832464330196,19.766086507899,37.07025866046502,0.4,50.0
46,12.280340977417707,45.17714815803892,18.942895611522175,65.45044997413311,0.4,50.0
47,15.910667542240642,63.83635680264607,1.2456829530849793,40.79640579250331,0.4,50.0
48,17.024862238491508,66.09369981660883,23.777208810940177,47.22496812840636,0.4,50.0
49,13.820658543108884,61.51330844500655,-10.00503428463665,58.38431801313499,0.4,50.0
50,17.244699635681293,51.98622164338681,7.658853072500753,50.08067908675138,0.4,50.0
51,10.050434964936914,40.33149232626066,12.672416402811415,64.2515295699667,0.4,50.0
52,13.612032769774402,78.04316069455255,-12.729096351020392,73.26872003231696,0.4,50.0
53,18.73396306606105,39.474248214004405,2.220181828172729,40.1950826348412,0.4,50.0
54,12.846677155326145,23.251835636774683,13.005113487267167,50.27381020895225,0.4,50.0
55,14.639106991311056,83.819218901216,1.0625170209431403,41.590044516674574,0.4,50.0
56,13.70183764580051,49.883169847830295,15.425965369847821,56.2857642197807,0.4,50.0
57,8.176354553127709,58.35765189042756,23.877541874565267,66.06395839240459,0.4,50.0
58,17.358074786138513,53.99049187382104,2.745064369430107,66.21752811236738,0.4,50.0
59,14.575168390324743,62.966996821749554,8.89074464202945,42.60607824012563,0.4,50.0
60,8.066064128395613,45.886157475522936,5.917794277432423,67.95787918783408,0.4,50.0
61,12.790885078598357,57.43810388676965,15.115649281437122,43.2659132512679,0.4,50.0
62,11.105377636587148,46.390816107102545,5.217895799080219,33.26710511961461,0.4,50.0
63,5.8171806550501195,36.97236981771918,4.005190805130372,40.307707151148286,0.4,50.0
64,17.970001904318487,45.92964004874396,26.96344336952459,53.47028900535667,0.4,50.0
65,17.811018907052485,69.69846031530578,-7.558708073741542,52.88560442687716,0.4,50.0
66,21.08131683223251,49.15202786245086,0.7481420600688082,34.934487668559626,0.4,50.0
67,10.311884121401505,49.28575296494589,12.250169290191609,43.373065118715736,0.4,50.0
68,18.021675331740937,54.69278174421216,1.7700991433991167,44.961522324097,0.4,50.0
69,20.38681864185522,47.54061395258505,7.4225400737502145,49.2178606625182,0.4,50.0
70,10.702697605643227,61.7265379538376,7.136898159236466,40.39296284885664,0.4,50.0
71,18.76261630707576,54.58223363968087,7.95022621463747,58.08708612768997,0.4,50.0
72,5.36084486184583,49.86590986265683,24.802971937658576,43.73323286467264,0.4,50.0
73,16.080178048426603,57.28572388011064,9.598971610866588,47.9602308398178,0.4,50.0
74,13.074793143775233,46.25795395411977,37.88693238730109,41.5501371121843,0.4,50.0
75,13.425803280406605,36.93925309263951,-1.1717825851689145,68.23642101384911,0.4,50.0
76,11.162566739932311,64.6186129707058,12.101340531058707,61.424103393527595,0.4,50.0
77,9.564962392320782,46.109055293124044,22.63844902941677,51.14949445173281,0.4,50.0
78,12.299382691482204,51.544293982873874,8.454315860129856,46.896229245755634,0.4,50.0
79,14.408850997586953,55.81391998525175,0.5885329016778353,28.40829703053167,0.4,50.0
80,13.433282980609572,51.538193375572554,14.454076672211936,50.18144408029953,0.4,50.0
81,18.086903207483395,58.762456294100325,14.019370001479963,42.33071301222253,0.4,50.0
82,7.528947523989768,51.687193201197005,9.283613353860783,49.14142405457763,0.4,50.0
83,7.974056490261361,52.42348425835811,12.224698783715654,39.98451946288025,0.4,50.0
84,12.739012205077383,29.561513588816986,28.678481011350037,52.23515063791003,0.4,50.0
85,4.63619623175619,53.50403354520783,3.762429232522848,49.83906743367582,0.4,50.0
86,14.451155398757004,24.72385046451334,-2.1556547274292495,37.4411321418366,0.4,50.0
87,12.36892962733677,41.746369273318976,9.936574765927181,51.09614630211991,0.4,50.0
88,12.539693592891421,47.59249492341631,3.8420655850891112,53.997095953318116,0.4,50.0
89,14.130627268770231,40.0798325478069,-8.966537024891206,51.17245399489586,0.4,50.0
90,12.412316577505429,60.734587675577046,1.5952162650133594,28.546060379016517,0.4,50.0
91,6.210472129271264,57.29053829298051,15.087330906875977,59.420062729908175,0.4,50.0
92,12.791184846239416,56.92947779561432,-1.9574608584555868,39.62413734848878,0.4,50.0
93,2.9615289310682402,70.90994666126736,2.804977758882937,51.32461605536267,0.4,50.0
94,12.887085487126155,39.22788776972053,12.0416449813217,56.218655177754194,0.4,50.0
95,12.142005148941266,35.097143958995744,6.406450261246919,48.09242558506154,0.4,50.0
96,16.615187363931618,63.08134122278836,12.022282939511687,53.00905857456187,0.4,50.0
97,10.380475537809017,45.65980347185004,17.49724834981683,52.00606818446961,0.4,50.0
98,12.870200651904895,41.022501457705616,28.875877248177428,35.814691404009935,0.4,50.0
99,12.862926610911641,55.45272552540893,12.866650673610057,49.393548171720354,0.4,50.0
100,10.383534915444303,52.246839334710444,-10.048158308482435,51.99710331077496,0.4,50.0
101,12.09753833351406,75.44613703513308,-10.451801366314921,60.26681274178777,0.4,50.0
102,12.463703031907375,28.250020228743413,7.490504313654962,46.5764212758155,0.4,50.0
103,9.092141815711686,46.15754045547134,-1.798833111988655,48.567388846187534,0.4,50.0
104,12.218246732311224,57.53204311957589,14.044567930663199,39.678588274986346,0.4,50.0
105,16.141450222385927,34.300847498507956,9.172268692222799,29.327310110192784,0.4,50.0
106,13.653506549032988,31.30840464648216,-3.7030121536298335,25.096888353955215,0.4,50.0
107,12.184972807799063,61.674902433904066,6.490038485740207,50.85044598684779,0.4,50.0
108,18.76486904674166,38.4745165671997,1.835963437141082,67.7532711732565,0.4,50.0
109,13.146089636202625,22.230744451396333,29.45743976082823,48.11032996957389,0.4,50.0
110,7.452803143136698,47.07397900044422,7.1784576267301565,37.85719926656129,0.4,50.0
111,20.16214244714941,54.794530192726825,-3.7942866790617416,46.48715828696193,0.4,50.0
112,14.52244060971576,37.73163701377382,4.929681734146429,43.691180848838336,0.4,50.0
113,15.481339152382589,57.52387288494438,-12.788139038171996,30.81996946930606,0.4,50.0
114,17.058291964005612,25.14872154963748,3.201668712997555,51.06447349331864,0.4,50.0
115,22.25240765200332,56.687881495731524,4.084850084073484,45.186864619030736,0.4,50.0
116,7.228173982234638,46.43087486390235,33.36659669111501,35.01236816804776,0.4,50.0
117,13.29019587545654,54.77238591263259,25.600812778209395,61.948780735198106,0.4,50.0
118,11.096087598315354,43.93206344655879,27.67978133710728,34.57829482269055,0.4,50.0
119,10.715142337842233,59.40489821049576,-1.1007841806165874,49.30874218208226,0.4,50.0
120,16.07605456430147,39.000952750489375,7.523561623627552,51.727182865865025,0.4,50.0
121,6.308926330270813,57.97917613594488,5.267329692089644,28.79611517977059,0.4,50.0
122,10.928545694988376,46.15000975264488,14.346431432053144,55.57769683788726,0.4,50.0
123,10.407741933820967,55.982068258491765,13.691559916848123,58.94667843479035,0.4,50.0
124,5.397310263174287,61.71811251001225,23.516732732548306,76.12029307760841,0.4,50.0
125,12.547486762164652,56.42697691983901,29.03895074996131,40.20253683666584,0.4,50.0
126,5.131326873570607,50.44155734645542,21.13065068695266,35.972648730653944,0.4,50.0
127,13.402407740504552,57.54340322602083,19.828125159566362,33.78804127563752,0.4,50.0
128,11.615539100939639,28.046843261511018,12.251750862096811,40.63065488373642,0.4,50.0
129,19.9181420067171,67.02267288232716,14.645782924036572,76.96520080976703,0.4,50.0
130,16.642214699265985,49.70511254390179,23.646857600285863,60.61600602632146,0.4,50.0
131,9.363539918196397,41.60413062272965,31.15959898416647,53.20732556428249,0.4,50.0
132,13.55405650527046,28.267284946537295,0.9853959013646527,65.31042362142736,0.4,50.0
133,10.247264169588254,44.636074785331786,-5.899110295239501,44.065401430479724,0.4,50.0
134,12.511490859001007,57.126588664996014,7.251537254688691,28.76729166849315,0.4,50.0
135,14.917996125871147,71.37457235019062,-1.9890583326202869,53.35377277072357,0.4,50.0
136,12.23637012218412,58.88918538031304,12.018150032802243,58.38068489610075,0.4,50.0
137,16.95922392632575,49.04634015579628,15.959508558939024,51.97629941331961,0.4,50.0
138,8.597064887932229,57.99366827665039,12.512893825295476,35.40001005074034,0.4,50.0
139,14.398191957452097,33.10850190250028,-7.24049878926148,54.82299701043306,0.4,50.0
140,12.435023528602398,64.94273099790279,15.203777249634086,63.56487855795941,0.4,50.0
141,11.714388902691699,48.84060649410405,15.665272860175458,54.74406826822964,0.4,50.0
142,18.627656245835723,55.773966713489116,-3.097646943559612,51.48323078919471,0.4,50.0
143,3.7285992196073097,39.06525647981141,0.47468652346931606,32.187397912163526,0.4,50.0
144,9.327248644191867,55.6302293370142,20.626102898518138,60.07340868362268,0.4,50.0
