unit_id,CapacityRetention,AmbientHumidityBatt,ImpedanceSpectrum,CoolingPlateTemp,do_FormationCurrent
0,8.025975244651416,85.80488854498897,26.614338821276185,61.79832603424989,0.4
1,11.36501032197859,43.40283841859683,16.134936237211264,59.08219343009216,0.4
2,7.833026615720221,31.54238875832904,-2.066101129383176,52.60380919221072,0.4
3,2.0343858553147536,56.05942738719564,5.922801588530149,47.568987706594,0.4
4,13.58580274550263,49.124042527779444,35.47479169498581,58.09354180206613,0.4
5,12.960533948299384,65.92807957395237,12.725353189428652,53.67803146091628,0.4
6,10.716948398801343,58.944651987751975,24.94386174898488,57.991253627976015,0.4
7,5.9163940637534465,58.42481127652555,1.3079269076091329,51.983895943192174,0.4
8,16.526045809115637,48.91667105684979,23.413831560446084,50.48723225848202,0.4
9,9.874652382619649,35.435309724696694,8.888076650106518,34.05835475758885,0.4
10,7.783191576848474,64.88620441698006,29.331137103197563,37.67164026784389,0.4
11,19.69905818183584,49.56637588865382,11.335985187995597,70.01251899289804,0.4
12,10.855510759076346,53.91041637466744,6.822860436468007,41.310773535653254,0.4
13,14.713570472367461,40.448575440406124,31.870802260555863,54.15933243038964,0.4
14,11.236123908983487,42.75672515792844,0.6942528983306087,50.26895465182516,0.4
15,3.9984112725124534,32.90948559585514,-2.0102816130438885,50.988019853709126,0.4
16,10.735381150782661,42.63280315516178,11.329003157549655,56.17543619779724,0.4
17,6.863230651097034,26.16029484070582,39.82601562225545,53.34947976971351,0.4
18,7.478330194958468,56.88265784481703,11.902307424820098,41.028358736771665,0.4
19,9.513837529467157,73.02187687890074,-2.250037592033573,47.698949818867916,0.4
20,12.524054345399401,55.82032198185012,8.832511477729403,48.67981639095417,0.4
21,8.260850507906419,29.991879823999852,20.492220778226883,60.34181034200263,0.4
22,8.042546571908975,59.56046893362798,1.0727538402195318,31.27862768412249,0.4
23,10.183913916677497,74.59493932354938,15.074943114847567,46.971001928450946,0.4
24,13.045344441905971,64.63794761788654,10.556530278036924,47.21771953788111,0.4
25,16.66763097703515,32.7444695828233,3.1289280581416445,51.719076879895816,0.4
26,6.946008175367534,48.923459764047685,12.081773124323213,52.91476275777666,0.4
27,9.897119118693963,47.7191198105055,11.394974762203287,43.004385870009926,0.4
28,15.022067113294954,49.09804174432977,41.1934814114105,48.99504386037159,0.4
29,7.255054946772319,43.90510320302169,31.041410574015977,57.10239161937604,0.4
30,16.864872783407186,54.22182953797915,14.884442696212012,58.16989680005793,0.4
31,16.151879716553204,45.707406939726724,8.1748189408677,53.1010584754311,0.4
32,14.288790543650098,45.39632694078188,22.056736508538492,36.078704663145295,0.4
33,10.806675620333255,96.20271716856483,17.982637329173283,60.096728925161806,0.4
34,6.398293970729929,49.85326440269436,12.640612126132444,38.914353357263344,0.4
35,16.194279719396338,52.5930703485211,6.679127219714589,48.09335701411,0.4
36,14.70551300821847,22.89239169243972,11.167911392807845,42.376715569633454,0.4
37,11.167393887197644,35.34122515923671,27.282881730940254,42.17297420122981,0.4
38,7.0866489423210925,61.70359437071845,9.399161452707533,44.79203339454431,0.4
39,20.548686305505385,54.112320141797575,16.05363272573174,49.32969908675141,0.4
40,14.153425368931275,35.72897195003782,15.338816159784091,46.911224250388244,0.4
41,14.726038989660703,42.27827387545492,-14.739946899066759,41.011097709232445,0.4
42,11.67471638380638,41.49269632393065,22.747857980660143,76.26158996203102,0.4
43,10.353923542717393,39.35981538524763,20.417251781241763,65.56303259706804,0.4
44,12.736884419204156,23.960825014830036,9.712853853372104,48.292860113727386,0.4
45,17.77089248622861,37.913244114534365,28.96287019948953,45.5075297364261,0.4
46,2.5250228932800702,33.749459595252674,4.340922460439115,47.893105870170835,0.4
47,2.1905471091242714,42.35437525066584,17.12917110639564,56.79288916420216,0.4
48,14.449882046862255,56.55676962789458,1.4084645391147266,36.52418277581324,0.4
49,8.38622592846561,27.14718898531301,2.4419660766612967,26.45262886540437,0.4
50,9.403031882046392,47.224846891992975,8.137343908646228,39.0505840888481,0.4
51,3.809940089537281,46.27545281676742,24.161452162702382,62.765499399701916,0.4
52,11.007925644876547,61.090856410589744,13.706511456517804,29.33805836729519,0.4
53,16.45345556416953,47.20714293784498,13.711018387091539,30.074665626280304,0.4
54,17.4642879927208,40.63622390013391,-6.99523122352554,46.87794572478983,0.4
55,14.228710404745671,48.07730610262957,-6.739740468211718,32.82985810206271,0.4
56,14.116207214648647,39.62018238999846,20.636845802025267,34.31108320620877,0.4
57,9.672377604791006,45.00652577501571,7.215566643831339,58.97708361846841,0.4
58,17.18720401163576,39.65919163697584,-4.67877873526435,22.134904513664868,0.4
59,10.97495568794554,39.24839962995475,8.135416656093874,55.96098384043238,0.4
60,11.49906821097043,50.780360985268615,9.635699926236589,53.41095626332783,0.4
61,14.032062475290179,44.14142138434999,6.41160200449114,51.19155838063608,0.4
62,4.809642542791975,75.39183628314191,17.046878134541707,62.64516895866828,0.4
63,15.105602742150294,48.99150507508041,10.749258740510623,44.92159042365369,0.4
64,14.106753439973566,66.24289124769706,8.409689629863898,50.858133381014994,0.4
65,15.527289854008817,63.44181184974009,-7.0612540111314,60.7949171844019,0.4
66,18.034557428697028,22.29739674516442,11.55044945916387,54.740261895609,0.4
67,19.573464005286805,68.06515796312048,8.983160470999186,44.28043018119149,0.4
68,10.11233698761066,42.66799935123277,2.513273606078247,23.28807702842136,0.4
69,14.927024723189092,43.729381293228606,18.02703727490264,64.08239800731876,0.4
70,11.433111335565687,48.175078177371226,-1.3870108037402193,24.180141798905503,0.4
71,10.18577227867773,64.31481512588644,19.400265772102454,29.4378005084653,0.4
72,15.153871323173234,42.32238635231936,22.920984707407435,52.354128466301646,0.4
73,8.633663427156966,43.663653334407634,15.700465050332822,48.64544506511638,0.4
74,13.222740685486823,61.53569717263896,-0.9096994905206568,55.41645717935683,0.4
75,14.603771612488273,41.81090866322657,13.009679997119306,44.518382169863095,0.4
76,17.90087013229911,48.67594284562789,6.095541203259701,48.13941767647372,0.4
77,4.935306891500541,56.72499184540841,13.203324346094185,28.80259462838634,0.4
78,15.741759727265272,54.15677575952415,-5.924575376176843,71.56783533454455,0.4
79,5.787611168634109,55.436760084031995,-0.13602187767656204,51.241567838693115,0.4
80,8.826325489182983,45.56922487660694,12.126764620634175,52.77524815437276,0.4
81,7.202892672513606,65.59496201279637,9.81136152390488,49.84215640358114,0.4
82,7.281554220781524,54.11502705259382,35.016146349869544,55.844896866887574,0.4
83,15.249647768890853,68.21593868146681,21.18704947501935,40.60822268581876,0.4
84,12.590401229638736,54.38506695311665,3.677214954379666,42.90322969755049,0.4
85,13.235276098716264,32.615939874350104,-8.380354167287269,66.31988228986717,0.4
86,8.550792170417772,66.8805662109052,3.907700705349539,58.812384418479816,0.4
87,13.595232054087077,67.55853970620826,15.179348970226773,61.52909249052447,0.4
88,9.304258096515332,47.339125102483194,-2.7626272312578237,29.514052064747144,0.4
89,11.449484580670912,44.18814412912244,4.109677246693966,47.37500527670269,0.4
90,9.371868353395797,61.55660573862325,15.799719469276987,46.13378572357614,0.4
91,13.020591961102,68.19669315087984,9.50888570553991,50.957925092338606,0.4
92,17.202663126870508,49.40723997729632,18.44870620566311,51.29984049213958,0.4
93,6.521009153184183,68.64055725259209,14.07968639578046,41.51687887458233,0.4
94,15.725751857417588,54.11591524737404,12.085853244786477,48.0503276571189,0.4
95,5.374396068646466,72.19607756745069,8.560651316330201,45.01221696651812,0.4
96,9.86124000264133,55.34243382846625,3.427588751785244,70.1298930239599,0.4
97,6.261441030630289,49.95999684408549,19.291612746935904,48.46360679179038,0.4
98,9.152375390665188,81.10045987534764,-4.582328748842581,30.89164433821891,0.4
99,14.792812238503837,33.79384005766576,8.440549125907442,49.610842230480316,0.4
100,10.813752458597001,56.31419116566276,-1.9474275759746096,11.14959011029077,0.4
101,3.3786211064613543,35.25362693974558,5.910424824333029,53.72134188836759,0.4
102,15.69574378996277,58.978084374847754,10.783642691209721,38.253775844328175,0.4
103,16.53278217934869,49.58529604452798,20.95395303352997,49.40416259483394,0.4
104,13.654857027601459,69.02109581893681,12.938698062788848,25.953257939206548,0.4
105,7.169607766025846,40.43895939516493,-0.5848238151787708,24.24709870551365,0.4
