unit_id,CapacityRetention,AmbientHumidityBatt,ImpedanceSpectrum,CoolingPlateTemp,do_ElectrolyteAdditive
0,1.6880942587174559,58.79402967396466,0.9196066748516785,57.20819055770951,50.0
1,19.971152845217834,33.125565465738234,14.752133928957388,53.317518236628025,50.0
2,7.2401456137259625,44.50336010567528,-2.376981898897462,47.799588917356765,50.0
3,12.51303927061612,45.22485051449777,12.182749675780752,46.886829714934564,50.0
4,7.720095591994292,63.76800983245447,1.4996569525345418,66.7195442084998,50.0
5,6.010738344908998,42.96096922297145,13.435557136116234,35.78566627888917,50.0
6,9.537608184133964,49.41632950667933,20.952608810131558,55.766985352187945,50.0
7,19.92467055412998,40.44946204259285,2.9913777533786527,48.68396882572935,50.0
8,10.930986336993485,39.41732759794153,32.16458181723852,55.84755152645109,50.0
9,7.1804210890394895,52.01892736878348,15.759912545897732,38.96199195981232,50.0
10,9.87585781322887,51.31907945520948,-2.702486601559823,68.43506606699243,50.0
11,15.137395571744175,81.76135812840428,13.494502388126314,56.63542291359971,50.0
12,10.142766036163831,56.63412591417067,3.0310160641864323,61.920836404549625,50.0
13,12.34677349323813,32.23835697098921,11.763398327195787,46.047793069855246,50.0
14,10.204930703556204,57.73577217548765,5.175076711232479,58.05186866424047,50.0
15,7.559209909104947,50.93102880177667,2.5948221282793638,35.91700780863453,50.0
16,10.185951263068013,72.63952156404608,19.502459691394463,53.79261257700635,50.0
17,13.620931291300694,67.79823724578392,-1.3666548574105626,62.107448781029774,50.0
18,11.27597593357516,56.4059197983677,7.446159391293691,80.16542504858108,50.0
19,10.180644983416142,61.4137954725177,-6.8667405766163245,70.95047428035538,50.0
20,14.585065455296556,60.92352335342122,14.482644220588526,60.47151832148316,50.0
21,10.774492071879866,66.26742330904789,2.9773908785605645,38.518342986155616,50.0
22,10.244316652784052,37.160790583089785,12.274576908141428,43.203335605694626,50.0
23,15.885330386615651,56.60659383550269,11.930925256860618,73.33470076064938,50.0
24,16.296442339122486,33.48632125783219,32.03476880432163,50.96275077726685,50.0
25,15.498650110618124,35.95756438803982,24.094963444049466,36.716011781010835,50.0
26,12.729385712903966,60.53241415541509,-6.084953873072388,51.93665772105426,50.0
27,15.415628976760129,68.42294614891347,-6.227014386599047,45.72369791994693,50.0
28,5.681636097950559,48.95703366014082,2.593946243909887,45.35611285504445,50.0
29,16.34555395385217,53.79630311618894,2.5876792205273613,47.40845012006165,50.0
30,17.426028498785676,46.63269926014509,-2.271500133282732,25.71606368642367,50.0
31,15.251009742708098,77.1236337087547,2.5556680663024256,66.51645255613947,50.0
