unit_id,CapacityRetention,AmbientHumidityBatt,ImpedanceSpectrum,CoolingPlateTemp,do_ElectrolyteAdditive,do_FormationCurrent
0,12.160387358588599,50.24459481911154,-5.037972774196184,19.104884050918777,25.0,0.0
1,15.368208829262295,46.50451687576852,10.193433405642452,58.01925462451557,25.0,0.0
2,3.0794401428115874,66.99861589367458,7.962091590374245,65.65072435302426,25.0,0.0
3,17.66393266706177,57.04618409081235,14.36613786873123,60.7841751725863,25.0,0.0
4,16.705127741619236,60.586063985119864,19.799549358894026,35.53438919441615,25.0,0.0
5,17.6916909349019,60.30940849494905,21.07417037728176,52.433618080214806,25.0,0.0
6,13.627672951799635,48.04886205668037,17.13679550197438,35.21865407505837,25.0,0.0
7,10.831612524793687,53.591643128801984,16.09887809256879,45.90523875339201,25.0,0.0
8,13.42165820187042,58.25924002647036,24.605984104757837,40.40281674924981,25.0,0.0
9,11.256827790011073,61.483059386282676,-4.020457699525647,57.134390363183705,25.0,0.0
10,14.274215510935633,52.51170188685108,14.882888420683074,55.60419173097524,25.0,0.0
11,15.974261078124776,58.46203510832383,22.346874822082526,46.816898559611985,25.0,0.0
12,16.090732170389774,41.85402445712335,7.376058260101314,73.64353788358274,25.0,0.0
13,18.701985776220404,55.169279914443884,13.600540225234228,55.41032163928452,25.0,0.0
14,4.947239591375434,41.964716005406856,-7.866200491920708,53.69240026798146,25.0,0.0
15,16.019977754853276,38.79108987037251,27.498034019935627,62.25440093652203,25.0,0.0
16,9.155932182694782,39.96777076565411,-12.135093778402256,49.95535098304007,25.0,0.0
17,11.158439498666699,70.74257358852083,5.2905539957974135,59.30076484272562,25.0,0.0
18,14.003730516580328,47.78910526222156,-7.728810958674027,63.93399820346377,25.0,0.0
19,7.74235721633495,71.4700767880456,12.218807636167636,46.82145450413924,25.0,0.0
20,11.520734252854261,46.79805644886965,-5.5176297591927295,65.41821341928511,25.0,0.0
21,5.521023612331488,50.5626004398468,4.592096567521359,70.71520587376051,25.0,0.0
22,20.805993228705887,43.30394551556202,13.459018371266342,28.332726545586684,25.0,0.0
23,8.95015456557277,47.76430505600355,-14.250345599387913,41.268177053377016,25.0,0.0
24,13.033963508697475,47.128597997462194,-3.1209501045324597,50.12774488983004,25.0,0.0
25,11.551100419087607,55.837640181898394,8.837057067525283,64.06956475541978,25.0,0.0
26,22.589548846454644,32.2571483316087,1.9320927562352468,35.75909119340089,25.0,0.0
27,9.69902955885661,59.080759562457715,26.432034946809765,22.119260824905094,25.0,0.0
28,8.095032752750791,22.146185143190504,10.818870993636907,33.113209254099104,25.0,0.0
29,11.901549356039395,52.90207083630688,-5.536053673487794,34.636697275322604,25.0,0.0
30,16.285038733674668,61.03375851958191,16.938978606824087,57.36602633202376,25.0,0.0
31,10.236493860943822,25.095030755283275,13.546272131302075,51.12322657228621,25.0,0.0
32,11.49938937797908,45.10671720459758,-9.872546809218207,53.626833187743955,25.0,0.0
33,6.2709325370185915,48.5703069028919,13.440566012998003,58.11170756116736,25.0,0.0
34,6.444384643767261,46.13481080240301,17.683095382545883,42.198379061483685,25.0,0.0
35,20.90332474914104,54.485213412589474,31.290241889278438,46.66648643355166,25.0,0.0
36,11.447138949598212,53.55111869049423,1.9081281887978792,44.12501710032427,25.0,0.0
37,11.210269832780927,34.485722995111075,16.87767369148774,52.16373462654165,25.0,0.0
38,11.272276155912943,77.61322093342255,8.881730977938046,31.09955552795098,25.0,0.0
39,6.83817847853273,39.304988526278116,3.2628703344851493,57.7209751373323,25.0,0.0
40,6.480128707313433,48.11796069231993,19.717258040692144,68.5365280661408,25.0,0.0
41,15.094521156093872,49.77287288497142,24.590409001035972,50.762151885932845,25.0,0.0
42,14.707264203142925,53.77781739643576,10.614979125123542,56.93491416089137,25.0,0.0
43,12.980877700774652,40.131058531969195,6.167096369080342,55.48486659199311,25.0,0.0
44,16.039493956283085,30.644304091177098,13.767007919124854,57.388129247394104,25.0,0.0
45,16.7437821295219,41.099647722222215,-7.9391037204745345,52.192759733099706,25.0,0.0
46,15.795560999672222,55.2684759729042,9.5822371774389,46.75871717631752,25.0,0.0
47,9.516858763853513,35.19245381457725,29.89944200599477,61.05020778060053,25.0,0.0
48,12.84685515469812,65.16430979224612,0.814182767821082,35.77874140010445,25.0,0.0
49,13.105893642132125,57.55779949355853,8.289541696779201,55.793170304815206,25.0,0.0
50,12.510037094855825,29.16798934436944,5.217959078340998,41.91321398755181,25.0,0.0
51,9.255052781175996,54.71701203318212,22.369977574681258,47.991726557512436,25.0,0.0
52,24.765959998540986,69.52850104462209,6.877824522967428,52.51392079068575,25.0,0.0
53,5.038050324802633,64.17003093231733,21.568844293625254,51.19455385972378,25.0,0.0
54,6.309787414764061,47.157648689768685,8.167034746526205,35.499750987709106,25.0,0.0
55,11.703086089355123,51.140573682302936,1.127930608303993,45.020423700127864,25.0,0.0
56,14.577275737883877,52.14502853119417,16.082901679320734,63.89372010667711,25.0,0.0
57,13.964436055588616,44.55061526588979,-1.13925708358755,44.439228655166644,25.0,0.0
58,7.782552888040671,62.01937227289597,-5.420435208996185,63.84629468708595,25.0,0.0
59,5.205009567232647,46.4303108885164,2.9559853747350333,56.9627227405131,25.0,0.0
60,10.93274694887442,48.95566281107127,17.087355661382787,47.78008690844502,25.0,0.0
61,17.734842206362092,45.80124937219589,25.775932090685103,74.59541257661868,25.0,0.0
62,-0.38846803430499577,51.73627929960758,6.086680740599308,36.655502156084964,25.0,0.0
63,17.580863555395087,48.288932158532035,17.709865547569002,54.712842860250944,25.0,0.0
64,17.00051477485445,34.148287170139696,23.927580315015796,45.683472580644704,25.0,0.0
65,11.3947453722599,52.95438419829252,21.756095019581522,55.60449691037013,25.0,0.0
66,15.341114739842942,64.5985908540854,11.118450185519965,25.355208524698106,25.0,0.0
67,6.452143909141053,40.411013521194796,17.58783039172411,57.98228990022033,25.0,0.0
68,11.247568469131627,26.593342520791868,20.850968328201894,57.970197430807026,25.0,0.0
69,15.079002239823772,43.05592581388919,7.844839381690321,44.366605484096176,25.0,0.0
70,14.440372642619028,74.63200446603558,5.577129180202103,54.234430583887175,25.0,0.0
71,15.33304552844447,63.11547470564191,13.549940120149675,60.12219476105071,25.0,0.0
72,5.734352283184839,47.84558866715893,4.372600022012915,49.3450085650427,25.0,0.0
73,15.471398648715468,48.05472048185441,12.191504324816979,60.45478996218126,25.0,0.0
74,11.241339673576217,50.22306883553533,-10.168030743593235,42.007369477322044,25.0,0.0
75,10.60589151667384,41.40377197922209,-1.8772754154620834,52.26531525885443,25.0,0.0
76,13.056346213602513,27.853528304754597,12.967204865993843,40.13270776900619,25.0,0.0
77,14.787343242310673,52.32620083889894,17.573971321728784,42.088528207731706,25.0,0.0
78,7.42424732848511,72.37963617952339,13.953301317852883,53.526283693334605,25.0,0.0
79,13.032964657107824,61.57999848673604,2.3044628884561353,45.92749736218969,25.0,0.0
80,15.88506456356141,61.61281630622862,0.47809080187225916,44.26651163731436,25.0,0.0
81,14.868320460297936,32.74710077794778,1.867968394741446,64.19530033777428,25.0,0.0
82,13.652356942252418,64.12634945720868,14.355776080493918,76.7679429969417,25.0,0.0
83,13.307419958153144,48.70538498921501,8.435681961111191,41.01917999983061,25.0,0.0
84,9.818099508521549,58.78895817758571,6.6893412310424925,57.045989098831996,25.0,0.0
85,10.135028799511332,65.51606364337326,10.06402608337437,48.23141711043845,25.0,0.0
86,14.057876399421867,49.881245400037365,4.164203969355984,61.15296607708056,25.0,0.0
87,20.34288183204457,34.19407966393484,8.076859060178757,62.38726851923123,25.0,0.0
88,13.083448924162491,50.154500334000275,0.9065014544779082,44.99866098996349,25.0,0.0
89,10.459679256927524,56.27983285989295,7.678731159544056,59.00897868577897,25.0,0.0
90,13.166609003810592,59.603563138186374,9.444805668516828,56.20724061402876,25.0,0.0
91,4.92650279459601,33.26556722155359,-6.065944489488134,29.641857396463074,25.0,0.0
92,13.693126468938203,25.227471009563267,-4.52382309485121,30.26091599100079,25.0,0.0
93,8.30157137852118,52.37712154522505,44.318175359893615,42.163144059563685,25.0,0.0
94,14.685990263684348,62.53562953910078,8.68452469098184,53.63939915016345,25.0,0.0
95,3.276554457994148,50.59488340546806,10.172987989132597,42.91271640632981,25.0,0.0
96,18.035310145380333,37.17147209114273,15.427567761116716,63.78323906486618,25.0,0.0
97,15.868244670494978,54.73731890194942,30.35695054289965,42.264483419915635,25.0,0.0
98,15.153118946509032,45.841211283351946,17.557108844760624,56.39407231757376,25.0,0.0
99,8.479242410112283,42.37148832386459,5.987283166620522,52.155527984947916,25.0,0.0
100,10.669117759789355,47.83132386792947,10.822851850101392,55.08958483498897,25.0,0.0
101,11.080946036107017,45.33918593970296,22.868149353102854,39.74609516671334,25.0,0.0
102,13.270765892526468,38.192034713249505,18.81692085513665,66.27897773601788,25.0,0.0
103,14.696395914440982,76.23230801096992,8.555297884239533,55.68832959335175,25.0,0.0
104,16.113223272893165,47.809077998165556,5.965660899817737,70.87614926237737,25.0,0.0
105,22.542440981741393,55.58606939948218,22.709869672357883,53.559164328084066,25.0,0.0
106,14.51141649915568,45.55197066394655,20.16903750201689,54.87679287251653,25.0,0.0
107,20.333294212159206,35.839229637214956,29.04470020894563,46.928188514084646,25.0,0.0
108,11.497083325592317,40.08679192729515,3.4134341974385256,37.03457795114438,25.0,0.0
109,14.596531270293278,35.780413530192675,20.43852154554834,66.48128582535492,25.0,0.0
110,13.976471840649715,64.83677882299763,13.445857872659614,45.351158396989355,25.0,0.0
111,17.58686970436415,56.270581462498555,4.393746645729008,34.58305351955165,25.0,0.0
112,12.080219555108306,42.854469573451006,-12.436737779707567,41.66254034355983,25.0,0.0
113,6.469048167837725,34.19851012650305,5.461059195385611,58.989306400803855,25.0,0.0
114,11.639963303231708,31.407875972437893,6.374613910119919,58.16897788320274,25.0,0.0
115,14.17866396079864,56.50670097520623,13.3388940954484,74.74830696420638,25.0,0.0
116,7.604676862023729,47.59526804888702,15.57669216809576,44.9768943235125,25.0,0.0
117,11.340674332502072,77.71967742521328,13.409709005659908,29.448838084702253,25.0,0.0
118,11.78273037538521,31.658349689813527,16.29149422484705,69.51462827761571,25.0,0.0
119,8.207907870017102,64.95564443743372,25.327685447512906,35.72234042885402,25.0,0.0
120,12.96554456819776,35.15424282496265,14.395136853199096,44.31997611755118,25.0,0.0
121,7.072389421682997,50.15407370243612,-0.5450841513118796,49.656601289994086,25.0,0.0
122,13.85725047731334,53.629103079860634,8.511700082538214,61.80525534413581,25.0,0.0
123,12.495577221629521,50.22076913744654,14.3829820993097,39.46302849709626,25.0,0.0
124,8.79789492307356,52.164393419414296,-8.999287263429734,23.164927502296223,25.0,0.0
125,7.56979366875068,54.10977316496324,21.366942595696052,46.18257828009253,25.0,0.0
126,13.708313155668364,44.039528984967795,3.287150217843915,34.08029380921238,25.0,0.0
127,9.63739227611977,54.97706871319012,15.770185327890225,45.683625077135574,25.0,0.0
128,7.702278412733493,36.919510998979106,24.296871527158448,47.901687814044195,25.0,0.0
129,16.390143855703595,54.72771564453731,28.084204381280337,47.40340245700661,25.0,0.0
130,8.600358986018582,28.673528851549726,20.01555276225333,62.205833295086016,25.0,0.0
131,17.10975327545672,65.16999678766057,32.82723307142689,67.60675100773307,25.0,0.0
132,10.536126141681413,49.95117378856871,23.10201497482452,57.57357493130158,25.0,0.0
133,13.705595854633298,39.485094353095384,7.623710223840289,52.054766076430866,25.0,0.0
