unit_id,CapacityRetention,CoulombicEfficiency,do_CoatingThickness
0,19.467416782735008,9.765816066877376,2.0
1,23.10077848959429,9.544823694311972,2.0
2,30.206910016169612,9.410676190855215,2.0
3,26.557072152521094,9.114236994599363,2.0
4,21.817409113055543,10.42271095267978,2.0
5,27.08814871112604,9.668082764760179,2.0
6,23.747460866224994,8.522308042972988,2.0
7,18.953034720757774,9.412451891930278,2.0
8,19.66138398407657,9.90480155080467,2.0
9,24.15874461326603,9.719795938147833,2.0
10,21.155847512456557,9.369828153935646,2.0
11,35.232732216041974,9.085052237725941,2.0
12,24.47377435502008,9.92723050117281,2.0
13,21.866488685715254,8.356950822027096,2.0
14,20.633405800806795,8.94469261830635,2.0
15,16.90968536766638,9.148681984933082,2.0
16,19.22456902667394,8.939426542291805,2.0
17,11.604403283169948,9.456784325993747,2.0
18,22.410923499633338,10.320125835410153,2.0
19,22.958746814814887,8.91820767512504,2.0
20,26.647580334109094,9.147040240351599,2.0
21,17.36654519759225,9.794420568923716,2.0
22,23.94886983816826,9.153611113302427,2.0
23,21.38955182206299,9.291269215814108,2.0
24,20.976632571872557,10.009026294877557,2.0
25,24.080062761409884,9.1639583065438,2.0
26,21.949583692489202,9.700854707629293,2.0
27,25.38156195875832,9.630879014558289,2.0
28,18.94653133333807,9.717651368265939,2.0
29,24.524753212130626,9.52973660263325,2.0
30,24.107131267873402,9.727893016965998,2.0
31,28.57273343912768,9.53663142407587,2.0
32,24.96570025292622,9.669022372469438,2.0
33,17.80395981247795,9.763234194580573,2.0
34,23.48134283540107,9.233297182722762,2.0
35,23.506460229058934,8.237875450862731,2.0
36,21.319389931638863,9.565533727241846,2.0
37,23.52790315396946,8.826020142709906,2.0
38,27.911932011096376,9.97797760449721,2.0
39,21.70552464748751,9.7773005100115,2.0
40,24.497209134926667,9.134037836503618,2.0
41,26.37744488442139,9.99202008176236,2.0
42,26.123346066655653,8.807246488573162,2.0
43,16.537350714103532,8.728673504184579,2.0
44,22.043315821890335,9.386249356292042,2.0
45,23.343175368502507,8.838009139154948,2.0
46,21.227248445370666,10.38603735180673,2.0
47,28.215081213028302,9.925129818357306,2.0
48,20.537602116439086,9.600127345776501,2.0
49,17.368079224830268,9.75163059222138,2.0
50,27.560421984574422,9.203939914993768,2.0
51,21.08130263328918,9.897692304601472,2.0
52,24.054234438081295,9.90548840611936,2.0
53,24.15273608444531,9.160937536273838,2.0
54,21.667856430626248,8.93821032528806,2.0
55,27.60805406847114,9.715074190773187,2.0
56,17.22063453830991,9.974049225864043,2.0
57,29.55438444769506,9.661959116500315,2.0
58,21.79625128408076,8.912384252438738,2.0
59,18.22208066329271,9.29334266717297,2.0
60,32.91533490211831,9.489908535903629,2.0
61,19.205511058927478,9.359615545083049,2.0
62,21.29946657101287,8.62494328150987,2.0
63,26.29487416370483,8.714768841645892,2.0
64,21.463927085864647,9.381612296760627,2.0
65,19.129211526639114,9.94215329101549,2.0
66,23.667985352576455,9.059170454122599,2.0
67,19.420941663690243,10.157028024850208,2.0
68,19.345621624966995,8.774814812748541,2.0
69,24.03149149201804,9.178650716089512,2.0
70,27.202741287690003,8.322489161606448,2.0
71,22.575990785172294,8.883818733622961,2.0
72,26.27490053755895,9.54375894539818,2.0
73,24.169405309964333,8.85644434959279,2.0
74,23.955509976822462,8.579479234770178,2.0
75,18.289616815633593,10.584422581077149,2.0
76,17.941600741752318,9.144181586619643,2.0
77,25.376930176026104,9.079307820558299,2.0
78,21.475427122865952,8.75587493487437,2.0
79,22.072966696391592,7.6905883873772245,2.0
80,19.899446237072187,9.742898076521097,2.0
81,19.77080222496166,9.113664052714588,2.0
82,21.594065658706523,10.028190555314083,2.0
83,22.93251040007691,9.237024994907422,2.0
84,20.068957399501233,9.956239803229414,2.0
85,18.05827948315268,9.680139166283341,2.0
86,28.455650247941207,9.738038945883353,2.0
87,30.79462702352923,8.83859279222012,2.0
88,25.465576101273214,9.704163476474342,2.0
89,20.579395263448045,10.027712733496418,2.0
90,27.94903634099233,9.851608983236614,2.0
91,25.711094772782555,9.25981331658472,2.0
92,16.093063811900144,9.849840543597344,2.0
93,21.368628078309328,9.87589040237266,2.0
94,26.15619007644851,9.288206685340466,2.0
95,21.848104771511174,9.056661133942777,2.0
96,19.864365833610094,9.518810258674842,2.0
97,24.807620745057704,9.204906900157205,2.0
98,28.874743757033723,8.71755137071986,2.0
99,25.941781064275684,8.643421261967168,2.0
100,31.832725681666204,10.529711128973618,2.0
101,22.16617010276302,9.776200331890808,2.0
102,20.249905088106956,9.577196094985396,2.0
103,21.96166433524786,9.571004588943405,2.0
104,26.589462293280373,8.936652967358217,2.0
105,24.607984388891563,9.264541097876778,2.0
106,25.953430902600257,9.482238362629078,2.0
107,16.078836172505106,8.807224351186,2.0
108,24.55786419681663,9.629780494511246,2.0
109,18.66898348526674,8.762331325207262,2.0
110,23.74193421245693,8.93547301940437,2.0
111,18.362140503644802,8.513833852283195,2.0
112,27.52078883847671,9.018895930183414,2.0
113,25.85447620504619,8.731946234344957,2.0
114,26.38505557344145,9.308410121790777,2.0
115,26.562993565048764,9.249637025088868,2.0
116,26.62054529552225,9.38708862525878,2.0
117,21.42583596955022,9.17522060031636,2.0
118,14.49939386830845,10.091056826060141,2.0
119,22.13563232182312,9.341990265500511,2.0
120,22.587175159635557,10.360123902675818,2.0
121,20.112471825953143,9.70114024145888,2.0
122,21.380644142748473,9.261367435266763,2.0
123,24.316230964453077,8.443748507909335,2.0
124,22.79722158172821,8.875722706250224,2.0
125,17.42203666369582,9.05318177555803,2.0
126,18.660398177747737,9.444519833645467,2.0
127,20.526720849949008,9.162055486591942,2.0
128,23.855240475385187,9.651078948929554,2.0
129,21.341508089907084,10.058094723077176,2.0
130,26.512261951957527,9.637498442614712,2.0
131,16.963825844344928,9.649064526952934,2.0
132,26.183780393795598,10.21878487465948,2.0
133,23.857400539719343,9.264601728919693,2.0
134,25.67702144720917,9.738609224154684,2.0
135,25.10213461572646,8.98802212720033,2.0
136,19.182341387705318,10.088906506260948,2.0
137,17.75352090003221,8.418357401830391,2.0
138,23.019212926463968,8.420975886179267,2.0
139,21.236649119887094,9.765602540706288,2.0
140,27.64309013337024,9.84868742123782,2.0
141,22.23352557297055,10.005206076411703,2.0
142,17.833317874855915,8.689653019094806,2.0
143,18.857105573013378,10.220214459354407,2.0
144,20.91601179098374,8.554719446943817,2.0
145,20.463514758491606,8.953388251418671,2.0
146,24.297908843597735,9.553859872462272,2.0
147,19.718122599023395,9.213831092789098,2.0
148,14.800928122384,10.098496723040117,2.0
149,22.66983216554995,10.038751540697666,2.0
150,22.948219431401807,10.182671649932136,2.0
151,17.3679847023024,9.776854232826425,2.0
152,20.3494835988994,10.362658826987364,2.0
153,25.200785123495272,9.916898004562274,2.0
154,23.829843039920206,9.394858537728265,2.0
155,31.808485258938454,9.683135091911106,2.0
156,16.364498000654184,9.041546442078163,2.0
157,15.591247546950761,9.06637690487184,2.0
158,16.084536111832353,10.178017456149307,2.0
159,22.120778432039113,9.37887195178165,2.0
160,25.79809928456622,9.986088614510146,2.0
161,20.569147390435653,8.571055405582658,2.0
162,27.79010790742926,8.635591110506962,2.0
163,25.502191764310545,8.639259493377436,2.0
164,33.92859009777497,9.509220585330707,2.0
165,24.485187919987816,9.882532135557629,2.0
166,28.477135188343247,8.91831082908374,2.0
167,22.74905161673391,9.037448947318005,2.0
168,23.199004819062836,9.52728212213144,2.0
169,13.75433876989638,9.008439045658358,2.0
170,28.343978156973783,9.945507077554486,2.0
171,21.501905784388878,10.074404449969595,2.0
172,15.72587351529425,9.231528388230084,2.0
173,20.556348464182992,9.641829862136907,2.0
174,21.35949179993801,9.118647773004108,2.0
175,27.13616272412609,9.691234809045504,2.0
176,21.52883085100962,9.928607292921543,2.0
177,20.9540691716568,9.291364167692958,2.0
178,20.5277611593124,8.455319233063989,2.0
179,29.317201973722717,9.17202554909094,2.0
180,27.161213338134576,9.740019837972723,2.0
181,23.71763685654289,9.929028344468744,2.0
182,25.944761161200343,8.617685098712947,2.0
183,23.478699688567847,9.739209157107949,2.0
184,23.38148940066322,9.410145500150538,2.0
185,20.11830809595373,9.234308589270347,2.0
186,23.226361640305964,9.557903599105149,2.0
187,24.446587614085878,8.09747639859928,2.0
188,21.20410712612378,9.116218464290492,2.0
189,25.08038617969999,9.212956371818823,2.0
190,20.351076088110464,9.854833706749623,2.0
191,21.089356447602704,10.027429688973404,2.0
192,26.395388759635882,8.974750790982469,2.0
193,24.708620098246463,9.481361316133986,2.0
194,20.259009635616998,8.333302373439125,2.0
195,25.051970282786094,9.392053908582563,2.0
196,27.54807044678596,9.012107907428986,2.0
197,15.16658969415621,9.04557033093095,2.0
198,26.938805871125123,8.693824690301375,2.0
199,25.819494096216744,9.27507186718743,2.0
200,21.56635989988853,9.417469020454085,2.0
201,18.132298698803595,8.949675792025797,2.0
202,31.39684268296291,9.04476161399067,2.0
203,23.401463356675624,9.347469022972962,2.0
204,21.077787163235158,9.015799823765118,2.0
205,20.404135142138816,8.794588557099104,2.0
206,20.76414987136704,9.392566933650995,2.0
207,24.043193776779034,8.858124832872964,2.0
208,23.3272286173009,9.340035207238046,2.0
209,26.392361917873362,9.059236565676908,2.0
210,26.19713010469612,10.239501022759843,2.0
211,12.959616360084626,8.999920121020295,2.0
212,23.009751903220984,9.852101594096565,2.0
213,18.86486320700326,9.231563007370946,2.0
214,15.974791557061108,8.866214034716226,2.0
