unit_id,CapacityRetention,CoulombicEfficiency,ChargeRate
0,20.293136855142407,9.97518699959016,54.431050618306884
1,23.992184697435572,10.26473647276165,37.308024764400955
2,17.831502665787003,9.337416926776697,42.78074513132792
3,13.577242061213553,9.626821073890989,27.65710600047221
4,24.884595898746724,10.552504896920176,41.71514639629539
5,25.36002182444101,9.604500695883429,33.05271152722492
6,22.216262625552563,9.372382933417587,32.25924063502138
7,23.363832764359213,10.2329120085677,41.28020192668214
8,25.392690884477414,9.794383682025899,55.24468950943277
9,24.09186379501572,10.225258243642466,44.75198441167953
10,20.90322234885657,8.946428134420357,33.112071346161585
11,26.187340321272387,9.601740827576583,45.98818140603026
12,17.146124599902425,9.752500425037796,40.35609869708629
13,29.049431795358725,8.758161167123014,46.818112348951544
14,24.295414786217858,9.045461919126465,45.35691400868437
15,26.184340976228846,9.404014771252893,41.312595995277825
16,27.37963755405989,9.957087193296445,34.64351542979868
17,24.799714706920522,9.020837300444159,14.493277466105155
18,21.88301711507189,10.140533817337658,34.25109642255436
19,19.894656021771468,9.901753309170436,46.3370003175342
20,24.422728627066107,9.489556933388181,56.76366941225537
21,21.17149313603866,10.306462420425229,58.35274877038249
22,17.03705370205578,8.868479181040378,36.6473105237705
23,24.684135298121408,9.72180392120313,12.779646276579076
24,29.222276034314884,9.902798802001602,57.56620815274853
25,17.34881819018947,9.602672595210917,44.254199771891244
26,22.219325649392875,9.416499838397794,55.203677020519564
27,20.93892481174476,9.563552456091164,26.929265105982466
28,26.836899411139225,8.723217112309769,34.18339502922452
29,21.175001684090446,9.333369071684576,35.76309057112651
30,23.742736763909537,10.176011488534938,40.28943518811282
31,25.76847968311691,8.63781827966956,37.13414381423096
32,24.887484046839546,9.099061783497824,52.68528939418358
33,23.518581906434058,9.194472045503193,42.991169799267915
34,29.279942030695018,9.974377838464626,26.504821845038613
35,23.432597738721952,9.949186834486996,41.247153346964716
36,22.535835023290808,9.15077863502843,45.674772645243564
37,24.280760622146204,9.516979321869398,35.583720366644044
38,22.199475284317085,9.588928407486824,46.517491783909556
39,22.114964139282126,9.688650560248366,48.062197339782934
40,18.210771167371565,9.208621123983791,35.97990097004294
41,16.286964593473726,9.560327040244282,34.845388656810485
42,20.438066591854454,9.220565178584208,25.917843620296406
43,20.249627249867064,9.82311395123215,27.220944256107828
44,29.984941066914544,10.210142500784439,28.643771475302813
45,24.463021997355202,10.159074586393857,27.707613141817312
46,26.336533827006345,10.191913033119196,18.786630748546354
47,20.070232663779795,9.14794630422577,38.100850777009136
48,26.629146654502136,9.027326536757956,17.112365120304197
49,24.318282450366993,9.418143414237873,28.326046335683703
50,24.65738790756667,9.146262185207874,68.84708778690276
51,30.257855107553286,10.402942573797457,38.8662580853596
52,23.52806790342948,8.757793134875344,44.650854585479316
53,15.488975605621986,9.121535934748469,18.946254511261397
54,26.26085702870703,9.723503096511719,41.308930783681234
55,15.61453250741951,10.210152832156945,26.66225223142804
56,20.091298064260307,9.120918640775965,32.12304032681505
57,28.678093866271432,9.604822806758733,30.628632546292593
58,26.088712561329533,9.351400247627135,24.743502173295013
59,21.009833536166102,8.853982559663967,30.276724082171064
60,25.850957482788775,9.48979150303373,40.56515439582356
61,21.63400157361784,9.665802523364448,40.599669093430954
62,24.60496186652733,10.168444135167382,43.79243281930111
63,26.802844892501057,10.11059523808742,42.597799129983535
64,21.89066970839157,9.268114045333855,40.07835372893026
65,26.63885030357086,9.362452727660731,61.22422151527784
66,21.27173822986933,8.932109189313291,54.874235787316024
67,27.018458775265586,9.995058270703396,21.126679078144264
68,23.46985519088145,9.35816016836775,14.913644669506228
69,19.971871079777802,8.358853092382601,44.948235236962
70,24.11195803151552,8.36226765919679,44.961251785467866
71,16.7322692119391,10.011234994243896,49.28020470843114
72,23.560450014779146,9.740452492200466,14.399930691994575
73,22.87485574410879,8.844910979748839,41.13048227601053
74,25.710792837209148,9.331871536781698,41.164063638947056
75,14.726334000228487,10.143971537061702,26.547406139521268
76,27.102432260465477,11.239618018490425,54.94029537110707
77,24.44820404924421,9.660713589015703,40.200859644826224
78,31.827916853679234,9.164087797621919,55.3473104188481
79,20.70472501065778,9.338913083534614,60.84113847896378
80,22.368564104377946,10.142993659219554,42.14644648941168
81,22.85046240592836,10.550135976231104,45.34658418953145
82,21.151027002303334,9.371737411227675,22.777509507084183
83,17.015203848775954,9.938807770853998,55.2361337777281
84,24.041400322300877,9.605725299096951,30.64919753235737
85,23.849631462045178,10.635427780621685,39.326760289161044
86,23.624747560759147,10.389988697564645,41.01411925990805
87,19.59441292211669,9.661449276633588,27.38992169611383
88,23.4017900163566,9.462478977435902,36.784100279516316
89,27.744204078254352,9.382630489561503,60.348255930235226
90,20.093744644294663,9.231313621534898,16.03147011074756
91,23.25912404485872,10.040967247920626,16.879173685506764
92,27.871622503595553,8.934707181813069,42.00782566260348
93,25.409767328221097,9.159357150832761,38.71667164478358
94,19.99494482949842,10.764261899018562,57.272800432623775
95,16.52344069553168,9.364006619518156,29.4789492563708
96,28.950578805882838,9.293107582917287,37.27206106202904
97,22.317630395654096,9.009963991848117,55.442284993664764
98,21.245760657061467,10.076047401190786,39.40757284086089
99,19.665497625947413,9.751748781996364,36.25235929658527
100,20.74700945498879,9.68624328883546,29.823445650971273
101,22.269446220635515,10.391414005601767,44.772441310167295
102,25.782211971637267,9.871415851109061,36.928632844902374
103,25.689279209778412,9.588946479828763,34.281037780081704
104,22.08547201718303,8.796491464086415,57.892220152526235
105,33.557458302417785,9.835775029911217,52.936430022221636
106,21.880591264755196,9.522372846006641,35.0349709132516
107,23.965009331278218,11.075339929859382,60.89961304330923
108,18.748707139740215,9.484875575960327,27.066940761675852
109,20.87837033890325,9.739720838723652,42.22734758945643
110,29.885876388140318,9.477228651628014,29.939906158167812
111,26.474863713476136,10.777322174487434,65.5256427024703
112,20.325014902896417,8.620118767892327,38.382516588504856
113,17.73977227620295,9.393583308322741,40.944517119043375
114,33.18937321685608,9.860413483401622,44.084046875315785
115,21.19533717914193,9.298458941958895,40.59775812008176
116,26.92601502493309,10.46890363177015,16.609446365495785
117,22.698133722094276,9.135397291430007,50.603013567000225
118,25.546937926456476,8.55395747786852,33.47235220433732
119,20.83223407482003,10.53421586714499,65.57769948265395
120,26.40488895178942,9.935490445329286,53.00724993313979
121,20.576898844980253,10.288655054675104,34.42829587222384
122,20.186861083669147,10.09855611036027,52.82006991194418
123,25.29827634219757,9.204629235996743,17.876363235254484
124,22.16700343237176,9.438558109545928,46.070844478896916
125,21.516549101676418,9.674886537406946,39.04706074709055
126,23.9525727357181,8.917687833732527,51.627736964107456
127,24.09795792182867,10.169600530316107,44.8380766977291
128,25.56369486710757,8.621068261926746,54.16753948154029
129,25.24751975923134,10.296314485099943,52.740779958940635
130,25.68103334875616,10.00559642045474,24.018685314186087
131,21.59253890404911,9.995100627551688,40.840315193266754
132,22.458592604488718,10.34369985355378,18.451114871182295
133,20.26251712207205,9.425654137019226,46.24408209349648
134,16.238238247731996,9.49304075263822,28.88861908133149
135,24.912138431600614,9.52855606153006,31.498346136728927
136,20.797541393372697,8.848888980348443,40.52440281198744
137,19.46806195007236,9.92379467599565,45.1454140810504
138,25.32666210519277,9.93697192860092,34.77703619304157
139,28.699294917583714,9.400713126105522,56.908684288666976
140,29.295283160841603,9.012020431347075,62.63641195289701
141,28.86434104291618,9.637471892062962,21.10509722509193
142,28.544326922083165,9.707642465497496,61.386714698689595
143,19.240903104655487,10.477678340128417,24.41385114686971
144,19.816723195822846,8.902306587291918,53.421745186138516
145,21.352221240516712,9.489180051469496,46.711985322371504
146,17.35639376823304,8.973585611536063,41.67285093213764
147,24.241848064851357,10.545351625559617,32.321916240427655
148,22.469088237258077,9.42643614812826,40.08261001387841
149,30.162179504431567,9.527038518147066,46.74668214924116
150,23.01281627030821,9.495599271983956,43.138087837057284
151,27.36882158104566,9.757858692457068,25.016581529581856
152,19.885585301748108,9.497665739639984,45.04692357351668
153,26.912107393891223,9.802702564260935,38.26306361085313
154,16.51908914238951,9.109231768888131,31.3708015472364
155,23.643894518447443,10.090591367216646,23.41786490715241
156,27.545574921377433,9.679253811377722,43.122344915725876
157,22.161432391739435,10.056557452387402,29.992793871227068
158,17.26639511232328,10.173389980174933,33.19552214942522
159,23.22384630649031,9.087151213677533,20.00170542037287
160,23.389633418479978,8.888787334827033,35.08851202829199
161,19.835869233774,9.317268291686483,44.590931362703934
162,27.386099320508812,9.502366950813823,47.92928054549515
163,21.25202353248237,9.725070613976108,43.01105538629279
164,20.864174540161578,8.854914435270004,33.81533559502743
165,25.502871795674775,8.865107938388125,56.63796809491271
166,19.347672814921843,9.491873608547683,38.55178944281729
167,25.462149495557618,9.790096236243029,42.52838707451574
168,21.417315994885005,10.17541289915803,41.99597632584844
169,26.314770159093143,10.909990342182983,48.80590246358769
170,14.423463824530204,9.894501802795048,42.8307211526702
171,20.587176184558317,9.799206463165481,56.741593676611544
172,25.646933043127067,9.73457966069302,40.89749218843084
173,21.66421345511704,9.272043897619712,36.63606454192889
174,17.108633197085677,10.106358718054665,39.55567786256577
175,25.717614561465854,8.653421478931492,64.38893409399658
176,23.97987407342762,9.167768677727157,52.740633963308
177,21.93003274495442,9.773330612217284,35.78489171368814
178,24.106567931941868,9.93168589118689,30.791685393901226
179,21.91703192820929,9.596032796486432,38.8522687814553
180,26.294400881487164,9.309792202926182,42.522563817441565
181,23.296072661640153,9.25051866642128,50.66763286315418
182,26.281955841567378,10.393594317802494,67.05113806770237
183,20.776059275582234,8.65539805911874,44.500235824214606
184,17.71390181430283,9.146112222516006,45.01707711772853
185,25.251108056017358,8.9337766694114,27.677728829844522
186,25.13900286348943,9.461854006145717,32.70110730030959
187,20.939853423705593,9.154412624819601,59.439036351791344
188,20.761252755085952,8.943962282604877,46.09821429077549
189,18.581672464139306,8.973322232471734,49.31116526193145
190,23.94126928267429,9.928673917043383,41.96079372589937
191,23.5028597067447,9.069452079796482,31.08554403829098
192,24.61057596676095,9.535606072816018,25.465372169709873
193,27.735504671750537,9.64504739402182,35.20173171410321
194,23.949642923629614,9.944681694950773,32.23704262176548
195,23.35385172635716,9.342372969838914,36.77514032952797
196,26.955405130525282,8.817281827811529,43.75285721072251
197,28.007775512012984,8.59700953162838,36.14867931099025
198,21.523315397480122,8.952469206889983,41.532615445117784
199,21.492402577602284,9.172848219147525,42.506442906107495
200,27.29948976025874,9.275154818354833,36.494807494865256
201,22.820868622643516,9.380505585767889,40.65262814750072
202,24.68242219110033,10.318735883272659,51.431919690550735
203,22.813349884394693,9.997352920179166,45.485105049607895
