unit_id,HarvestBiomass,NitriteLevel,GillHistologyScore,WaterTempAqua
0,6.77463109366043,56.87299032660276,28.968709531364635,37.15946605209598
1,4.335999362449665,82.33163145899226,12.981913314201936,52.50681492778551
2,-6.232114726841596,52.50864661554753,20.48289642988631,43.76907267911789
3,5.9757377481083225,50.435329731704236,11.156586478753821,45.90332370248063
4,-1.1348720843450688,73.27120379046535,18.260339258202595,44.44163482417626
5,2.9953933533274784,56.297075814384165,23.06555420498575,58.967768188596885
6,4.102329826896755,40.53859965568161,12.19564177263153,49.08412212406456
7,-5.183866114938354,48.21428391528736,28.549481021377634,52.802776731014866
8,15.644373402597566,53.268990740395495,16.857983706945106,57.52026604254898
9,-18.523928749770803,46.134928545473684,14.183989038434301,64.32407668724547
10,-6.3373520882056,29.055146374832933,-4.69084792550629,48.40227875735137
11,16.80512160825146,50.10965482107699,4.910643145172881,32.042567463653285
12,2.1455350006462837,65.22506229840712,5.362323236108151,41.649382519142584
13,19.54665053064975,50.37398076010753,-1.4488759623820684,56.49193424138055
14,4.432139011604322,45.93634448880712,21.15943932871241,73.61248235398992
15,15.068738021907471,67.46839983053997,27.29043510798705,56.294805364940885
16,16.47334882753893,57.769600392053846,10.770654011392987,40.757463311831124
17,7.882575632340342,55.027232407131116,9.072937129001302,52.464414697385216
18,9.923282756600827,47.27483503441229,2.488815627890295,58.461746655583426
19,-6.627446717433787,60.06027641351188,45.30106764092941,42.34782808479058
20,11.759929120519343,58.0592555567025,23.855121796425095,54.75379131062668
21,12.559137173439598,81.87284091385989,10.198040507129967,51.47628695116247
22,12.121872940854391,45.71394836680872,19.826918925313965,48.96654842479544
23,7.944481320923651,38.11794515144932,12.197851366662167,60.665556996712425
24,-16.41696805871742,41.301013057523974,21.973889750005974,41.522085619626274
25,-7.1112203416119195,48.74357422530798,21.5080854903152,52.9598023991672
26,10.301445447495112,35.36648472937725,17.36504065716547,30.139155549612607
27,9.855906727716938,60.533394997002134,-2.348801180370483,65.56656245358275
28,16.791434278923653,73.85211849670577,19.448363563198022,48.748534086426204
29,14.60659589509027,45.26499025086365,5.047848700198446,57.342074223030004
30,10.016951499655203,48.256822031843,14.063645433096042,51.79813718614271
31,9.571434133507838,50.55472532946236,5.554525374076121,60.508026279408135
32,-1.3134001762589511,53.4130922766319,20.779753721957032,50.66113110835325
33,3.0280705893123674,38.60017151678467,6.469335495576579,34.42666077966388
34,1.2956887051420445,70.52207009843599,9.341226525018644,38.455624796805346
35,1.8003023426825,56.549348121432736,26.556191574000053,45.27068127652905
36,10.571307317108696,44.057038869200476,26.661141884542175,51.02189544938146
37,2.5023523589119607,49.98792347820413,23.5141189609616,39.989076945630174
38,-4.505428044999259,46.0606678436573,46.391191344836585,36.097617604602355
39,3.97941463387742,48.76964917682895,27.121416142694393,64.22964090382412
40,-0.4275854354166668,39.111041806778736,12.623558526934055,33.28261877343716
41,11.440981823193436,42.01174934902064,7.429525081819768,62.66120570767834
42,-2.890787973292818,58.917850493194,26.754209747850425,52.10313650786178
43,15.494966042171125,30.52133616580351,14.978009144991574,47.06979696961835
44,21.242037870966676,61.35808703909521,-2.4108458971138216,27.0370459891118
45,10.257519447083103,30.404442913093124,-16.565254542824164,63.02806505683945
46,0.44243008074962065,41.35128093622899,19.175301103895443,88.96847718683262
47,4.3660278057918545,36.55382564365527,21.41588020606975,44.59986015650822
48,9.77827255127579,38.62904425908432,-0.012778700800765819,53.9643038616158
49,-8.071976313750014,34.51512933610482,57.71135204556246,62.500864499798105
50,-1.4964348853764164,56.617297610009864,21.259447428406325,30.905307822845984
