unit_id,WaterpH
0,45.19052805046166
1,58.573642325726404
2,35.56772014556683
3,67.73354822000225
4,56.01421724883562
5,75.23570946074683
6,48.767514096474805
7,69.34752652024208
8,48.799878635672684
9,56.13095327164457
10,47.49432790819291
11,36.51031004411669
12,38.13381030429218
13,51.50740068667887
14,73.21870993481583
15,70.04146209749415
16,58.03710392288385
17,49.114074929878996
18,35.780021075073726
19,61.45734867762289
20,47.76311478386835
21,69.55121933710504
22,27.94925450740605
23,43.67072803682211
24,18.814893893394448
25,61.001814599620815
26,36.097629245480874
27,40.22266015203282
28,45.67577995688425
29,50.26680474048798
30,56.835390671011425
31,45.02029959086615
32,54.77454524919209
33,63.11569670554849
34,45.306111957222484
35,65.51067051672962
36,26.298032842168432
37,59.37221131070155
38,44.77177624104822
39,56.41036108230071
40,59.97248222962291
41,56.19033868923796
42,18.146414091399947
43,52.526721939098465
44,43.481511358029834
45,45.83907419205726
46,40.39136186439067
47,63.89159240084821
48,55.948751429747105
49,57.59775426079694
50,48.46655139339471
51,55.78853200228806
52,74.15293976989538
53,51.574697198258804
54,42.19499449194067
55,63.03881096240984
56,39.602836711286656
57,46.352261599112836
58,64.89323990674056
59,77.02552615534844
60,20.62322199750319
61,53.96780993831804
62,51.19797649227213
63,44.455232350968885
64,60.69827451715234
65,53.832275035840965
66,32.230453448739596
67,62.78291303351712
68,64.24372180345802
69,58.56108163453431
70,60.114350337163366
71,45.63699069556368
72,47.76123639093089
73,61.26936857945062
74,60.455682022650294
75,73.21282410767252
76,45.34338667695599
77,23.773039707471064
78,17.73845693061681
79,66.24440152958275
80,46.9227868278871
81,49.98714106911935
82,41.30058079070579
83,43.88994879681671
84,60.5754196667488
85,59.45421743261992
86,73.2213363959415
87,33.892695915055825
88,45.71501283748742
89,55.629123606407546
90,63.0539407425068
91,51.93439717063302
92,42.323401012236005
93,52.344779001411965
94,34.294344712432114
95,77.66368704630305
96,59.561363950683315
97,33.88238087917973
98,51.815732725287795
99,47.08924018416474
100,44.733652956789456
101,39.837156353890016
102,53.33109419339149
103,43.9296094351298
104,37.140615907321774
105,52.81816584674304
106,54.46945407956288
107,61.48469487752972
108,27.031346182121137
109,50.280535975980555
110,49.27512959372316
111,65.53810159867191
112,57.27366753972206
113,79.32494591123259
