unit_id,StockingDensity
0,11.29944548841944
1,28.09995297606463
2,37.461235188105256
3,40.271111125103346
4,26.32069572851966
5,34.61844764835003
6,27.036251541079373
7,19.54210464898116
8,63.55718108874772
9,42.173952575159795
10,47.71669392765979
11,32.9995437201228
12,54.006163588180065
13,60.676423507677114
14,56.9138253643803
15,46.97950577468596
16,23.63715365741577
17,66.57830244685942
18,54.95661491289168
19,53.12826897859459
20,16.06221564944893
21,34.98204370174995
22,39.36002355054512
23,49.08373864831616
24,29.52780091046235
25,36.156775078082084
26,38.85341936091933
27,19.220952699293996
28,37.20104958145176
29,51.260474593859485
30,53.37632782035358
31,39.26237480909852
32,41.79883221048912
33,56.18593769110218
34,36.26677682309349
35,32.92032563310538
36,52.99300098650831
37,39.446887237110126
38,28.803860628937226
39,49.31919764813343
40,30.729047556885295
41,54.6020018984746
42,62.27990226165464
43,23.412385657846713
44,18.48309904857251
45,36.65567780529948
46,58.61349174492731
47,33.94962321605133
48,36.819891009962895
49,56.29187539108564
50,47.6235528461562
51,41.51398987983934
52,29.484580190517754
53,54.43988440303836
54,49.0339775194044
55,18.221078668974105
56,32.827855996408175
57,47.432357691644114
58,61.049288382433275
59,49.3972956527781
60,38.34207752115006
61,67.0835721273817
62,39.638488728422665
63,27.320800731391508
64,62.05193095972683
65,13.683408572956903
66,50.05366989350383
67,54.82543745311036
68,53.971528098197766
69,52.76876638500045
70,43.769223109527374
71,44.76368472915639
72,39.08738736677545
73,45.21541587548723
74,49.091766756027155
75,14.90927073388785
76,46.084787070658834
77,28.17509406408677
78,56.374162625794554
79,36.66449948457901
80,56.69481617440316
81,52.74701773278618
82,64.15687335413763
83,53.870993099508574
84,36.60735384613546
85,47.733911638244024
86,48.84519966071823
87,49.1890673867934
88,43.642453516077126
89,65.10008804793723
90,28.782481834368568
91,53.57109437495802
92,49.83500097229665
93,48.775199863342294
94,40.65589152249582
95,48.74436201517572
96,47.11675758639883
97,50.10737487736217
98,46.1096232863753
99,45.728411191789746
100,38.92312451602441
101,26.560655661617318
102,35.4918569008274
103,48.9157816278343
104,30.85973478798639
105,69.79912006932496
106,28.265155632507238
107,36.07771472138964
108,53.41929454748951
109,59.45707661787331
110,49.080647077559355
111,70.39748909838403
112,45.85314482209108
113,50.18840811624068
114,50.897378349904564
115,56.32006958495463
116,27.45654189592464
117,16.285890388079775
118,47.80173727128231
119,42.098016685258514
120,57.728877863132794
121,56.814789116592856
122,57.96858801888135
123,23.458468037998873
124,55.957100226929
125,42.68409308910447
126,45.157996530719515
127,51.33834969631208
128,46.41846570671521
129,42.56873577302755
130,27.66312114759749
131,32.63892023942457
132,58.90225494355573
133,25.005334893735927
134,50.16154910695472
135,24.289801287852143
136,31.68254475115821
137,43.68245409917802
138,48.78069747309158
139,6.147478270761692
140,11.4920301689151
141,41.01837665895571
142,62.492698321645186
143,42.99321841152045
144,36.62063434171218
145,51.43339496194932
146,70.35042602659817
147,68.051145029785
148,48.49773301701648
149,21.451900803564982
150,43.879728100357376
151,34.74796527378759
152,48.023329820883326
153,51.13881667310398
154,51.46991828799453
155,24.19962586351277
156,54.42745153045732
157,42.85845192841399
158,34.56822286700578
159,29.381114287928536
160,64.80684827045832
161,62.15128935276039
162,47.35662013439008
163,15.808130373379402
164,37.570662661480284
165,45.70080147120532
166,46.322158654150044
167,39.48668720346012
168,16.97157112317823
169,48.99993873253674
170,44.52600901548241
171,19.266025943289947
172,29.32328303925577
173,49.992729173615736
174,68.64722701060128
175,36.579745555403655
176,41.53264120875735
177,52.6625885248826
178,58.494282050839686
179,41.86449540408903
180,72.31754832602783
181,36.10483469724801
182,35.14772127650361
183,33.28104651967665
184,72.36431524064095
185,42.48987723326093
186,56.46415771682955
187,59.690022150861374
188,54.1516859182293
189,45.81655464462331
190,47.89414783854949
191,61.36393183544091
192,48.14127982218187
193,56.07924833283161
194,50.10363880042718
195,42.37984083668021
196,62.12714816556456
197,63.95092253905357
198,47.23114588519126
199,48.553868776218664
200,58.54920032504072
201,21.518198546150156
202,49.25435171113291
203,47.20168110018906
204,54.80181452028866
205,55.84359164875235
206,35.985140854183
207,54.06238063063653
208,53.66781823658557
209,47.472350877987814
210,64.24553153212854
211,53.77024048097741
212,14.142566506159953
213,39.407291584050554
214,41.825269254916755
215,30.201585697245633
216,43.34053900123916
217,34.22045751187567
218,55.820261530808054
219,56.06323743672761
220,17.951743012379275
221,56.50200522661391
222,48.73023970267629
223,63.59552179075233
224,34.51804891816699
225,49.78840049360654
226,53.68061414760353
227,30.2254146346433
228,59.439912387130846
229,55.348962876176024
230,40.18434252822781
231,66.40261923327678
232,19.077151830342032
233,20.596925357588454
234,46.72016007759517
235,39.835546300642484
236,42.27059747224944
237,22.81035638034937
238,52.33986191027663
239,43.37994470664785
240,47.55576129874329
241,41.79936625695321
242,43.47094655670178
243,51.13818304282168
244,32.69302098191726
245,43.19608240667482
246,45.854449557450515
247,16.540298721466414
248,56.982479615789934
249,58.40244953963611
250,56.54983797467024
251,21.320045732557478
252,44.15691821219343
253,68.71587066053999
254,35.21002914370411
255,30.27527710125203
256,21.08453303516239
257,42.747008319298956
258,37.61526819775512
259,30.930964081823713
260,55.359913870097834
261,45.072403455683634
262,57.81100305570053
263,48.33492263121351
264,25.648882389720555
265,22.394493942567536
266,16.306465284465745
267,40.19764010690351
268,48.979537347305666
269,71.30329454523938
270,30.080678276116917
271,16.289870516612734
272,47.35063004144926
273,58.20488869118053
274,63.31793604820984
275,56.89237481632897
276,29.589568599935262
277,66.43986348371067
278,39.81552951626895
279,33.61622618370235
280,56.613260262610744
281,34.91228221172891
282,52.86101159408878
283,56.04130250929167
284,58.57948348400325
285,64.00446563265278
286,49.39012014190252
287,39.38807299346017
288,20.735725924899914
289,46.0552526710197
290,54.967865828085756
291,34.776532844063894
292,38.57669961074323
293,53.102224631065845
294,35.839418262982406
295,24.841414050251483
296,31.27114651591181
297,42.42185869897782
298,44.729550018370745
299,36.45599212835952
300,60.337144561427515
301,47.747203284787666
302,48.09953700640724
303,44.87999723020293
304,26.23734794665957
305,30.023606059116766
306,36.68129067978046
307,67.61048764926998
308,24.02761490287814
309,70.6411856791498
310,23.92964743879639
311,25.050923362013926
312,64.00356042049671
313,47.38181233951673
314,68.30153143640617
315,41.66834633353541
316,50.409659001068704
317,57.68591643509297
318,71.37505130353682
319,69.71922317012428
320,48.373192115591756
321,33.25686509457323
322,57.74690295696938
323,51.89694043338285
324,56.676366249588035
325,63.152785334645216
326,25.63366905286659
327,57.753912399097366
328,54.17022689808696
329,50.7566921618956
330,59.19696714246042
331,58.256403115814
332,46.57823978669475
333,47.209426116787355
334,58.456000939228744
335,68.89411576233569
336,36.69936672185382
337,41.444175723890275
338,34.12280511142123
339,38.509211137146785
340,37.69768845720484
341,39.58586359834227
342,65.74085130259762
343,58.2064328778994
344,32.168721103185554
345,46.334532702784784
346,40.843847520513734
347,33.36600119171647
348,47.390700137732324
349,44.590759312351196
350,23.220047881089545
351,34.96098566751526
352,51.557206747757014
353,59.29211295075465
354,41.19335352824674
355,59.2404186542223
356,52.16097040898577
357,42.77474972825446
358,34.75674176465979
359,24.105868600457043
360,30.923160649676486
361,33.31430164042298
362,39.35216981816435
363,37.87819542495844
364,45.50965094528163
365,45.61752588327977
366,4.632419169659233
367,26.460364018987683
368,31.74097600234631
369,40.88620281592767
370,51.560389877865
371,55.005081365704605
372,55.884758101470595
373,62.873580855815746
