unit_id,CapacityRetention,CoulombicEfficiency,AmbientHumidityBatt,do_DryRoomControl
0,13.622958285813256,14.534796396929918,58.84050977629891,25.0
1,18.841601564975857,3.3531851407804387,51.037541323024406,25.0
2,15.273006171683827,6.954502574091718,45.65066706386351,25.0
3,9.528075201657579,17.863444586154895,52.63058728732317,25.0
4,15.106318334913936,5.5921316216579005,38.298507045742326,25.0
5,20.054459333779384,15.995977072578683,35.764883144498334,25.0
6,18.462977618890676,16.75431186026714,40.51186161333311,25.0
7,-0.431783711319766,30.500774195166343,45.6039740155963,25.0
8,24.51260364903186,1.062880580706997,65.31967964161073,25.0
9,17.764614736909937,11.71471064477238,52.21609911459908,25.0
10,-5.8866093352256454,27.972799313855734,50.19887474376273,25.0
11,26.439942020373262,0.41833200283229033,70.28515291666918,25.0
12,18.543825043790353,-0.48286944156439304,39.85489317215077,25.0
13,22.249615763293026,-0.7783615203976364,52.19604418564394,25.0
14,18.742993377853484,11.127453275924077,56.461290077926265,25.0
15,11.14538732396002,8.116020369024906,59.66513252004091,25.0
16,-13.741174282117804,38.26466558605206,62.4742954846067,25.0
17,13.971491324416888,2.752962728212511,61.06488846244222,25.0
18,14.986286712873284,23.006488523988622,55.29039378197309,25.0
19,17.5329080568736,2.3430126393299826,51.76552982037317,25.0
20,15.785372726040798,5.797985149597057,45.39360965522515,25.0
21,15.725858999912143,-0.690966807632579,47.402742045649774,25.0
22,15.948192928447927,5.679630293490909,33.44035487552838,25.0
23,17.990193064360557,15.602169651060489,40.07669401626609,25.0
24,20.712544963292675,14.303054366596182,60.128639493830526,25.0
25,24.03111697294853,-1.09444098570002,41.0999212476233,25.0
26,15.453674602556891,6.657590654979595,30.05542735568978,25.0
27,10.757022609921068,10.869874315681079,49.35468056426467,25.0
28,22.313440829903023,0.5151046852173771,55.13028791485994,25.0
29,15.082860076273269,3.6246116344856016,51.12278740980499,25.0
30,24.964793309394043,-9.907405156890995,62.14292355532436,25.0
31,24.05050083011162,7.755881150132301,44.65247850967009,25.0
32,21.791438785939974,11.40388940607,56.98051474974102,25.0
33,18.15280018908903,38.520463062427126,48.73209572311609,25.0
34,14.204036020046066,11.440157145846351,67.19067534792032,25.0
35,22.85831896048735,19.333686730439226,63.309888604683785,25.0
36,22.570411577583265,5.996062102395291,59.82192627517763,25.0
37,-1.016320635508664,31.861526872132867,55.672715351526655,25.0
38,13.302171349607114,12.152815759315859,51.21936080820278,25.0
39,28.324323053212026,6.52125457986775,52.37683867548676,25.0
40,21.916739436998196,-2.1749128318945985,57.419500014915926,25.0
41,22.724110214360188,15.11278890662425,31.652974080805176,25.0
42,19.141136137664528,9.940318372773321,66.61280819691298,25.0
43,17.77775580171819,15.175939114940558,58.98523909109613,25.0
44,19.5107699950393,11.082753632605566,25.31819535888866,25.0
45,24.566638267126738,-1.916858248878503,50.35900005390329,25.0
46,10.296245629734786,15.165344000342738,59.410286496668306,25.0
47,2.523805775508301,17.075817418512507,59.72174984121466,25.0
48,21.623591389218664,11.485803723075502,48.16370707772793,25.0
49,15.815075825042715,-3.2908224741934564,61.13828214949645,25.0
50,14.961710416787554,12.033044465508869,55.01983720488484,25.0
51,11.686918043343205,2.3206430763544503,27.758059552650238,25.0
52,18.620808913481987,16.032943215296783,59.465621643473455,25.0
53,22.71965866903664,13.347634836404835,52.40199766700167,25.0
