unit_id,CoatingThickness,AmbientHumidityBatt
0,43.76593017218835,37.223007044671476
1,50.65877198047562,46.73463836052887
2,57.4784084204155,63.70996911932974
3,29.732405422686718,45.51126866291931
4,70.48441053588375,48.87421685496196
5,57.836749242843,40.72451076274734
6,20.313595050376875,58.004881530018935
7,39.18248215685283,29.669438534293057
8,64.53084488994847,55.498265053457665
9,56.38731733646478,57.77817346692547
10,73.21300490551646,51.74717312677809
11,40.348342375758506,55.27954588971371
12,64.23626846136153,30.425166287634216
13,45.19763812790196,53.88011420270771
14,50.106655298485485,43.73877960644409
15,41.26084612314436,30.876524956041045
16,64.28067751926476,46.78028015838456
17,54.31527811240367,51.314506941946405
18,23.534835528445896,29.10122705467865
19,28.494253999474736,81.37117438682446
20,43.4500033625257,67.60697792400697
21,50.77279949183182,29.63149971994747
22,50.03833994804771,34.64936974802659
23,56.64154766480022,60.29468888538111
24,39.39709055052273,58.8707359764559
25,44.06260650107453,46.22960233066273
26,30.904061891130404,61.74411473211391
27,55.877777139686685,70.42846906720797
28,82.72948803180132,40.21806422496078
29,53.604516153204735,63.98570893217232
30,31.589096247772215,49.066979054682335
31,41.73701400965786,21.457201850811764
32,51.44769627222502,34.13854424591643
33,50.3377320803119,77.96385891954552
34,43.2935903710796,45.71014864305353
35,58.15012432472225,55.79240528472551
36,39.36074915023642,46.120555053903786
37,16.502841820711723,42.3094771199114
38,29.712758115293422,53.336243841669855
39,32.03488367565652,39.40547812326576
40,28.27881251265701,59.07688071501088
41,69.05504714511031,42.34141341402816
42,45.45359713529244,48.51210172414049
43,42.048401237024876,51.54045726695714
44,48.672510978836456,57.19300273949672
45,41.57281255207781,37.269710138864546
46,63.74356662621915,59.53739349824576
47,59.339637998613995,52.39362600021803
48,22.07821197094122,64.22437479843424
49,35.212616768454936,53.15139799543704
50,65.84190551653144,54.14396186001906
51,60.24937024087774,26.616838667101128
52,66.03396355176831,29.291355900800106
53,39.78402743604038,49.31896016483371
54,56.41654408922927,52.20274467639579
55,38.817628426695045,38.5334558896932
56,57.89931991185236,18.07282574079555
57,67.96402325464952,57.154329244567236
58,49.468337997064786,28.684021665116987
59,50.29371487413048,35.923155234968405
