unit_id,CapacityRetention,CoulombicEfficiency,do_DryRoomControl
0,20.451612343525674,15.853767320990602,50.0
1,21.858802235926195,12.10964535434282,50.0
2,22.454868843145615,11.387432826260378,50.0
3,22.294760171018225,4.586216257374724,50.0
4,19.74178941168294,27.26482733143227,50.0
5,24.860069003900826,13.501755411543716,50.0
6,20.24253879032734,-5.5669159005827975,50.0
7,18.21701255327745,9.730804023230002,50.0
8,18.21871322566023,18.232805487069,50.0
9,18.528653254995568,15.17419611986163,50.0
10,20.990728213722186,9.063121679985773,50.0
11,30.21863761899668,4.270518998891718,50.0
12,18.657909318792168,19.911014483750048,50.0
13,22.054093191798678,-8.440428564468947,50.0
14,16.78687149902569,1.6537889279341504,50.0
15,12.635525839290025,5.423458564142113,50.0
16,16.803225869663564,1.5664932169250037,50.0
17,11.89640554034386,10.580591981262401,50.0
18,16.377773264942498,25.600486632269877,50.0
19,24.16916317975521,1.0802105861669684,50.0
20,20.105918311587043,7.866840893031664,50.0
21,13.321688942703158,16.356566441741272,50.0
22,22.13930574195722,4.731586113941356,50.0
23,18.84881132299298,7.715904636202501,50.0
24,19.039433814258402,19.993814263112725,50.0
25,17.574620245325892,6.6067941086262305,50.0
26,19.742824156069886,14.811522925708406,50.0
27,23.527765768454614,13.560698929011961,50.0
28,15.209505000052726,15.053491893221068,50.0
29,21.417791265421094,12.550990953123502,50.0
30,23.57716896029629,15.277405243834243,50.0
31,25.156317066947537,11.866687667423573,50.0
32,21.690205937212607,14.44721844711083,50.0
33,15.560591984066466,15.881749005576713,50.0
34,23.155073984436918,6.706144789727311,50.0
35,19.24116844800813,-10.119453277651026,50.0
36,12.370533316396038,14.445020207722058,50.0
37,24.075300918710802,-0.368462181995616,50.0
38,23.42615241989108,19.89902753522344,50.0
39,20.928452543547163,15.89109877246053,50.0
40,22.136620767080217,4.919419043261687,50.0
41,25.244486165005807,19.578485659095385,50.0
42,23.616754103049367,-0.9934223831473687,50.0
43,18.248787540852312,-2.442408590981378,50.0
44,15.883490919822838,9.245781494956221,50.0
45,22.194627061814103,-0.10117670272700074,50.0
46,22.110279034654084,26.547235606086463,50.0
47,29.071263817456465,17.944283543565618,50.0
48,12.03971866591921,15.188021702096265,50.0
49,14.39840600624054,15.565744218063248,50.0
50,24.348352076758477,6.37474548163284,50.0
51,14.98862593818589,18.218504378814977,50.0
52,17.40253166565439,19.131485700639466,50.0
53,25.673766592972378,5.396290731676826,50.0
54,18.8879017626593,1.3496291459047267,50.0
55,27.807177549235217,14.627232390254704,50.0
56,14.27863317356919,19.37729604091026,50.0
57,24.110300161103574,14.22086261116539,50.0
58,19.308413128341527,1.1561025794566158,50.0
59,16.840509052648677,7.680985438954584,50.0
60,29.494948752579987,11.302836737676072,50.0
61,15.16609100901827,8.913399347151453,50.0
62,16.810904446296806,-3.9406659313043217,50.0
63,21.724237341960755,-1.7514867903724713,50.0
64,19.357956616781244,9.211861756931548,50.0
65,11.669368991100932,20.09060204014513,50.0
66,17.917371641336615,4.599754007587231,50.0
67,13.463978580226392,23.536176194343142,50.0
68,18.62273111877928,-1.4480893664427903,50.0
69,20.45188809215978,5.580349234212578,50.0
70,24.514746678357888,-9.37464617777449,50.0
71,21.918238661710493,0.8159953048721018,50.0
72,23.22757844319561,12.169281617480543,50.0
73,19.626383491637977,0.7051757954716553,50.0
74,19.12873030595319,-4.509933293711013,50.0
75,16.72824710606958,29.413845861488923,50.0
76,14.418505184501104,5.295444084017486,50.0
77,19.571065068995907,4.139486859432428,50.0
78,21.071380740237558,-1.8385865418224956,50.0
79,18.247448193843123,-19.858280135258095,50.0
80,15.847301655125682,14.855537818495431,50.0
81,18.895552794616606,4.678769975012557,50.0
82,18.972293580742168,20.50386778349523,50.0
83,20.337255489285898,6.822906125990059,50.0
84,14.570064199749748,18.827554272480356,50.0
85,16.61061514916321,13.920656323698914,50.0
86,30.47324478605166,15.27669889928821,50.0
87,23.453199262132877,0.6418241957776765,50.0
88,21.276895496405093,15.531652323525826,50.0
89,19.588378904215134,20.343860095505597,50.0
90,22.5738961470404,17.764327974781764,50.0
91,17.22959681775958,8.478162129949224,50.0
92,12.617957422870319,17.25221583460661,50.0
93,17.52858815058964,17.809720720099335,50.0
94,23.972813066232053,7.604306475769108,50.0
95,16.67766582396533,4.271732288995163,50.0
96,17.628420723966666,11.620526383659124,50.0
97,20.550909955200563,6.060138454990814,50.0
98,24.459561815855547,-1.6824421588533625,50.0
99,18.7489042212553,-2.192753949040945,50.0
100,31.143223368728208,28.893971418242074,50.0
101,22.09097607726853,16.04135821623903,50.0
102,18.310553368345676,12.314409951813538,50.0
103,16.87053806323499,12.512775575820205,50.0
104,23.25358062821261,2.480181373035335,50.0
105,21.276387898907757,7.375665618493958,50.0
106,22.48317496629194,11.082154580695224,50.0
107,12.860629370982423,-0.7140205249688698,50.0
108,24.391053621136447,13.575146416650032,50.0
109,15.773764066113733,-1.4300594607046264,50.0
110,21.46668382633793,1.6618107426443274,50.0
111,19.073823530504104,-5.793823898922746,50.0
112,24.797046303682787,2.3290610854722757,50.0
113,24.89430651941404,-1.9011988226736865,50.0
114,25.77455327778332,8.023128708217953,50.0
115,18.032364005999916,6.972537926171272,50.0
116,28.52570433467894,9.296860915124851,50.0
117,21.49253815868292,5.7051783300985575,50.0
118,12.171118479743077,21.321854013145025,50.0
