unit_id,ProductTiter,BrothTurbidity,do_feed_flow_controller,do_chelator_dosing
0,52.03884717663397,-1.5306586588468587,1.0,75.0
1,77.91436956001209,14.576854697995756,1.0,75.0
2,52.85139423786525,9.179727836212853,1.0,75.0
3,54.09047305645323,27.999927569424948,1.0,75.0
4,61.624786228775406,-3.717124403766867,1.0,75.0
5,52.81936213213787,-3.650009873958062,1.0,75.0
6,62.69217968880541,27.037241997300878,1.0,75.0
7,76.35195440761838,0.881876449257061,1.0,75.0
8,66.52523280367865,-1.570889566995013,1.0,75.0
9,51.75857407179938,-8.936645053988004,1.0,75.0
10,51.356589935197555,-2.0337883948529925,1.0,75.0
11,64.7417142304845,0.8814485479685077,1.0,75.0
12,70.5289750117591,-11.432220929154468,1.0,75.0
13,54.32912654437487,2.8500010138086154,1.0,75.0
14,62.69234557814977,1.8401092534561125,1.0,75.0
15,58.84407276648444,-8.275850936031043,1.0,75.0
16,66.64948736577543,19.431928056866386,1.0,75.0
17,60.57187309423999,25.57349284428658,1.0,75.0
18,56.234853642677706,24.043122617115905,1.0,75.0
19,65.19026312036952,11.879965245960845,1.0,75.0
20,67.06472571773557,9.096863782539183,1.0,75.0
21,64.53341191311578,9.82861402487988,1.0,75.0
22,53.63467738296761,8.792238057350946,1.0,75.0
23,82.4566930609126,9.228943227043814,1.0,75.0
24,60.93304388254042,14.410406362347922,1.0,75.0
25,64.70894993066052,-0.27723774147224045,1.0,75.0
26,65.3329702835906,24.37764445668525,1.0,75.0
27,57.66951197741674,17.841029807062718,1.0,75.0
28,64.0459607860402,12.426043119350236,1.0,75.0
29,65.75097908697454,-0.26666048976595036,1.0,75.0
30,66.5159542418421,-2.179727620919879,1.0,75.0
31,68.07636502335349,3.7576967418212384,1.0,75.0
32,67.33798444609036,-9.58792450179202,1.0,75.0
33,57.42068580239224,28.99769663259285,1.0,75.0
34,54.73066531695635,16.304979678498782,1.0,75.0
35,70.16786081496667,-0.2813564924455223,1.0,75.0
36,63.67826385425542,1.5796575107450868,1.0,75.0
37,59.15070776728798,14.537702989814365,1.0,75.0
38,69.15162707825205,21.332051528146547,1.0,75.0
39,67.04477058001945,-12.71785930724769,1.0,75.0
40,61.86199600178604,16.027227466679218,1.0,75.0
41,62.01901919136815,7.123421341992545,1.0,75.0
42,59.211332592770646,20.9374044749985,1.0,75.0
43,59.10872661463971,-8.381817906175646,1.0,75.0
44,63.21757358155908,11.585671540474614,1.0,75.0
45,63.22002154822673,26.81316351968619,1.0,75.0
46,60.44391191773854,6.272645200233894,1.0,75.0
47,63.029860364262404,-10.947103710539869,1.0,75.0
48,58.34230026201275,-15.414135744497777,1.0,75.0
49,70.90224393924129,18.31443742196708,1.0,75.0
50,66.47758741958818,22.55794696633011,1.0,75.0
51,67.78773473232143,-0.6777032933178138,1.0,75.0
52,62.43543896004461,-10.895757994661759,1.0,75.0
53,67.6494316400561,13.46374093640211,1.0,75.0
54,62.77524326554144,1.4994663496293907,1.0,75.0
55,56.2475846091485,-0.22162397756250485,1.0,75.0
56,50.6386488751113,14.643744819852177,1.0,75.0
57,58.06422984995737,12.45580447181681,1.0,75.0
58,58.38693035762622,14.69671831946146,1.0,75.0
59,64.9758363008152,-4.156654939422612,1.0,75.0
60,55.42972023624024,-17.770384981961634,1.0,75.0
61,63.35737607215105,9.4415366830405,1.0,75.0
62,67.65824915111533,8.381471471163415,1.0,75.0
63,61.33350317454022,-16.27168384582924,1.0,75.0
64,56.745719329028404,-2.8377853332173535,1.0,75.0
65,55.73660192719872,6.40005662769643,1.0,75.0
66,60.816423539591725,23.69412499064669,1.0,75.0
67,60.24553477918955,17.28498374890522,1.0,75.0
68,55.20731286827786,-1.698479224689816,1.0,75.0
69,49.87813943225435,16.947909554677157,1.0,75.0
70,62.42101547195605,3.4129010267488527,1.0,75.0
71,62.99422212134495,11.356287930164822,1.0,75.0
