unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,Temperature
0,10.012790349477449,48.29291694580979,69.36637918069442,38.127496234684635
1,19.98245543694083,63.075484471610935,38.35498198055633,36.4939504648371
2,26.527777678401527,64.61831572510773,43.39313660880403,41.03556474344981
3,30.69407491683716,44.29200210879343,21.820991681266083,30.80529963342093
4,29.050398278689016,79.88612727578169,40.23069253837592,35.163251592812955
5,20.653967396060917,59.651172617943615,53.20409064303783,47.217491601817414
6,12.962947722955569,54.00565484473027,45.271989189789856,30.607728450328892
7,20.84066075396004,68.48733105664553,48.10651296531796,34.900399816083855
8,15.919733418086134,57.84092422277394,56.39809248346668,42.63752847743259
9,16.573089730576907,53.01184447313526,9.577664509837277,36.723157181112725
10,19.53344901090593,47.7659113496226,7.253144897451982,47.32133037692661
11,3.9514268798131202,32.5451056918461,40.93700604916689,40.79668736953303
12,31.250756463817414,59.19318231221989,24.266668325885295,37.37466201468474
13,20.94187426131657,49.72980164971725,32.552494216112805,34.375169899473626
14,4.886832279506193,37.18611325300665,63.047229344331086,46.47886795765355
15,14.144812131823585,43.826749320106025,66.39796231285683,39.62510525293473
16,19.739490553544755,45.19372890612458,40.801714492218075,34.15396064167992
17,19.22024895767941,54.959480045284984,44.50657780930141,34.53242243083397
18,55.229405441898706,53.86397143680383,3.0287685731294527,36.38240104269969
19,24.986167940002947,69.36874390657786,62.57091119017602,38.23748175855468
20,24.53483522591141,56.83979180805806,53.009715108823144,36.56192742494776
21,17.231673616379314,65.93129743381377,44.917796571258805,37.29224719199486
22,53.47109402502435,46.467258539863124,19.673820653820982,23.04517115931675
23,12.290404766059115,45.56473813378442,39.151679655916425,37.86794468583828
24,20.780336133878635,54.60906355992216,31.303980979440514,42.53893777489101
25,14.295776890364678,54.56987549159472,36.93576941554329,44.86294235376099
26,36.068167588468064,43.84505769982216,32.64588423791041,34.46120262373164
27,27.4083529107749,62.99109227058036,19.176050497469728,27.52933907624819
28,11.184713250897689,35.16847296111862,58.37712330314399,47.11825780949703
29,29.588696654792365,72.87801803688454,36.9593867251896,40.697977283320775
30,21.010422607290156,62.73975837308829,49.40786417404208,42.61089702158744
31,38.52927284882807,48.19448605733125,21.36483962897636,35.11795422397005
32,12.988777670168915,54.33164908365719,52.7112024437846,25.037135247965733
33,31.66631580532735,56.85835510949718,26.96677773699585,38.878968686894076
34,36.96235871846265,68.72035017721818,19.580113625054317,34.392272164645746
35,30.24617913086362,75.03612708323038,48.792391039649736,50.37777668453572
36,38.17799420442107,61.87032883137475,49.837747051549705,28.95243476914493
37,21.034507706268663,50.91111241409042,49.25846741094467,28.288619382134335
38,17.980077366202153,51.3777612299357,65.03075402594277,36.93254051537221
39,2.5846474334063645,37.656920855261774,66.44477022192935,31.88786524769422
40,10.363077393163053,45.706800184360816,41.93308841490476,31.53869067446595
41,28.95540509344886,38.859840929505204,19.27851074138876,32.08172532614052
42,55.01057182070516,61.56183662648321,21.893357259644976,34.55380537136205
43,28.41332768058128,67.79203775182455,45.35416537404836,26.983878878994155
44,23.374710739826703,63.085940612170184,30.65280162002689,30.910199221580058
45,26.403342265067238,55.470251917889016,4.0321128564245825,42.534339060901885
46,24.84980809284632,64.01058039245919,40.09511877225677,35.56226969735316
47,40.14185777813266,54.896315746967836,29.87545783541743,41.09187482908589
48,10.074153852214398,41.50082998371723,29.61851149668494,34.67114709223461
49,42.070090826483174,59.318651499383655,49.98970347100574,43.32245208796754
50,16.938938620950886,35.73221885406199,41.55766313920649,26.190228230242333
51,8.50110260343238,54.860642300901254,47.44053797174598,30.270838031482324
52,24.772832565004784,42.899109452354764,34.343578458933564,35.57421006493756
53,52.40446936325446,61.05971498796482,11.760312968160205,39.955755051623115
54,4.3967034955831705,51.814346753486454,42.189108549227136,35.42931924679118
55,45.07202976158581,58.38286377006239,18.73748890731469,38.19144977326139
56,32.23840561809961,42.050423769049615,46.790112239605456,36.84451348054002
57,23.272772570868277,60.703348482588595,66.57203350746728,40.74446996431357
58,12.12087726247788,42.32710298439629,36.02790107964921,26.781593660451886
59,32.367818149308924,75.7290098422491,63.09088629713278,40.36747003544747
60,28.047358771176174,57.542666485535186,39.949612485070624,38.69559640825465
61,37.662125741247586,37.737670280325425,-1.9642894918042195,35.81166258664708
62,31.358531658811504,55.09947651334303,37.16410226735997,50.90996545550276
63,25.143496733690114,63.40881677082601,64.3398264630876,38.001830088807864
64,19.803982183058885,37.0010693579719,23.45591304498516,35.57410548721786
65,9.692708590083264,54.49116200797034,60.14486360336177,37.86872307052958
66,25.31456073831089,56.77759455036241,75.70153134939888,35.32499559456005
67,6.9697658090559,55.7244180653852,50.348074871511656,41.194098654831585
68,29.473170945082533,50.53554101416921,30.31422436729145,33.65976332226557
69,12.436415013714559,40.822002681427364,34.11303896988827,40.26106665290264
70,24.593252634564557,52.32463037105312,56.39807523041382,40.31536172515055
71,31.124687282748813,63.83565273529176,33.63490730189157,31.910454845658222
72,19.850081010847486,61.961585481579526,23.34099706292365,42.31354652557107
73,16.333543951960205,40.643286095312966,66.97057185205838,37.324902254854784
74,17.370199823935966,59.88475291773065,30.054524358697503,37.61330711677274
75,13.29641405250921,62.443041467688346,23.30732720073964,32.43437988455121
76,17.99878946550492,61.30285853304665,70.67801676284499,47.29031807206088
77,10.547724593498204,54.754429347852856,55.06454767541326,42.4200463144636
78,21.588599473880784,50.1569990791814,60.01837019400497,30.61993174082219
79,33.55860006436014,52.125123451355066,34.623891797712375,31.88452780809069
80,50.732852824733385,45.71437116423711,-7.721782623204849,50.19383727249645
81,35.69460202888994,74.914915963687,38.097208780698075,37.13788441841981
82,15.730409335962179,57.11204290401345,46.49646669348543,37.57301742583703
83,49.24936005054641,44.39036158844695,-2.843728684179025,39.67275240481324
84,17.135626319797677,52.169099544957454,40.95606900748486,34.784387088599566
85,13.74480700216205,59.36316587858548,60.68029969148689,35.448373649566555
86,14.734500832587733,54.24424884901158,34.5212769274937,53.52986167448309
87,24.893714640868755,57.16223873936613,43.097322326785694,37.302717373065825
88,9.560278519074117,52.17168348386473,40.49296894364388,27.60862007116186
89,5.539752819956778,38.237120769503186,71.26386161682927,24.101695048258133
90,47.609144321383894,59.05346954777916,21.267688685105536,40.49716530329421
91,24.058246397078957,46.69313773788259,0.34610421893901133,56.474497535306135
92,23.556988549137543,62.684934650284575,29.459413223299507,33.2230763490895
93,18.25924325928506,58.54588514650041,56.99993538673396,27.12871153287825
94,50.18613819246191,58.49865506748162,27.917688591898116,40.38748974597674
95,46.08302943049901,53.65481349098949,23.859983099768264,31.43488833638949
96,21.855401872452603,61.51850143397567,38.093320351219546,33.86095963068961
97,34.859978244225736,50.10054496435438,30.83307783334928,25.236275526989402
98,28.94982264760499,45.94844484410379,33.37350954320463,32.41756174560493
99,50.533469929863685,66.10736488232972,9.402405198327212,40.71063179506588
100,28.33265564229958,67.04381650593803,27.531445615883477,46.31803839595132
101,18.177328374676815,68.93440243832143,59.05405154739173,37.280720350049855
102,18.303701759638685,54.898478819577925,43.69675462575809,34.65942723203569
103,5.229857422941481,48.82236904940674,42.94810737069879,34.55173033949326
104,15.1993977944083,41.89978809110884,28.31147206687978,29.956606581285303
105,25.28842244692789,48.82414914017072,47.87193490998201,32.41707667349828
106,6.8659007883532,44.56080610923591,51.20376499527766,30.019773057215108
107,28.908357854014,69.11126983481815,33.67957000817961,40.61077085746129
108,27.559945001701273,50.76531260449048,42.63802015184747,26.0550031355379
109,8.427613824956529,37.07668754257507,44.346192717509766,35.1266485490836
110,14.310958409156987,49.14181521595861,45.46407367874229,40.906389496317445
111,20.625631981086627,23.40075201585563,45.41353259613274,47.07642572088282
112,28.601488236533342,39.47749033947461,39.18040498393796,40.14598877395518
113,43.27732615859252,59.755445091387514,4.476321615730768,34.48859691448644
114,29.403363186176016,64.49722973788514,32.50601726610789,37.752052741379
115,37.775264514343405,51.6014748781325,45.28501228181166,42.76639687467025
116,46.121539316697906,76.735114278352,45.35571638460446,39.06147312387587
117,32.90237296893604,68.22076792175767,44.76250047062996,38.537596629702406
118,24.707018329348767,62.7281998056578,52.22723764240097,22.959175992444163
119,9.889949347693285,49.6233026578309,52.35607954612082,43.199373044988434
120,29.428678438024978,73.14941632454972,57.729259684033465,39.44786618275502
121,33.69070784112331,61.66539443418961,14.24056756606996,36.61174059156533
122,7.481608586186351,42.33051432080946,41.910138171025416,39.66997386099016
123,28.763499465395032,64.55451189683019,53.64284266595975,34.810529872501036
124,18.503701549894732,48.27052195766829,51.2109738292504,33.738333221797745
125,7.448836883163836,42.16742937012637,38.76239296437286,33.72286338886359
126,20.644447928676033,46.017037440223774,34.958159399170526,23.20965643243234
127,20.00761841741438,71.1826930624022,40.763659822990746,42.96847652256028
128,22.70995875302853,53.41152823903751,40.75632730297525,36.132778717362555
129,38.74156828272534,48.687433923101224,4.3199443933127135,44.93444405217339
130,44.618197739330284,73.4008141110443,30.266017208470245,39.17419716613048
131,32.49856314096136,81.02011790855722,39.72820523065961,38.240518747869224
132,25.183103320997503,41.08992926637856,16.12290380870484,36.907117867938794
133,67.06090843537875,60.22002710892432,-19.58102494723667,33.63328598330742
134,44.12279043811359,50.53733766555135,26.93851443253928,34.031149401411106
135,43.87256219418276,68.39798292366277,22.743930300986108,52.575834059626985
