unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,do_feed_flow_controller,do_chelator_dosing
0,68.86044829864473,0.2973443315411872,70.86959496687474,32.18109215725408,0.25,50.0
1,61.7810456609546,0.5470087516938236,58.13808864593413,39.66957323544435,0.25,50.0
2,72.84345346182621,-6.030543833243246,71.06138039576726,37.05355586125794,0.25,50.0
3,65.92458908183626,-17.82620859541905,54.94458780543747,42.33698197508077,0.25,50.0
4,64.6102164778273,21.78288887329346,56.800568582233595,41.45618934212599,0.25,50.0
5,55.82734746098926,17.456117672688414,37.69153898377499,52.88864656278281,0.25,50.0
6,54.7521199535971,23.47693949012911,39.21294107759828,24.7286575973904,0.25,50.0
7,58.655606861752936,2.656872737774458,49.17408404848084,24.16788876052471,0.25,50.0
8,63.87974921103957,16.32250621222239,52.09451850749885,35.07134131789673,0.25,50.0
9,60.30623816367124,-3.2070733650621595,51.92781799224429,36.317718243480705,0.25,50.0
10,56.942506177615684,12.168423112659262,51.75011431522927,40.33628327610722,0.25,50.0
11,64.18109437664523,4.205257591860361,59.80308944988595,41.39953670567987,0.25,50.0
12,72.4743358793111,15.216115318398643,71.87842287652231,30.088328879772895,0.25,50.0
13,58.3887954383027,-12.513934043551767,39.64246190157559,38.440282347096804,0.25,50.0
14,68.61632964974918,14.554316889630881,55.4672061978033,25.222782436533457,0.25,50.0
15,75.35723274607372,-16.561285210986327,71.62392756884826,39.51039322524788,0.25,50.0
16,62.40645112238197,-6.453645807395874,57.53826790064958,34.834587046523815,0.25,50.0
17,62.43384385623565,5.757384560939067,52.03662497893909,40.520354871166695,0.25,50.0
18,72.50637020671165,13.543312851762947,63.23423331390033,34.98349738045191,0.25,50.0
19,68.46888944108979,-4.621154716491891,64.41000703252536,22.298455769448452,0.25,50.0
20,82.46521337571798,13.47557485578055,68.48335688063258,46.39980498917789,0.25,50.0
21,56.385312051025856,-11.691259559080866,47.1097809449141,43.460945907350926,0.25,50.0
22,74.40232387534309,13.692672248852249,77.47037320832813,44.43479547846717,0.25,50.0
23,60.730090279154474,35.17177099777872,53.57810614601674,30.188301357486196,0.25,50.0
24,73.09231488534594,-9.694157387573025,82.34489492098896,38.68108381365086,0.25,50.0
25,70.30796236677376,-20.52122849014962,66.99280504128484,36.42610695542946,0.25,50.0
26,66.52615674702564,-15.736398649920542,55.535854820052734,42.633028820650566,0.25,50.0
27,58.15487874963363,14.904800637075102,47.510023980321584,34.85940891149706,0.25,50.0
28,64.8708111178196,18.320226140479612,56.69663207808414,23.235421307490554,0.25,50.0
29,61.93446425887342,-1.1222003577971345,48.5726548853128,34.917677713058964,0.25,50.0
30,60.40870533146922,20.10277166134541,48.53244278705495,44.05998997139293,0.25,50.0
31,62.658851890431066,-1.3184635935538846,58.755802796965625,40.942633964515785,0.25,50.0
32,63.80711014557671,-15.01419015356101,51.11441378062786,45.412397821383074,0.25,50.0
33,66.07743213115049,-1.0415027755864994,39.46427282005808,35.97055210466837,0.25,50.0
34,70.36351349027939,9.788153006687992,63.098902286230576,23.65023027951583,0.25,50.0
35,68.06844832788101,8.539967790095524,64.8258357035307,26.906438293271826,0.25,50.0
36,75.31439614940957,-11.294004592545342,59.878412519978156,41.317917534243506,0.25,50.0
37,74.39895528786936,-5.264920687996616,79.82865903791136,30.458834430217337,0.25,50.0
38,63.584190574695356,20.343957786539384,51.57788003490132,40.09779137825214,0.25,50.0
39,67.26255658668501,-1.806051573211115,46.66380411481094,34.68247738819199,0.25,50.0
