unit_id,ProductTiter,BrothTurbidity,do_feed_flow_controller,do_chelator_dosing
0,66.19016444126761,9.621305733051685,1.0,50.0
1,69.58485540457762,-6.135843652322464,1.0,50.0
2,67.22576539913582,-0.12006917399413641,1.0,50.0
3,60.67563569571932,17.388570557613768,1.0,50.0
4,63.215120694833296,-11.865521587970889,1.0,50.0
5,72.89681036157644,14.07929704882893,1.0,50.0
6,67.92676923353213,16.16954938484419,1.0,50.0
7,47.18327284770925,16.458354197978878,1.0,50.0
8,79.82007210995624,-8.16924225615741,1.0,50.0
9,66.82240660984478,8.263801146489929,1.0,50.0
10,60.253625539104625,2.703841199053651,1.0,50.0
11,69.61469698892572,-11.69269992670474,1.0,50.0
12,66.41090229414598,-11.849810593006204,1.0,50.0
13,73.77692163696993,-11.861741594026288,1.0,50.0
14,78.8133001746542,7.409931868060853,1.0,50.0
15,56.61077086839353,0.1792035747852596,1.0,50.0
16,56.885874766427676,3.238035270615482,1.0,50.0
17,60.18822748643582,-7.942521196717431,1.0,50.0
18,67.44403963004704,26.070389864861898,1.0,50.0
19,73.94812576066596,-6.252807129354764,1.0,50.0
20,65.40474614644602,-8.188910641460218,1.0,50.0
21,63.44987688134827,-12.971289559460832,1.0,50.0
22,68.70093869450376,-0.8150619337485709,1.0,50.0
23,60.598346901397996,13.780926640430177,1.0,50.0
24,69.80875510671034,12.02612299879118,1.0,50.0
25,58.140455909360426,-14.57914470418146,1.0,50.0
26,60.349966059101284,0.21114901913898798,1.0,50.0
27,62.32028508131182,-4.046797925249948,1.0,50.0
28,67.3085375601797,-10.970097537605266,1.0,50.0
29,63.852096478436074,-4.932745117727019,1.0,50.0
30,69.51215979937575,-26.286475464054817,1.0,50.0
31,59.0071059707119,0.5636889424173628,1.0,50.0
32,63.16700093482771,6.453841879926099,1.0,50.0
33,64.60818679221816,50.50296076624398,1.0,50.0
34,60.856221067991434,7.410949260336312,1.0,50.0
35,66.26354856698666,18.625879653931626,1.0,50.0
36,65.2044452038629,-2.0962282143923643,1.0,50.0
37,55.41346002230176,10.793074801472581,1.0,50.0
38,52.321964834101266,5.125119863152627,1.0,50.0
39,76.0786882244274,0.25945672280904386,1.0,50.0
40,64.29091493527022,-14.918207528802373,1.0,50.0
41,81.49482850240318,14.522252681256738,1.0,50.0
42,64.98069096086178,4.526782811663771,1.0,50.0
43,63.36293423501749,12.460461513426749,1.0,50.0
44,69.18769325166151,5.456960694410134,1.0,50.0
45,71.73875755050587,-15.648587074062801,1.0,50.0
46,56.559256333562665,12.990786706009164,1.0,50.0
47,56.97863908092433,4.799278872572677,1.0,50.0
48,65.76917114445982,6.735433314162867,1.0,50.0
49,59.050960459012444,-17.589648801360696,1.0,50.0
50,73.47511961485822,5.713295753690559,1.0,50.0
51,63.783902670758906,-6.970440424767532,1.0,50.0
52,58.04530264780425,13.880091854014609,1.0,50.0
53,63.377958720228506,7.7580787647702465,1.0,50.0
54,68.87416457422341,-8.382960182554312,1.0,50.0
55,62.10477727969832,25.08131635228026,1.0,50.0
56,66.14068913818852,19.87856509527125,1.0,50.0
57,64.1136480924514,-3.2816578280726265,1.0,50.0
58,58.4606057149224,8.352969370891799,1.0,50.0
59,67.55451695550259,-2.023679470259908,1.0,50.0
60,68.52544054492189,11.265821452884168,1.0,50.0
61,69.71994044756887,10.028076647659125,1.0,50.0
62,62.67106186433705,20.019838347846886,1.0,50.0
63,62.77785053574625,13.069357641104554,1.0,50.0
64,63.629552227975225,0.17695953123417496,1.0,50.0
65,64.63954767796137,-7.428475531883155,1.0,50.0
66,62.96973582689729,-1.1563178752252705,1.0,50.0
67,70.81428459328686,10.732316281198958,1.0,50.0
68,65.79762349077461,-3.1008507100735816,1.0,50.0
69,70.90933423019102,7.161191549845732,1.0,50.0
70,63.97232018900568,24.719098633222938,1.0,50.0
71,69.34984617991377,-7.802399326375274,1.0,50.0
72,62.324064120744744,-13.671737264500516,1.0,50.0
73,60.97966156475014,17.062645888880432,1.0,50.0
74,67.16586313438278,6.73746501999482,1.0,50.0
75,87.14152174867213,9.157570520740574,1.0,50.0
76,74.73939785484177,20.66065163105234,1.0,50.0
77,51.059846699965334,-11.846115338438594,1.0,50.0
78,60.221423102806995,39.645050154614005,1.0,50.0
79,68.77538427215693,-11.113895865221771,1.0,50.0
80,68.9844905638904,9.337283217906649,1.0,50.0
81,69.93325775075155,15.80602519598035,1.0,50.0
82,73.18975612116579,3.3457199640261948,1.0,50.0
83,63.22102188562546,9.140373193798268,1.0,50.0
84,66.4972397180762,16.352609818040634,1.0,50.0
85,64.18510335641521,18.365087546328617,1.0,50.0
86,67.86218557827407,6.3532152215836994,1.0,50.0
87,68.2712919441251,6.865614720112797,1.0,50.0
88,68.32477790588472,3.658476128475848,1.0,50.0
89,66.01045778366209,0.4291368687861681,1.0,50.0
90,70.12425598081693,19.140568454490612,1.0,50.0
91,62.18894139744671,6.1816479576364705,1.0,50.0
92,76.5702149972626,16.489522544383583,1.0,50.0
93,70.13007093027413,-3.884910184458943,1.0,50.0
94,62.66048354722568,-5.2444526294815175,1.0,50.0
95,66.37295642751074,-5.838630776352191,1.0,50.0
96,60.558722227615284,15.187843842505238,1.0,50.0
97,58.88195018869444,9.400295036019234,1.0,50.0
98,57.01105544709165,-2.95627817503407,1.0,50.0
99,65.74972365304775,10.286535920360194,1.0,50.0
100,65.36043274179879,15.489435755788625,1.0,50.0
101,53.749584216705784,26.521480744425123,1.0,50.0
102,63.133880223840016,8.1433398095152,1.0,50.0
103,69.22583274496833,-9.199525007682723,1.0,50.0
104,62.460443505452844,47.632019204015016,1.0,50.0
105,62.193443420449825,6.499118925855374,1.0,50.0
106,71.65865404581196,15.824705454176659,1.0,50.0
107,62.35982952921934,9.170032069582962,1.0,50.0
108,68.05686104636163,-1.4052089026302976,1.0,50.0
109,58.1886671431111,16.181579253501905,1.0,50.0
110,58.46011713414584,-3.320305669632699,1.0,50.0
111,63.3194785829065,6.042627181811693,1.0,50.0
112,68.4566113974047,18.53195061163469,1.0,50.0
113,68.9888015085519,13.254489378601585,1.0,50.0
114,64.86754615856007,3.934498554585919,1.0,50.0
115,58.095400505686655,-14.290468571467567,1.0,50.0
116,72.81126593788919,6.2408083167236565,1.0,50.0
117,74.5495180678248,7.770379636027476,1.0,50.0
118,53.86248864603783,20.542453513668125,1.0,50.0
119,61.97682972045775,10.018952401278423,1.0,50.0
120,78.45493806078315,11.809674242804912,1.0,50.0
121,63.14715022781482,-2.5737029087787873,1.0,50.0
122,65.98035093149588,12.873466245139578,1.0,50.0
123,58.45540375244657,12.91019721185106,1.0,50.0
124,70.5716851632757,-2.3330953508200984,1.0,50.0
125,63.34553033471279,23.0221126951147,1.0,50.0
126,63.18928174201765,21.393885210448172,1.0,50.0
127,66.08761811286318,16.79345125661564,1.0,50.0
128,71.43483554498418,4.0410506384222025,1.0,50.0
129,50.60720705086773,-4.67154363025055,1.0,50.0
130,64.70229920491995,-1.5324646508859452,1.0,50.0
131,63.6033467099544,-3.7028861604927403,1.0,50.0
132,59.82641705426376,13.79035157748169,1.0,50.0
133,64.1698759802647,26.815552903633176,1.0,50.0
134,53.31550381078961,13.986602122740535,1.0,50.0
135,82.2228438137476,7.299606510188536,1.0,50.0
136,63.30672378288057,-11.108101537207569,1.0,50.0
137,70.62053855787477,32.779967853352815,1.0,50.0
138,64.43214032066739,-10.531068025918792,1.0,50.0
139,70.37517007351406,2.5351164097332406,1.0,50.0
140,64.22220911996803,-3.2683272372345016,1.0,50.0
141,59.748825295687254,20.99548747919072,1.0,50.0
142,68.4080998420475,6.296852386918155,1.0,50.0
143,74.37623284311668,3.556575835152873,1.0,50.0
144,65.49243717293717,5.463746974975238,1.0,50.0
145,63.58757740356822,7.243500711651585,1.0,50.0
146,74.42596506939229,18.174275387200247,1.0,50.0
147,61.27913491719486,-16.86424278716741,1.0,50.0
148,65.75262045539404,7.131332810334877,1.0,50.0
149,62.822178643166,-10.670396557091722,1.0,50.0
150,78.4102335597705,-22.551570689274175,1.0,50.0
151,82.62464063765967,-2.83563382308519,1.0,50.0
152,66.43641044869929,-11.626487505035648,1.0,50.0
153,68.48361772338728,11.741082190573572,1.0,50.0
154,65.07448666844664,-4.843739441315139,1.0,50.0
155,54.589173907825916,5.337257188605621,1.0,50.0
156,71.71901657485076,9.478069633941718,1.0,50.0
157,65.72527571894936,0.5946628839365609,1.0,50.0
158,61.929989988033164,17.352858986134624,1.0,50.0
159,75.74178181079134,-4.777572569222121,1.0,50.0
160,58.64080709521547,5.294786433894167,1.0,50.0
161,76.90762262415738,-1.335996494335264,1.0,50.0
162,62.62137442560341,4.248444009549791,1.0,50.0
163,60.73994245482892,-1.9481036794786109,1.0,50.0
164,66.96840598624864,-1.3191593319908517,1.0,50.0
165,75.2381922882429,2.834001955129847,1.0,50.0
166,64.43244445967315,4.9327524715848705,1.0,50.0
167,65.6808774246481,17.043937097579366,1.0,50.0
168,65.74267944471595,6.137416499348572,1.0,50.0
169,59.012397690979746,-9.194080281281277,1.0,50.0
170,65.37994128834409,30.307383078478846,1.0,50.0
171,80.47407479139821,6.170738828765056,1.0,50.0
172,67.44832927509826,5.351124602063672,1.0,50.0
173,63.467243316376326,-4.073729296021605,1.0,50.0
174,56.33232621008324,11.418812371929338,1.0,50.0
175,63.29632889973846,7.389986096516066,1.0,50.0
176,71.96223297250543,15.032573229078015,1.0,50.0
177,71.67513318291812,14.712805089636648,1.0,50.0
178,56.56123854240215,-30.212045638760568,1.0,50.0
179,63.999867185617504,25.805211481893483,1.0,50.0
180,49.03785052942239,-19.17265405994724,1.0,50.0
181,70.60139777303716,-21.471620912201743,1.0,50.0
182,65.13150996812371,10.331538804155292,1.0,50.0
183,62.07990397040473,-1.0602629624414162,1.0,50.0
184,64.09416553673388,-4.688197965175433,1.0,50.0
185,51.23028050210282,20.037545697616057,1.0,50.0
186,76.95115074885673,1.1754798776457678,1.0,50.0
187,66.20761461532496,6.92183819972537,1.0,50.0
188,63.3102777307743,13.214145699246764,1.0,50.0
189,77.43738633643082,19.408061281193604,1.0,50.0
190,64.4547020693624,4.66762594772039,1.0,50.0
191,84.37476740826162,10.239068133542244,1.0,50.0
192,60.26978211436426,15.193227943229154,1.0,50.0
193,67.33585897205998,11.605860116274512,1.0,50.0
194,60.90936560415377,-18.958950179568035,1.0,50.0
195,51.65571510675541,4.787545780147177,1.0,50.0
196,50.49253986843902,-9.720559169123046,1.0,50.0
197,75.63708521616547,12.39913188569675,1.0,50.0
198,66.92160038837213,13.951344981518917,1.0,50.0
199,65.38677946621533,24.678486406898152,1.0,50.0
200,66.70844084901587,-1.0654314563659169,1.0,50.0
201,70.94472890297612,16.99196467849135,1.0,50.0
202,67.26647517850982,-21.86935972205738,1.0,50.0
203,75.9620977205173,9.549765720331596,1.0,50.0
204,67.3666253244223,6.963955013381545,1.0,50.0
205,49.18383517538759,21.359226129096378,1.0,50.0
