unit_id,ProductTiter,LDHRelease,do_CoolingWaterTemp
0,32.970845709589874,13.9587988284181,100.0
1,58.34573195257673,40.104137945586736,100.0
2,42.830642980813806,25.308275373742482,100.0
3,42.93040799763142,20.23459904122602,100.0
4,66.48530199816967,50.363118701866156,100.0
5,43.411462011800545,25.05188506640459,100.0
6,48.82503280903418,29.792063717918282,100.0
7,66.29606849251623,46.421616954591244,100.0
8,64.37963457538815,49.29781793766524,100.0
9,42.745886311922575,25.344950792823653,100.0
10,23.022145322264436,13.330985871138056,100.0
11,37.32071653050674,18.936490472342072,100.0
12,55.571434814635744,35.80057734830559,100.0
13,40.636961241752374,23.489100483141105,100.0
14,37.23012341231801,17.152534073198503,100.0
15,31.392857719326773,10.71405408767353,100.0
16,46.62506464685936,30.229107069522858,100.0
17,65.39295918097773,47.58305733908488,100.0
18,27.056428189266825,9.341218857430137,100.0
19,40.938553483739945,29.183419680884036,100.0
20,28.76548968848019,12.462793945534662,100.0
21,60.55411562626081,42.260993653398195,100.0
22,28.50807194327969,10.927153541443019,100.0
23,39.3803473739852,18.569755270017946,100.0
24,57.225929660309326,43.246474488352845,100.0
25,28.571458145682676,16.274169156539287,100.0
26,31.447627134128243,13.649097774432175,100.0
27,33.49464344036338,15.113160451308584,100.0
28,44.295184020687856,26.910735384936185,100.0
29,33.66207705239543,16.296330849037716,100.0
30,25.466258903408185,10.058928067461672,100.0
31,63.74695506161828,47.75951188116798,100.0
32,37.590761394438346,17.711592313393936,100.0
33,35.89363543345792,14.647735776249387,100.0
34,44.82839541717448,23.82165728429804,100.0
35,37.11804122032051,21.543411638342956,100.0
36,33.75057770610062,17.94383556452622,100.0
37,56.91444532142903,40.0458451185274,100.0
38,62.82230220976916,45.21424522659297,100.0
39,37.3397550060595,15.991119531306431,100.0
40,58.69933078114516,45.336958924596075,100.0
41,23.713530779876727,9.828920902298165,100.0
42,36.38736995988676,11.232185950164117,100.0
43,53.46105554857543,30.019557645845076,100.0
44,32.06914651278058,13.703018386817341,100.0
45,19.15138968639383,10.109564574272984,100.0
46,48.085129374473794,26.683322623657194,100.0
47,27.082751164035262,10.548983807486568,100.0
48,41.568084629807515,24.095179792990667,100.0
49,23.847316219163268,10.369502300201663,100.0
50,43.006138234487175,26.66015401068429,100.0
51,54.70644921458675,37.53329093405856,100.0
52,30.102748149098993,12.306444556036666,100.0
53,18.87714455442533,10.732140676644157,100.0
54,27.174249080378686,12.525815957464406,100.0
55,39.257426934725224,20.843451067641805,100.0
56,26.468128728573088,14.34160040680861,100.0
57,51.81570860725913,30.209497965883354,100.0
58,61.24394768828101,42.65710042245182,100.0
59,30.481934600102573,13.680900293343711,100.0
60,59.617785960336434,43.94527242530557,100.0
61,45.75027388186206,30.31462953387546,100.0
62,42.35523578190147,21.64975218977909,100.0
63,31.73206768930558,11.6765141568031,100.0
64,36.426837829185374,16.717595628715458,100.0
65,23.534313819160264,11.03289907145169,100.0
66,26.92656911216614,15.245186330896884,100.0
67,45.20405296420458,26.30694771635473,100.0
68,26.839198603014427,12.514553564134735,100.0
69,67.16845420384497,44.666843245960884,100.0
70,30.904828540424084,11.656264863985587,100.0
71,42.41296125628885,31.800565957813706,100.0
72,54.231811381037716,36.82130993294655,100.0
73,54.255242638430744,44.81891418044056,100.0
74,61.35838674426134,42.49072002563679,100.0
75,60.017843129800575,37.966214123615636,100.0
76,23.065811531925824,10.532284302687298,100.0
77,30.736528492008585,16.915151266903838,100.0
78,32.16254539888257,13.343163647899198,100.0
79,27.478257579246026,15.52957072855097,100.0
80,60.51337790506119,41.76296245789152,100.0
81,50.48258465223869,26.300989968544364,100.0
82,38.87122422831363,12.684745334850774,100.0
83,28.018544379257133,11.03378125610629,100.0
84,34.00151898882879,16.647915636805884,100.0
85,41.74961927053488,26.061762812728176,100.0
86,36.46425200316436,18.198793018421323,100.0
87,20.33169639704795,9.893578339663177,100.0
88,53.376124456866485,44.23656181007103,100.0
89,25.949562033799488,11.996212919976918,100.0
90,33.32926002008723,20.94061082705623,100.0
91,36.69354407159512,17.82752963438861,100.0
92,32.79052635334468,12.946298282532403,100.0
93,37.80880312873034,16.11200868194258,100.0
94,36.41728845812602,14.086955975463209,100.0
95,35.57114789355444,16.445535171203634,100.0
96,30.718479093253016,16.394228869232776,100.0
97,45.81205165434472,24.16224090460589,100.0
98,66.73760654055663,46.37856062641174,100.0
99,32.710251864376524,20.29936250724921,100.0
100,46.72469768033681,27.307749076548397,100.0
101,44.487608261656845,22.119291442418504,100.0
102,27.387616562478485,12.949481558364605,100.0
103,63.39383368469322,46.68684708700693,100.0
104,48.97118788230193,31.115594597162747,100.0
105,28.783920235364782,13.0954271595384,100.0
106,70.97702404974726,51.64349242572204,100.0
107,32.383479332081826,10.728345961206077,100.0
108,43.4981479809571,22.505053740139015,100.0
109,29.556102046726338,13.01541464380362,100.0
110,36.761639782328245,13.367346332847069,100.0
111,19.632261704503847,10.273544605279985,100.0
112,24.383101840645203,10.751833438967825,100.0
113,34.72450769785567,16.629964156492044,100.0
114,33.10745821520079,11.134204130529742,100.0
115,47.446332638163426,31.79921210558868,100.0
116,45.78987002676782,26.01635696349218,100.0
117,62.407739431038536,43.061010004800366,100.0
118,62.107850652835126,37.56454456245701,100.0
119,31.67306364711362,13.144714640210614,100.0
120,39.74299197380402,28.495893869080323,100.0
121,52.29534060892334,29.463001337860184,100.0
122,35.18205176086243,19.90221104371142,100.0
123,25.360944328976693,10.833974374098135,100.0
124,52.313823164947294,36.01934511808187,100.0
125,29.46548759116466,15.301275724758773,100.0
126,39.547445992784354,16.01429700585123,100.0
127,43.75249895604705,21.768140021810726,100.0
128,45.36657469669861,38.24151448481636,100.0
129,30.997618432029284,9.893268643005772,100.0
130,40.896352013802606,23.054523830172805,100.0
131,65.76256425423577,44.082567273500594,100.0
132,52.906548494107646,36.400977141058846,100.0
133,49.66282915954645,27.948321320020778,100.0
134,31.884462259492913,17.61622145929729,100.0
135,39.56210341045769,17.109631956082872,100.0
136,25.568637688453006,9.80211156467545,100.0
137,58.849572275082,38.1041816411491,100.0
138,60.562482135904176,37.81810790058543,100.0
139,67.58297741185213,46.038548998268865,100.0
140,58.992011062055134,38.95983406323243,100.0
141,28.901764287592243,9.051058916005445,100.0
142,44.411759801871234,30.40891534236235,100.0
143,42.193602581936844,24.08910192774227,100.0
144,43.35016245218118,18.985063611229766,100.0
145,61.38425124276592,44.29818186915858,100.0
146,40.54403083249534,17.211797442090482,100.0
147,51.51691092422434,34.623344697144006,100.0
148,31.202711924827966,10.948027195404043,100.0
149,46.44144691319405,25.6455451997797,100.0
150,25.229772647632128,10.133739796851717,100.0
151,34.22814739170785,15.848159474840958,100.0
152,30.27996609280019,11.207012075104496,100.0
153,35.121602082803406,20.34580935362846,100.0
